	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DY2_FDME210438600-1b	DY6_FDME210438604-1r	DY7_FDME210438605-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
SD.QD.2020.06.15.bin.14	1.058680267	0	1.597318333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.835262607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.782182035	1.789578617	2.377777451	2.033185631	3.303909638	3.654738824	2.796411601	1.540849296	2.27121024	1.270556073	3.629936499	4.265372136	2.675750917	1.907175993	1.381354554	1.49699401	1.012276817	1.022677183	1.77661631	1.570091536	1.282536883	1.401532112	1.158578264	1.090402277	0	0	2.529655105	0	0	0	0	0	0	0	0	0	0	0	0	1.548545579	3.24255008	1.425988783	1.180230754	0	1.442295096	1.323041985	0	0	1.225722602	1.144526231	0.959633871	3.283881818	0.948091146	0	2.53117913	1.366306367	0.823380871	2.312703438	2.463298086	1.292050754	1.473446934	1.16890254	4.473152352	3.539505854	4.602301502	3.762068206	6.361859761	6.401122032	3.660616911	3.244622142	4.056460002	4.825559798	5.576464391	4.823913372	5.223122346	6.295610033	6.981834626	3.566830533	3.941288472	4.898005268	7.557330108	4.839172293	7.343682515	4.418302183	3.986775843	4.033007905	4.698911914	4.422856276	4.095368807	7.231989707	5.277062047	7.982774577	5.013850406	5.155800761	4.836739759	4.831495056	3.550914405	3.312379053	5.511580622	3.052644368	3.514805442	3.338807932	3.038107145	3.667622466	4.640993276	3.148314345
SD.QD.2020.06.15.bin.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.067009939	3.213272163	2.876145475	3.067962565	4.190258121	2.129747084	2.616765835	4.161268409	3.296051854	2.085819875	2.762978712	3.802478518	3.498414291	3.359909935	2.876794067	4.00042556	3.542111247	3.810798477	3.867354574	3.358484234	2.6588767	2.864486463	3.205197976	3.968622951	3.997842533	1.387991109	1.410924088	2.373342848	1.173385011	7.883133113	3.157140354	2.145355895	2.120924513	2.380680181	2.938090707	3.473485178	5.675569366	2.452156158	1.883777278	1.409192887	5.527081557	5.630159494	3.726526762	0	1.850079279	0	0	0	0	0	0	0	2.479248777	9.293618501	7.577364558	0	0.950464002	1.009632745	1.290486143	0.88518506	1.23379651	0	2.608215257	1.095421188	1.297485354	1.349424807	3.695247294	3.153485276	1.833580709	1.132449205	1.502451051	0.87245375	5.182038843	2.753520023	3.801206672	5.230338118	6.266075618	3.499029347	3.873278461	2.143681463	5.96130235	5.24008364	7.947040937	4.012976386	1.374728689	6.325134275	7.306159106	4.291976352	1.000931744	5.809303062	2.89127187	4.36119282	6.605995784	5.511586014	3.878320807	6.970974428	1.966288943	1.456534373	4.19065819	1.131967021	1.348684157	0	1.921793411	1.261018156	2.626780359	2.862234644
SD.QD.2020.06.15.bin.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.960245882	0	0	0	0	0	0	0	0	0	4.467594256	0.84060245	4.439286217	5.028079677	4.427730904	3.264746614	3.985865462	1.621138711	1.870284636	1.535060762	1.236949353	9.689467018	6.355156061	2.324693714	1.30844572	1.154380093	1.420071875	7.841648489	8.835959608	5.092176173	2.800226811	1.626060055	2.423952254	1.390517861	0.975634168	1.267554438	1.682384013	1.468393584	1.128748375	1.218990942	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871053213	0	0	0	1.781728696	0	0	0	0	0	0	0	0	0	0	0	0	2.664216528	1.485384763	1.082768835	0	0	0	0	0	0	0	0	0.766620714	0	0	0	0	0.863069327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.125803223	0	0.977217126	0	0
SD.QD.2020.06.15.bin.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.871372865	2.633061602	2.069888248	1.938957013	5.432706336	3.30011013	2.297763175	1.675544189	1.687947746	1.151527572	3.545985204	5.075039092	4.32263313	2.280545785	1.498602264	2.133629091	1.286296821	1.292865768	1.58428787	1.798692812	1.579333577	1.721373787	1.217693796	1.254395031	1.038597279	0	3.763409331	0	1.490653039	0	0	0	1.03528554	0	0	0	2.403082158	0	1.038115857	1.233720914	2.953012427	1.661803228	0.920780978	0.974777889	0	0.946226081	0	0	0.869692164	0	0	2.125031139	1.687137227	3.181850755	3.376350791	2.514439945	1.515326812	1.407835167	1.146478768	0.882975025	1.082392378	0	3.551852484	0	1.494872196	1.218744695	6.051077717	5.40443541	1.165104501	0.97437141	3.435576201	0.964698551	4.369758685	1.155164323	5.237281647	3.279594312	6.825730803	2.422535335	3.094031794	0	1.018970974	1.465259744	2.202180891	1.511780305	0.938206165	0	1.051521617	3.864565581	0	1.209139618	0	10.85348548	1.427453245	3.20906594	0.874149688	1.549507988	0	0	0	0	1.620659426	0.865879713	0.886521397	0	0	0.933856981
SD.QD.2020.06.15.bin.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.600101959	2.976468944	3.16203768	2.769344415	5.915131953	4.683855427	3.266914554	1.703471801	1.613418097	1.418908532	6.461017532	5.035295539	4.460730199	4.092159931	2.770473109	3.430091823	1.670566228	1.518982549	1.667591922	3.122216546	2.833498966	2.469324959	2.250662643	1.626561449	0	0	0.909175536	0	0	0	0	0	0	0	0	0	3.117461059	0	0.971826932	1.373265435	3.532430856	1.394807815	0	0	0	0	0	0	0	0	0	0	0	3.296991279	2.952715612	2.801388407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.445424631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD.QD.2020.06.15.bin.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.307896697	3.512285067	3.763919415	2.881245021	2.235365031	1.159034138	1.827589538	4.309941245	6.437744228	2.592895788	2.004265228	2.10250736	1.878202454	2.818609957	2.515351511	2.32437364	2.484158659	2.886566387	2.93911584	4.189070998	3.379009463	2.583019372	2.444878844	8.292484116	5.984571846	4.648571097	2.068038356	4.331464026	4.857350072	5.617012058	4.336978739	1.695953004	1.941625551	2.738788966	5.517873384	5.130310146	4.477587389	1.574963794	3.148472114	2.688116653	4.582609099	6.212778298	4.019212988	1.823589996	7.70446862	2.963846328	2.186850458	1.282903753	1.975952699	2.094940541	1.48352903	8.212464696	9.109068426	8.058577385	7.535522759	2.591448939	8.216188793	0	1.133723851	0	0	1.077281077	4.652069663	2.267151786	3.974799663	4.497485103	10.96595949	7.821546085	4.467657178	1.730515469	3.834237896	3.639997437	6.370613512	3.856282887	12.61334506	7.19235799	11.31545496	10.14099381	6.962419917	2.918409782	4.733553018	2.790045886	6.140356046	4.220007318	3.084736633	3.183663427	5.018493263	6.102611088	4.396786451	3.678935889	2.47049057	7.310015697	4.007186612	6.253230548	3.090866873	4.882156308	1.322366816	2.131140626	2.766834343	1.815527745	6.030233804	2.541012011	2.05925264	2.299730655	2.824627146	3.199729917
SD.QD.2020.06.15.bin.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.949807306	10.91750144	11.06848509	8.470208046	31.46352271	12.29130414	12.2308419	5.944475475	5.467085743	5.10337697	20.22681518	32.59420861	26.27040799	11.51254914	5.709025729	13.83366722	5.28739191	5.146319032	7.214242393	8.849415472	8.321664244	7.70411116	6.783965434	4.634403574	1.327604995	0	0	0	0	0	0	0	3.71460069	0	1.623815501	1.997118174	3.920124853	1.270879823	0.963877599	5.390562949	9.71346263	5.104050412	1.304625323	0	0	0	0	0	1.128224514	1.734784729	3.975695601	0	2.266065634	8.695761991	9.465909704	11.27569727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD.QD.2020.06.15.bin.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13214847	3.632398578	3.462081715	3.710242767	3.060564696	3.263184084	4.201870847	3.021513829	4.037567768	2.388309716	2.784158263	3.290307013	2.613931917	3.507456844	2.753784201	2.98056227	2.142623397	2.24571562	2.88635727	3.530867037	2.426266958	2.415942974	2.199679842	2.836269794	2.362491221	1.253639497	5.116051139	1.412788785	2.229670818	1.889259706	2.498035645	1.881299295	2.211426617	1.987680224	1.995854202	2.755939175	4.977809914	2.633666138	3.114250396	2.721462149	5.173399819	4.88950644	2.803414798	2.429900655	2.416508396	2.935098144	2.033837481	1.110526358	2.488074097	1.425384222	1.258630222	0	2.82562479	4.357656299	5.235997839	2.524788714	1.555883459	2.369453088	2.777920809	2.203046998	1.610619503	2.292591919	7.368453039	3.946540522	5.10239287	3.615823527	8.742312241	9.898817743	4.492175453	4.844120192	5.513678862	4.954185061	9.908485505	7.336183039	7.931160735	14.75593182	13.09335793	10.21759777	10.13963816	7.797145631	15.02067761	11.39704622	12.78418729	9.885682367	4.628464478	10.83373649	14.97433392	9.775055909	7.477318454	14.68938674	8.972218437	15.31373522	12.34226039	14.0327327	10.10849564	13.4531638	6.995711695	7.162850925	8.891876263	4.110095142	4.603892768	4.266015678	9.142357173	5.353439732	5.400360593	8.170912922
SD.QD.2020.06.15.bin.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.026100585	0	1.235923777	0.888035106	0	1.800834189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.568060941	2.555956291	3.073669028	1.777441995	3.211408398	1.425597783	1.158035553	1.221133231	1.846107804	1.155780348	1.493257126	4.170400548	5.750903327	2.703800305	1.410865803	2.774816431	0	1.024638943	1.637284696	1.646374061	1.931954573	2.032209344	1.443094987	1.463090305	0	0	1.231940081	0	0	0	0.994268251	0	0	0	2.064357929	2.299784885	1.612424907	0	0	0	3.38803404	2.477951277	0	0	3.578873348	1.334124793	0	0	0	0	1.605737408	0	0	2.724655697	4.11952781	4.549443282	0.89490341	1.198619558	1.328713262	1.55156845	0	0	0	0	0	0	0.967729641	0	0	0	0	0	1.200878499	0	0	0	1.207411339	0	0	0	1.145346349	0	1.414983263	0	0	0	0	0	0	0	0	1.456512497	0	1.331729034	0	0	0	0	0	0	0	0	0	0	0	0
SD.QD.2020.06.15.bin.40	19.23396756	0	4.085763131	2.729994556	2.461420769	3.770823049	20.79660061	0	0	0	0	0	0	0	0	0	1.954496918	5.250228136	7.983149905	4.230694923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.492095624	3.5256109	3.251526211	2.506928781	10.56620525	7.959699272	4.554538633	2.010050313	1.967628918	2.881555493	10.74272868	10.05210917	6.861283143	4.024593265	3.266280116	4.048818466	2.459792887	2.157079839	1.759469204	2.69730166	2.673179751	2.207803816	2.196756775	1.402381684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.714428161	0	0	0	0	0	0	0	0	0	0	0	0	1.833408669	1.737659182	2.784862991	0	4.837949738	3.355664953	3.057615713	4.566835974	0	0	0	0.778749662	0.972885936	0	0	1.139051153	0	0	0	0	0.865356982	0	0	0	0	0	1.122769785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86524456	0	0	0	0
SD.QD.2020.06.15.bin.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54008553	0	2.062432159	2.016958241	1.516099572	1.728066435	1.501090889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.228413363	4.578726195	4.525324699	6.426057553	11.61235375	7.800306814	4.616699143	5.015433339	1.761166058	3.582554706	2.934368275	3.193330897	0	1.820954569	5.134902115	2.493358275	2.444632763	1.270081907	0	1.294230192	3.019172309	4.136948072	2.578004563	2.479050597	1.745188897	1.27205244	1.741719968	3.11144798	2.638165899	1.967547847	1.574326711	1.680911305	0	0	1.14948415	1.006583723	0	0	0	0	0	1.023295538	1.018582353	0.979395086	3.760998271	0	1.357745282	2.640678919	5.518723106	2.95671872	0.93674689	0	0	0	0	0	0	0.975089721	0	0	0	3.735563472	3.013161367	1.006660886	0	1.303849587	1.590110896	1.010605309	0	0	1.4833717	0	0	0	1.933097262	0.966784593	0	0	0.884132304	0	1.338034504	0	1.556643549	2.222792434	2.333487486	2.035498085	1.186849251	1.071724378	1.556156504	1.028757667	2.152567778	0.88652159	0	1.362207998	1.659425917	1.261374168	0.960740206	1.692716653	0	2.827424973	1.103840745	1.743409759	1.12118285	1.602052643	0	0	1.471454582	0	0	0	0	0	0.968839677	0
SD.QD.2020.06.15.bin.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.761233028	4.743333271	5.287264508	5.84519048	6.270419401	7.240939447	6.726455755	5.453628743	6.187174204	5.059173026	9.152848016	7.154206969	4.791080047	4.674875961	4.730336293	4.666830227	5.079866608	6.084382521	4.495591596	4.533906996	4.608130897	4.339064421	4.82819363	6.352456938	4.650479296	2.586912243	3.293911359	2.983017362	2.847698577	4.052032695	2.817461385	2.901453266	2.787374612	3.396667333	2.625976898	3.313519482	5.557171164	1.586146823	2.632289366	3.463628749	4.860415976	4.796971726	3.330948378	1.867346093	4.044899283	2.889686306	2.059746209	1.978164367	2.192326842	1.697780056	1.662913033	2.199918208	6.164416257	6.995307776	6.303154973	3.434920671	3.069187655	2.584763449	2.747540795	2.719745958	2.173810397	2.333461343	4.743171206	2.813790226	3.715007155	3.490561014	6.917861778	3.426514116	3.323577907	3.773628492	2.90048682	2.522463558	3.169343286	3.543188263	5.357487595	5.492597368	5.141875156	4.269299484	5.514165984	2.167225816	3.880773011	1.974032347	3.833165199	3.791695952	3.339568386	1.905545325	3.531727045	5.011728326	1.538175911	3.121599536	2.706295711	6.018004275	3.154818452	5.056509748	1.776789059	3.187163872	2.317527995	1.21132416	1.976464965	1.992820043	3.931901402	3.669401505	2.881310812	2.047700711	1.53257605	3.19595311
SD.QD.2020.06.15.bin.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.431063708	1.79350441	5.177141983	5.415006034	5.168899949	4.009439136	2.845375317	2.389476269	0	0	0	0	0	0	0	0	1.173823795	0	1.639396293	0.667260598	0.89323752	1.113743625	4.733253982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.436914307	1.13436298	1.025745446	1.060135493	2.164477955	1.665938906	0.800863163	1.329274231	1.284290674	0	1.849826982	2.568902802	1.346456045	1.264656675	1.228494052	1.782836527	2.85721836	4.723338053	2.626954018	1.356525521	1.119392414	1.85853152	2.343991851	1.624279252	2.340270226	0	0	0	0	0	0	0	0	0	0	0	1.55125494	0	0	0	0.928417857	1.342590626	0	0	0	0	0	0	0	0	0	0	2.142147181	2.016123637	1.635369288	0.888123783	0	0	0	0	0	0	0	0	0.811535483	1.111698682	1.256367482	0	0	0	0	0	0	0	0.998043322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD.QD.2020.06.15.bin.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.054686013	1.522525974	1.725810061	1.530583632	1.944302131	1.842800711	2.186673143	1.041603187	1.392163856	0	1.761468038	1.492480235	1.70101063	1.470040702	1.309829086	1.214086425	0	0	1.1407839	1.013877115	1.029606706	1.146382459	0	1.137041807	0	0	1.123122179	0	0	0	0	0	0.784584656	0	0	0.981759945	0.957309753	0	0.995023523	2.459463504	3.321998088	2.10610126	0	1.114460295	1.644708771	1.674265545	0	0	0.892351885	1.160991375	0.975887917	0	0	1.170679075	2.676621126	1.601268076	0.950863912	3.499196064	2.245323207	1.890703515	1.8232988	0	0	1.526418617	2.142321971	2.462036883	2.159445691	1.989811958	2.906442334	2.843103402	1.191868835	0	1.69684253	1.808097381	1.482126188	0.979718068	1.775641812	0	0.986699923	0	0.976492409	0	0.944273403	0	2.563249372	0	0	1.225271531	0	0	0	2.666409832	0	1.72296457	0	0	0	0	0	1.390773912	1.809395701	1.659671721	1.252004892	1.273831289	0	1.217043756
SD.QD.2020.08.15.bin.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.49438011	4.68766723	27.76421102	35.56853781	32.17380784	1.346966081	5.379977764	7.248687759	20.34115652	0	0	0	2.360634928	7.060798939	0	0	2.615146732	2.439969594	2.473080667	0	13.83271515	0	0	0.857640172	5.422129256	33.40839233	1.282296307	0	0	0	15.80420778	2.659150639	0	0	0	0	4.087703085	1.037795471	0	0	1.749588898	2.747263571	0	0	0	6.927639472	2.544715222	0	0	0	0	0	0	0.884929102	2.100857832	0	0	0	0	1.785412123	0	0	1.768932882	2.146449894	0	0	0	0	0	0	0	0	6.753760509	0	0	0	0	0	0	0	0.887779587
SD.QD.2020.12.15.bin.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.272126514	0	0	0	4.034047874	3.886312123	17.82907932	3.355858898	4.085184124	0	2.600703408	3.451883078	27.6915204	13.80566351	1.128167949	3.031739549	4.671403441	12.02608828	19.86803129	2.072177377	1.702919168	10.00019655	6.516619909	8.697085221	0	1.275992736	0	1.230353058	2.930497343	3.260571261	0	0	4.654918652	3.180353631	2.967029776	3.685169928	1.46867175	0	1.010994641	1.212906581	1.54953654	1.291700225	0	0.915113188	1.367280285	0	0.87380255	0	0	1.037811034	0	0	0	0	0	0	0	0	0	1.246901575	0	0	1.445405042	0	0	0	0	0	0	0	0	0	0	0	0	1.091725855	0	0	0	0	0
SD.QD.2021.02.15.bin.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.082094281	22.17263638	26.33872462	9.959305645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD.QD.2021.02.15.bin.5	0	0	0	2.30548613	0	0	0	1.40411267	0	0	0	0	0	0	0	1.13826558	0.841741229	5.157151014	0	0	10.04172715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.856138458	0	0	21.10225705	30.07951277	12.65921557	0	0	0	1.553876243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD.QD.2023.07.100.ultra.bin.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.068667576	0.95206192	0.856333274	0	0	1.067522131	0	0	0	0	0	0	0	0	0	0	0	0	1.245689505	0	0	0	1.220173592	0	0	1.50457901	0.986031229	0	0	0	0	0	0	0	0	0.923372028	0	0	1.527956378	1.607217725	0.962512152	0	0	0	0	0	0	0	1.076638737	0	1.972296853	0	1.596965201	0.854791273	0	1.20401479	0	0	0	0	0	2.222130116	0	1.295840762	1.017603056	2.66866248	1.658409929	0.956460924	0	1.641828502	1.530858008	2.235592556	1.747434412	2.884574805	4.78957547	4.148487859	3.775132463	1.985830864	3.092805851	3.760526413	3.062955781	4.367455947	2.72433457	1.051959026	2.2780151	3.080516393	2.407146112	2.43900165	4.403555693	1.717559425	4.733327482	2.518486698	3.740054079	2.502537321	3.271195219	1.683678786	0.991105621	3.450552046	0	1.234893285	0.95279442	0.981460611	1.407972743	1.913941504	1.380234748
