	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DY2_FDME210438600-1b	DY6_FDME210438604-1r	DY7_FDME210438605-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
SD.QD.2023.07.100.ultra.bin.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.021989448	0	1.403237312	0	0	0	0	0	0	1.369877683	1.031914708	0.930492683	0	0	0	0	0	0	0	0	0	1.329340629	1.193877731	0	1.16614193	0	0.916564765	0	0.913308189	0	0	0	1.478433707	0.960214672	0.862453547	0	0	0	1.263357108	1.057364299	0	0	1.428818084	1.210558766	0	0	0	0	0	1.496613404	0	1.088337356	1.579399109	1.009220757	2.624558827	1.160207547	0.880594302	0	1.147755096	0	1.094509149	1.994864597	1.921368039	3.253772006	1.790510246	1.618121942	1.717457361	1.795016036	1.075984373	0	2.359852484	1.383790123	2.168187892	1.198510295	1.664433604	2.377810158	0	0	0.984892095	1.004416706	1.542863976	0	1.540157582	0	0	1.253525149	0	0	0	2.337610923	0	1.223422829	0.987516397	1.031651163	0	0	0	1.152843631	1.165529998	1.547537143	0	0.952077896	0	0
SD.QD.2023.07.100.ultra.bin.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.512675629	1.604586758	1.588619189	1.70651439	1.800141071	1.153481303	1.622969727	1.542607266	1.759649014	1.069602436	1.204568969	1.889210873	1.697799536	1.308421598	1.020493556	1.368288058	1.061715716	1.109987577	1.193142366	1.440519609	1.10589815	1.053749029	0	1.280049126	0	1.29966557	2.394758951	1.407365067	1.540858748	1.633678433	1.369252973	2.106584305	1.909521935	1.369442518	1.36494774	2.160817353	4.399503932	2.715655071	2.607114005	2.69275683	3.412104841	3.537476086	2.367069634	1.471100852	1.857255829	1.600273647	1.264726792	0.902388855	1.848690779	1.059134578	1.219775106	1.891951316	1.785149529	3.456093239	3.604714292	2.185765795	1.742930297	2.028026146	2.222806613	1.699658267	1.38760769	1.771939752	3.481899519	5.94909831	4.681570912	4.804095328	6.350954577	6.941102937	5.831930769	5.041418155	2.384255818	5.684035971	4.657348537	4.779093253	4.859403144	4.781484806	5.7165613	6.817908969	4.331677044	2.204257826	3.633268014	3.930642734	4.824338615	3.972381295	5.361676147	4.898413857	4.063012742	4.620475986	1.640980184	4.305756079	3.505179724	6.124848362	3.457559998	4.514981528	4.166732075	4.011800656	2.566486469	1.533101822	3.806270675	3.063631224	3.724834157	4.028822576	2.426610813	6.864699842	5.201315663	3.631306614
SD.QD.2023.07.40.normal.bin.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.122633887	2.878668737	3.199340524	2.815659611	0	1.223236119	3.555221358	3.040578928	3.681705397	1.815401608	0	0	1.474094154	3.337771633	2.585205484	1.716264194	1.443306116	1.069905595	1.4539349	4.207732597	2.760980263	2.359276201	1.393091507	4.109528362	2.479616277	0	5.697218589	3.645513781	3.578671965	0	1.468808965	1.028461245	0	2.434867066	1.495577822	1.635569734	4.477394789	0	2.608163672	5.190411324	5.626756177	3.783692928	1.834263204	1.029894497	2.28830189	2.124289655	0	0	0	3.57329252	1.46417223	6.566939432	2.805232378	5.131836641	2.849567588	2.801485951	3.770185914	0	0	0	0	1.725797132	7.000292325	1.058956451	2.210982353	1.851015194	8.559601215	4.61599654	1.778914589	1.18751302	5.144296927	3.475715876	6.546947811	4.403723776	7.033575656	11.77468787	11.29747687	9.197037956	6.748646621	7.635584919	9.788684916	6.314210152	11.80191371	6.988677739	1.622535876	7.233896369	10.41296836	7.221524287	6.410159327	10.71185459	4.657436902	12.68940448	7.764611596	9.392357608	7.035583414	8.817022264	4.458720723	3.703207086	8.646013423	1.617595162	2.798817149	1.952179137	2.510576231	2.16993503	4.68457634	3.690244121
SD.QD.2023.07.40.ultra.bin.12	0	5.806966749	2.794586964	0	1.284193206	0	0	0.990471003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.096529063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763115915	0	0	0	0	0.914610703	0.940174453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.027486741	4.084310231	2.827425843	13.274614	2.604274033	9.538651912	2.000068019	6.580484036	2.66933591	1.186709641	2.599346219	3.213789062	4.00632517	2.568087667	3.653566967	4.608348812	2.106478104	2.675136825	3.029803614	3.918388308	3.71709584	10.52227026	3.631123722	2.465673835	2.289386205	2.783175829	0	1.347279587	16.61376557	2.795903719	2.92918148	2.593479856	1.634942607	11.60947269	0.992911596	1.361920729	0	1.074164771	8.650404163	13.12800927	5.726107975	7.209168886	6.389966248	20.43313372	31.0188682	5.490665317	4.265448396	13.15996737	9.277376949	16.04686649	5.595169912	23.59816366	13.28639297	24.4075556	11.30550419	12.93562038	6.100288507	10.65868121	5.809789564	11.24507695	6.060304275	6.464700316	6.578341903	5.554939959	16.83368505	2.435631358	8.155251329	5.567452741	44.44085646	4.477086468	9.962187039	7.215564068	4.709404175	2.634059618	3.928730016	7.073018058	2.867928285	11.62328398	4.390104813	4.712329035	4.618241951	3.954690443	4.616362521
SD.QD.2023.07.40.ultra.bin.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.908202224	0	0	0	1.212962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.016654119	1.202090775	1.841630904	1.303079493	3.444690703	1.858610113	1.361679052	1.22573801	1.582883564	1.799684431	2.012983614	2.852800835	2.676674461	4.796240171	3.370731974	3.536413151	2.819471554	3.130083063	3.896288776	3.282754459	4.203199803	2.506406777	1.439755525	2.370381876	3.653776167	2.553364619	3.033290035	4.958681589	2.406628429	3.34660411	3.826656341	3.525446557	3.384219483	3.850781108	1.60434974	1.961441364	3.304752084	1.231756037	2.046565927	1.161614173	2.357293232	0.893102796	2.24631363	2.124279882
SD.QD.2023.07.40.ultra.bin.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.214193295	0	0.959128828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.661646475	5.733218845	7.877279687	9.919016885	0.937378504	0	0.752303203	5.952971268	17.15625786	3.641108646	0	1.072201727	1.153389735	5.283807825	2.819653501	1.844152731	0	0.962292286	1.406338518	6.517892598	3.946739859	2.459709725	0.941447823	5.007102108	2.656292389	0	5.292985326	1.517330951	1.621049507	1.079626873	2.352399128	1.439910823	1.445441598	0.910699938	3.106970103	3.434430588	2.434451663	1.926771527	1.70080533	4.160119745	5.094242504	2.653367364	0.967410769	0.955765639	8.647891873	1.09045126	0	0	0	2.50673749	1.695399926	3.034002683	3.352204448	2.914229036	9.318241616	0	3.538525759	0	0	0	0	0	6.040825753	0	1.113925347	1.346389311	8.489414969	8.756304379	0	0	3.825218893	0.966951008	9.781291382	1.610922968	11.87599129	4.860859406	11.97254384	3.430738668	3.934473136	1.051761839	3.447980632	3.69122135	4.519876413	2.576377523	0	1.448883086	2.721261	6.450168416	0.881529442	3.212734495	1.016547581	19.59641001	2.022347527	3.816207005	1.517826195	2.306323376	1.181915651	0	2.3525331	0	1.997363189	0	0	0	1.083437601	0
SD.QD.2023.07.60.normal.bin.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.019428228	2.271690289	2.725639153	2.310372222	0.982274719	1.013934958	1.903864662	2.737841796	2.545365774	1.301983572	1.010483464	1.11325496	1.459623538	2.462002669	1.829569241	1.978382372	1.596068154	1.591579822	1.68864064	2.507370612	1.58642443	2.025014321	1.601901292	3.016597201	2.372887803	0	2.166383088	1.851540475	1.818784938	1.48080886	1.438614155	0	1.019001444	1.305748976	1.434434709	1.642389973	3.732467148	0	1.305429474	2.125013202	3.849045563	3.267537389	2.047883645	0	1.26572405	1.317110621	0	0	0	1.26471907	0	2.195360915	1.497047391	4.891313772	3.907460868	0.960852747	1.498731001	0	0	0	0	0	2.750550811	0	1.296174974	1.518023369	4.201595557	2.895047628	1.02671267	1.054843741	2.445641548	1.280046846	3.872933212	2.371532828	3.667458048	5.63705415	5.633462986	3.836426765	3.397393445	3.720812712	5.492369633	4.419775345	7.295594793	4.154232892	1.161310127	4.920303288	6.542983833	4.10063825	2.613625341	4.923641904	2.608479371	5.755682035	4.692158326	4.884124636	3.832809867	5.089566528	2.139082582	1.372035794	4.108142831	1.113016656	1.60746203	1.003758792	1.417823432	0.921707662	2.776072277	2.324191514
SD.QD.2023.07.60.ultra.bin.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22861786	0	0	0	0	0	0	0	0	0	0	2.21580992	2.694328959	2.56634761	2.684865095	2.500085913	1.992306615	2.352048151	2.116895207	3.312603616	1.546748911	2.291971305	2.38045124	1.967241456	2.183842624	1.940378028	1.909538213	1.677918575	1.514020782	1.706965891	2.355866476	1.845434609	1.756902123	1.627924214	2.048495379	2.297058567	1.236345604	5.3860931	1.273586406	2.088160121	2.048219622	2.515915684	2.393286829	2.341495393	1.505145722	2.051967274	2.970138736	4.547987984	2.877306736	2.830376568	2.098339275	5.012499924	4.165531265	2.97413372	1.912358764	1.97364466	1.920041516	1.73247396	1.27652478	2.194631172	1.046941834	1.337033406	0	2.553983408	3.934783634	5.257443808	2.426288978	1.477847789	1.820589258	1.867104451	1.53609908	1.310238857	1.272766852	5.298177928	2.002301076	3.094403855	2.568370807	7.286267912	8.166380297	2.642074625	2.67108124	4.244914298	3.705670743	8.054999343	5.622862788	6.819110393	11.51178684	11.41682182	7.497346297	6.638473867	6.480409756	11.25136066	9.357783208	10.2009483	8.346250666	3.183874719	7.46116118	9.521558998	8.044990218	6.0805268	11.14810622	5.214263761	11.95271661	9.698593257	10.26483623	5.934699825	9.962268375	2.904282774	4.157762257	4.827466224	2.467771681	3.252581721	2.535116286	4.075986865	1.664933653	3.252282977	4.567643133
SD.QD.2023.07.80.normal.bin.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.013157298	1.415539243	1.228686377	1.568890868	1.14048301	1.283529495	1.609649273	1.131423769	1.706590102	0	0.958168829	1.348360014	1.210943295	1.208193413	1.125580293	0.961591915	0	1.117917012	0.934804123	1.210976179	0	0.942051367	0	1.165527071	0	0	2.488217421	0	0.796667296	0.908168994	0.969351823	0	0	0	0	0	1.905138953	1.151952164	1.095461176	1.095120829	2.371524878	1.974952618	1.109988362	0.900902439	0	0.947317926	0	0	0	0	0	0	1.227894723	1.560301783	2.073588181	1.220182429	0	1.01339924	1.093103023	1.005626211	0	0	3.224931964	1.636041918	2.033952929	1.78420853	4.423157181	4.286149984	1.701024628	2.088072993	3.463606282	2.539869018	4.720887398	4.051998369	3.731661651	7.650134017	6.112372123	5.630397751	5.158744782	4.107268332	7.904546548	5.415874067	6.589619154	5.074087369	2.064008664	5.322553991	6.809589213	4.974268288	3.960579654	7.749885554	4.580116909	7.69860053	6.642778222	6.91665932	5.19462043	6.958716604	3.447860597	3.258179952	4.31266681	1.990241996	2.066105712	1.710710962	3.842589887	2.259515788	2.979433002	3.682415361
SD.QD.2023.07.80.normal.bin.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.470563433	2.357891683	2.764566122	3.09656841	2.122315141	2.075920018	2.304353354	2.149243261	3.583332765	1.549507397	1.983018496	2.619525765	2.536698766	1.871766979	2.188494946	1.720505063	1.762004089	1.495944393	1.608967159	2.121933516	1.708212157	1.737299093	1.444689252	2.4070979	2.043617489	1.28739677	5.065146771	1.40149087	1.756213991	2.250234505	2.584129966	2.529280358	2.68224202	1.585425648	2.127536958	2.529226888	4.281600374	2.949793737	2.664097994	1.57504513	5.256533422	4.536582604	2.948933474	1.966971997	2.182505846	1.802911374	1.690953861	1.058955466	2.333752282	0	1.382634719	0	2.944994263	3.750994073	4.314329106	2.090730779	1.500435673	1.601450729	1.858507951	1.399519627	1.328683403	1.00466972	5.365568601	1.944706214	2.794968864	2.269900537	7.135878279	7.945818133	2.594415751	2.727423227	3.737218727	3.193194089	7.947740035	5.211888683	6.392399378	10.86481112	10.81051877	7.219318875	6.701107696	6.184038436	10.9804958	8.082502072	9.541851166	7.506722784	2.902454195	6.808781239	10.36277775	7.581511737	5.4436746	10.71878585	5.47042267	12.22593559	9.552227877	9.62923512	6.153056295	9.967051066	2.890668509	3.853165095	4.228212287	2.51974186	2.648638102	2.022491651	3.841984188	2.012500932	3.141369937	4.126358011
SD.QD.2023.07.80.normal.bin.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903836457	0.994067786	0.823234976	0.821761089	0.799467224	0.900042812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.340341939	0	1.073760533	0	0	0	0.744295218	0	0	0	1.78144457	0.950567186	0.908437698	1.061151679	1.895046111	1.676743014	1.045972384	0	0.990585181	0.992526596	0	0	1.113491475	0	0	0	1.386759508	1.86977145	2.222043399	0.878399173	0	0	0	0	0	0	2.228567863	1.177579439	1.546402364	0.852349741	2.94793195	3.137074763	1.408624515	1.162221699	1.950922041	1.180848749	2.813142794	2.369561421	2.760370087	4.472898035	4.8147232	3.990133323	3.158448543	1.993848045	3.827759834	3.503469202	4.41234004	3.241750919	1.202358297	3.686936109	4.143342423	2.513461691	2.764194227	5.172205175	2.805135574	5.47658336	4.36348888	4.778073843	3.511577408	4.74759578	2.230278636	1.807861909	2.656641694	1.082727088	1.11779359	1.119016749	1.748927759	1.319170414	1.619363108	2.242550929
SD.QD.2023.07.80.ultra.bin.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.369794838	4.812195512	0	0	0	0	0	0	0	0.78741109	0.982046874	0	0.868308571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.858375427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.206860376	1.105199343	1.423471075	0.987522021	0	1.1504092	0	0	0.974531927	1.096870494	0.898675081	1.568854427	0	0	0	1.348017525	1.26855308	0	0	0	0	0	0.948960729	0	0	0	0	0.828204773	0.822940775	0	0	0	0	0	0	0.907883723	1.798848392	1.273490915	1.627469782	1.422516171	3.350213515	1.946748571	1.552081978	1.564476125	1.454975293	1.27646016	5.291607021	2.720394364	2.813057749	6.0007353	4.852829633	4.232583341	3.941699353	3.758195864	7.75808656	4.712730076	7.847122583	3.79112718	1.666299148	3.165992247	6.423670529	3.558722384	2.056345352	6.380689392	2.709105604	3.977526038	5.942168816	6.226242638	3.17537499	5.26062755	0.814792954	1.65053643	2.116707172	1.259710571	1.758048391	0.903303773	2.57449398	0	0.923842194	1.782502172
SD.QD.2023.07.80.ultra.bin.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.184077846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901160491	0	0	0	0	0	0	0	2.747418743	1.099884354	1.682599303	1.456322994	4.36237543	1.692611127	1.479447542	1.316896335	1.714028018	2.578531674	2.218317952	2.544891868	2.543827387	4.641379698	3.467182063	3.256821671	2.660844444	2.974354862	4.636314954	2.482763465	4.443616104	2.975465922	1.449191517	3.563878151	3.846562473	2.625475162	2.907658461	4.414927547	2.987047109	3.808159849	4.00524789	4.950925485	3.168233585	3.655534713	1.886237763	1.810333281	3.31502086	1.279834672	2.019887151	1.528266818	1.874291085	0	2.281065266	2.183603712
SD.QD.2023.07.80.ultra.bin.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883002019	0	1.393907851	1.404181174	0	0	0	0	1.77118335	1.472580319	1.524582071	3.421251933	2.597811087	1.544662217	1.807690542	1.322770338	2.770877669	2.188167824	2.752123384	2.820786463	0	1.932015179	3.193124039	1.929706234	1.314876041	2.574127068	1.69009605	2.658166924	3.345511626	3.08382973	2.297043456	3.575928785	0.817202499	0.973998218	1.907944226	0	0	0	0	0	0.928295218	1.523593439
SD.QD.2023.07.80.ultra.bin.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.134665012	0	0	0	0	0	0	0	0	0	0	0	0	0	1.011560788	0	0	0	0	0	0	0	0	0	0	0	0	0.963215568	1.680912115	0	0	0	0	0	0	0	1.476135601	0	0.755419086	0	2.383250223	2.496720211	0	0	1.419211735	0	3.936648884	1.294498336	2.355435545	3.250987169	4.577863856	1.397997523	2.005283062	2.499090523	5.51291017	5.295489812	4.610614624	2.948039598	0	2.559160355	4.99771428	2.47166727	1.759549325	4.155622809	1.521924339	4.161368305	5.205312088	5.411781467	2.495875278	3.946904863	0.892829281	1.396550486	1.629807456	0.944525839	0	0	1.445496793	0	0	1.104180492
SD.QD.2023.07.80.ultra.bin.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993294388	0	0.842166761	0.920422182	0.85038152	0	0.934312112	0.900099502	1.15647203	0	0	0.946191211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.623217141	0	0.932635982	0	0	0	0.732631376	0	0	0	1.630177574	0	1.115875961	0.983474451	2.169114591	1.774906788	0.937899115	0	1.003437131	0	0	0	1.024695583	0	0	0	1.287856735	1.877384686	2.215880393	1.151544116	0.844727569	0	0	0	0	0	2.538302242	1.420755639	1.432606256	1.100160545	3.351673546	3.817484118	1.251490471	1.278242605	1.64730049	1.593949675	3.498952433	2.442740094	2.971584694	4.466999901	4.631782088	3.787038344	3.373207939	2.196757842	4.53776542	3.603814311	4.102703896	3.056947057	1.068587938	3.971443618	4.141622938	3.010873932	2.278537245	4.946838584	2.454928712	4.692927395	4.573305311	4.533909335	3.486238365	4.499315387	2.005319194	1.916856125	2.066380434	1.076445274	1.062900946	1.226672285	2.080505451	1.554086364	1.45283619	2.421646734
ZJ.NB.2021.05.15.bin.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.435000362	2.656856714	6.405800689	6.431832251	5.063383052	4.605863708	5.206642789	2.377261895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854358235	1.399687197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ.NB.2021.05.15.bin.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.127944042	3.283851388	10.92673304	9.700234503	4.364086779	10.71947474	12.90809985	6.90628469	0	0	0	0	0	0	0	1.60755147	1.04636567	3.456281867	0	3.406901128	1.522063745	1.819249996	1.880859806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ.NB.2021.05.15.bin.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.952325277	1.053362562	14.24321771	10.44012033	2.178416625	17.55156456	22.72577049	24.15587956	0	0	0	0	0	0	0	4.804911591	4.359976047	30.17607152	4.738385796	27.09452785	3.210669077	8.00868939	84.37127193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
