,sample1,sample2,Heterogeneous.Selection,Homogeneous.Selection,Dispersal.Limitation,Homogenizing.Dispersal,Drift.and.Others
3995,SY3_FDME210455399-2a,NB7_FDME210455358-1r,0,0,0.477936061,0,0.522063939
3996,SY7_FDME210455403-2a,NB7_FDME210455358-1r,0,0,0,0,1
3997,SY9_FDME210455405-2a,NB7_FDME210455358-1r,0,0,0.531298719,0,0.468701281
3998,SY11_FDME210455407-1r,NB7_FDME210455358-1r,0,0,0.531298719,0,0.468701281
3999,SY12_FDME210455408-1r,NB7_FDME210455358-1r,0,0,0.531298719,0,0.468701281
4000,SY13_FDME210455409-2a,NB7_FDME210455358-1r,0,0,0.531298719,0,0.468701281
4001,SY15_FDME210455411-2a,NB7_FDME210455358-1r,0,0,0.531298719,0,0.468701281
4002,WZ1_L1,NB7_FDME210455358-1r,0,0.157202997,0,0,0.842797003
4003,WZ3_L1,NB7_FDME210455358-1r,0,0.17154667,0,0,0.82845333
4004,WZ5_L1,NB7_FDME210455358-1r,0,0.034425809,0.3448186,0,0.620755591
4005,WZ7_FDME210455463-1r,NB7_FDME210455358-1r,0,0.034479421,0.304916003,0,0.660604576
4006,WZ10_L1,NB7_FDME210455358-1r,0,0.050563402,0.36015958,0,0.589277018
4007,WZ11_L1,NB7_FDME210455358-1r,0,0.086691666,0.308073107,0,0.605235227
4008,WZ14_L1,NB7_FDME210455358-1r,0,0.186046187,0,0,0.813953813
4009,WZ15_FDME210455471-1r,NB7_FDME210455358-1r,0,0.025631055,0.706771827,0,0.267597118
4010,YC1_FDME220007405-1r,NB7_FDME210455358-1r,0,0,0.347228949,0,0.652771051
4011,YC3_FDME220007407-1r,NB7_FDME210455358-1r,0,0,0.649472305,0,0.350527695
4012,YC5_FDME220007409-1r,NB7_FDME210455358-1r,0,0,0.634971404,0,0.365028596
4013,YC7_FDME220007411-1a,NB7_FDME210455358-1r,0,0,0.60646907,0,0.39353093
4014,YC9_FDME220007413-1r,NB7_FDME210455358-1r,0,0,0.484388374,0,0.515611626
4015,YC11_FDME220007415-1r,NB7_FDME210455358-1r,0,0,0.7121707,0,0.2878293
4016,YC13_FDME220007417-1r,NB7_FDME210455358-1r,0,0,0.469441384,0,0.530558616
4017,YC15_FDME220007419-1r,NB7_FDME210455358-1r,0,0,0.495056725,0,0.504943275
4018,ZH1_FDSW220008784-1r,NB7_FDME210455358-1r,0.612022934,0.121613569,0,0,0.266363497
4019,ZH3_FDSW220008786-1r,NB7_FDME210455358-1r,0.48743709,0.129981814,0,0,0.382581096
4020,ZH5_FDSW220008788-1r,NB7_FDME210455358-1r,0.586248502,0.126002209,0,0,0.287749289
4021,ZH7_FDSW220008790-1r,NB7_FDME210455358-1r,0.476631737,0.156442087,0,0,0.366926176
4022,ZH9_FDSW220008792-2r,NB7_FDME210455358-1r,0.443408329,0.205818196,0,0,0.350773475
4023,ZH11_FDSW220008794-2r,NB7_FDME210455358-1r,0.485630658,0.162140952,0,0,0.35222839
4024,ZH13_FDSW220008796-2r,NB7_FDME210455358-1r,0.530563092,0.12345798,0,0,0.345978928
4025,ZH15_FDSW220008798-2r,NB7_FDME210455358-1r,0.511841721,0.128396627,0,0,0.359761651
4026,C1_FDSW202534412-1r,NB7_FDME210455358-1r,0,0,0.557949029,0,0.442050971
4027,E5_FDSW202534388-1r,NB7_FDME210455358-1r,0,0,0.492164708,0,0.507835292
4028,E10_FDSW202534389-1r,NB7_FDME210455358-1r,0,0,0.647692759,0,0.352307241
4029,E20_FDSW202534390-1r,NB7_FDME210455358-1r,0,0,0.539717818,0,0.460282182
4030,E50_FDSW202534391-1r,NB7_FDME210455358-1r,0,0,0.638449517,0,0.361550483
4031,E100_FDSW202534392-1r,NB7_FDME210455358-1r,0.246237284,0,0.151586201,0,0.602176515
4032,E150_FDSW202534393-1r,NB7_FDME210455358-1r,0,0,0.373831128,0,0.626168872
4033,N5_FDSW202534406-1r,NB7_FDME210455358-1r,0,0,0.378223326,0,0.621776674
4034,N10_FDSW202534407-1r,NB7_FDME210455358-1r,0,0,0.592201859,0,0.407798141
4035,N20_FDSW202534408-1r,NB7_FDME210455358-1r,0,0,0.373404961,0,0.626595039
4036,N50_FDSW202534409-1r,NB7_FDME210455358-1r,0,0,0.537966576,0,0.462033424
4037,N100_FDSW202534410-1r,NB7_FDME210455358-1r,0,0,0.631069486,0,0.368930514
4038,N150_FDSW202534411-1r,NB7_FDME210455358-1r,0,0,0.536690782,0.012753018,0.4505562
4039,S5_FDSW202534394-1r,NB7_FDME210455358-1r,0,0,0.494885004,0,0.505114996
4040,S10_FDSW202534395-1r,NB7_FDME210455358-1r,0,0,0.376393566,0,0.623606434
4041,S20_FDSW202534396-1r,NB7_FDME210455358-1r,0,0,0.525128599,0,0.474871401
4042,S50_FDSW202534397-1r,NB7_FDME210455358-1r,0,0,0.505743851,0,0.494256149
4043,S100_FDSW202534398-1r,NB7_FDME210455358-1r,0,0,0.36391972,0,0.63608028
4044,S150_FDSW202534399-1r,NB7_FDME210455358-1r,0,0,0.380897087,0,0.619102913
4045,W5_FDSW202534400-1r,NB7_FDME210455358-1r,0,0,0.372699055,0,0.627300945
4046,W10_FDSW202534401-1r,NB7_FDME210455358-1r,0,0,0.377606355,0,0.622393645
4047,W20_FDSW202534402-1r,NB7_FDME210455358-1r,0,0,0.371487134,0,0.628512866
4048,W50_FDSW202534403-1r,NB7_FDME210455358-1r,0,0,0.36911425,0,0.63088575
4049,W100_FDSW202534404-1r,NB7_FDME210455358-1r,0,0,0.389949164,0.043166407,0.566884429
4050,W150_FDSW202534405-1r,NB7_FDME210455358-1r,0,0,0.388809183,0.010873289,0.600317529
4051,CXD_0801_FDSW210423161-1r,NB7_FDME210455358-1r,0,0,0.524129205,0,0.475870795
4052,CXD_0802_FDSW210423162-1r,NB7_FDME210455358-1r,0,0,0.393207919,0,0.606792081
4053,CXD_0803_FDSW210423163-1r,NB7_FDME210455358-1r,0,0,0.618032671,0,0.381967329
4054,CXD_0804_FDSW210423164-1r,NB7_FDME210455358-1r,0,0,0.594558643,0,0.405441357
4055,CXD_0805_FDSW210423165-1r,NB7_FDME210455358-1r,0,0,0.616775023,0,0.383224977
4056,CXD_0807_FDSW210423167-1r,NB7_FDME210455358-1r,0,0,0.536089967,0,0.463910033
4057,CXD_1001_FDSW210423173-1r,NB7_FDME210455358-1r,0,0,0.53491992,0,0.46508008
4058,CXD_1003_FDSW210423175-1r,NB7_FDME210455358-1r,0,0,0.640076473,0,0.359923527
4059,CXD_1004_FDSW210423176-1r,NB7_FDME210455358-1r,0,0,0.466296769,0,0.533703231
4060,CXD_1007_FDSW210423179-1r,NB7_FDME210455358-1r,0,0,0.385083359,0,0.614916641
4061,CXD_1009_FDSW210423181-1r,NB7_FDME210455358-1r,0,0,0.545543311,0,0.454456689
4062,CXD_1015_FDSW210423187-1r,NB7_FDME210455358-1r,0,0,0.350817295,0,0.649182705
4063,CXD_1201_FDSW210423188-1r,NB7_FDME210455358-1r,0,0,0.579669329,0,0.420330671
4064,CXD_1202_FDSW210423189-1r,NB7_FDME210455358-1r,0,0,0.57896888,0,0.42103112
4065,CXD_1203_FDSW210423190-1r,NB7_FDME210455358-1r,0,0,0.372989987,0,0.627010013
4066,CXD_1213_FDSW210423200-1r,NB7_FDME210455358-1r,0,0,0.369746237,0,0.630253763
4067,CXD_1214_FDSW210423201-1r,NB7_FDME210455358-1r,0,0,0.368329081,0,0.631670919
4068,CXD_1215_FDSW210423202-1r,NB7_FDME210455358-1r,0,0,0.588640787,0,0.411359213
4069,CXD_0204_FDSW210423206-1r,NB7_FDME210455358-1r,0,0,0.684616314,0,0.315383686
4070,CXD_0209_FDSW210423211-1r,NB7_FDME210455358-1r,0,0,0.578492155,0,0.421507845
4071,CXD_0210_FDSW210423212-1r,NB7_FDME210455358-1r,0,0,0.53887777,0,0.46112223
4072,CXD_0213_FDSW210423215-1r,NB7_FDME210455358-1r,0,0,0.752538465,0,0.247461535
4073,CXD_0214_FDSW210423216-1r,NB7_FDME210455358-1r,0,0,0.78527582,0,0.21472418
4074,CXD_0215_FDSW210423217-1r,NB7_FDME210455358-1r,0,0,0.66900522,0,0.33099478
4075,CXD_1401_FDSW210423218-1r,NB7_FDME210455358-1r,0,0,0.51930412,0,0.48069588
4076,CXD_1402_FDSW210423219-1r,NB7_FDME210455358-1r,0,0,0.531879668,0.012561419,0.455558913
4077,CXD_1408_FDSW210423225-1r,NB7_FDME210455358-1r,0,0,0.571505126,0,0.428494874
4078,CXD_1412_FDSW210423229-1r,NB7_FDME210455358-1r,0,0,0.403729986,0,0.596270014
4079,CXD_1414_FDSW210423231-1r,NB7_FDME210455358-1r,0,0,0.369308766,0,0.630691234
4080,CXD_1415_FDSW210423232-1r,NB7_FDME210455358-1r,0,0,0.541267457,0,0.458732543
4081,CXD_1604_FDSW210423236-1r,NB7_FDME210455358-1r,0,0,0.477634302,0,0.522365698
4082,CXD_1609_FDSW210423241-1r,NB7_FDME210455358-1r,0,0,0.405809516,0,0.594190484
4083,CXD_1610_FDSW210423242-1r,NB7_FDME210455358-1r,0.251204053,0,0.300634811,0,0.448161136
4084,CXD_1611_FDSW210423243-1r,NB7_FDME210455358-1r,0.254563824,0,0.135109781,0,0.610326395
4085,CXD_1612_FDSW210423244-1r,NB7_FDME210455358-1r,0,0,0.24445748,0,0.75554252
4086,CXD_1613_FDSW210423245-1r,NB7_FDME210455358-1r,0.246935372,0,0.279095521,0,0.473969107
4087,A1-20-normal,NB7_FDME210455358-1r,0,0,0.393410953,0,0.606589047
4088,A3-20-normal,NB7_FDME210455358-1r,0.24564318,0,0.265107456,0,0.489249364
4089,A5-20-normal,NB7_FDME210455358-1r,0.261156161,0,0.132635843,0,0.606207995
4090,B1-20-normal,NB7_FDME210455358-1r,0.256577299,0,0.142063378,0,0.601359323
4091,B3-20-normal,NB7_FDME210455358-1r,0.25252879,0,0.146550972,0,0.600920238
4092,B5-20-normal,NB7_FDME210455358-1r,0,0,0.534473666,0,0.465526334
4093,C1-20-normal,NB7_FDME210455358-1r,0,0,0.63001636,0,0.36998364
4094,C3-20-normal,NB7_FDME210455358-1r,0.25375384,0,0.153915874,0,0.592330286
4095,C5-20-normal,NB7_FDME210455358-1r,0.254106804,0,0.144006375,0,0.601886821
4096,A1-40-normal,NB7_FDME210455358-1r,0.2465369,0,0.120943555,0,0.632519545
4097,A3-40-normal,NB7_FDME210455358-1r,0.260178451,0,0.119709979,0,0.62011157
4098,A5-40-normal,NB7_FDME210455358-1r,0,0,0.527765714,0,0.472234286
4099,B1-40-normal,NB7_FDME210455358-1r,0.25174446,0,0.125517691,0,0.622737849
4100,B3-40-normal,NB7_FDME210455358-1r,0,0,0.548622524,0,0.451377476
4101,B5-40-normal,NB7_FDME210455358-1r,0,0,0.35957609,0,0.64042391
4102,C1-40-normal,NB7_FDME210455358-1r,0,0,0.522573015,0,0.477426985
4103,C3-40-normal,NB7_FDME210455358-1r,0,0,0.368882964,0,0.631117036
4104,C5-40-normal,NB7_FDME210455358-1r,0,0,0.366890047,0,0.633109953
4105,A1-60-normal,NB7_FDME210455358-1r,0.250854076,0,0.108224621,0,0.640921303
4106,A3-60-normal,NB7_FDME210455358-1r,0.247921169,0,0.110495505,0.045385091,0.596198235
4107,A5-60-normal,NB7_FDME210455358-1r,0.244480783,0,0.135849868,0,0.619669348
4108,B1-60-normal,NB7_FDME210455358-1r,0.245970964,0,0.113876145,0,0.640152891
4109,B3-60-normal,NB7_FDME210455358-1r,0.244426697,0,0.112178282,0,0.643395022
4110,B5-60-normal,NB7_FDME210455358-1r,0.256519012,0,0.13930823,0,0.604172758
4111,C1-60-normal,NB7_FDME210455358-1r,0,0,0.242811317,0,0.757188683
4112,C3-60-normal,NB7_FDME210455358-1r,0,0,0.350581275,0,0.649418725
4113,C5-60-normal,NB7_FDME210455358-1r,0,0,0.511915814,0,0.488084186
4114,A1-80-normal,NB7_FDME210455358-1r,0.250518431,0,0.121285054,0,0.628196516
4115,A3-80-normal,NB7_FDME210455358-1r,0.247959771,0,0,0,0.752040229
4116,A5-80-normal,NB7_FDME210455358-1r,0.257323118,0,0,0,0.742676882
4117,B1-80-normal,NB7_FDME210455358-1r,0,0,0.522297121,0,0.477702879
4118,B3-80-normal,NB7_FDME210455358-1r,0.243351138,0,0,0,0.756648862
4119,B5-80-normal,NB7_FDME210455358-1r,0,0,0.357881536,0,0.642118464
4120,C1-80-normal,NB7_FDME210455358-1r,0.24717711,0,0.107088503,0,0.645734387
4121,C3-80-normal,NB7_FDME210455358-1r,0,0,0.241511242,0,0.758488758
4122,C5-80-normal,NB7_FDME210455358-1r,0.257231483,0,0,0,0.742768517
4123,A1-100-normal,NB7_FDME210455358-1r,0.250751944,0,0,0,0.749248056
4124,A3-100-normal,NB7_FDME210455358-1r,0.25366642,0,0,0,0.74633358
4125,A5-100-normal,NB7_FDME210455358-1r,0.261564798,0,0.132241756,0,0.606193447
4126,B1-100-normal,NB7_FDME210455358-1r,0.248659338,0,0.149247307,0,0.602093355
4127,B3-100-normal,NB7_FDME210455358-1r,0.259380073,0,0.149902889,0,0.590717037
4128,B5-100-normal,NB7_FDME210455358-1r,0.248935579,0,0,0,0.751064421
4129,C1-100-normal,NB7_FDME210455358-1r,0.262860199,0,0.141239326,0,0.595900475
4130,C3-100-normal,NB7_FDME210455358-1r,0.261716177,0,0.115194833,0,0.62308899
4131,C5-100-normal,NB7_FDME210455358-1r,0.246172574,0,0.12432808,0,0.629499346
4132,NB12_FDME210455363-1r,NB11_FDME210455362-1b,0,0.185575851,0,0,0.814424149
4133,NB15_FDME210455366-1r,NB11_FDME210455362-1b,0,0.143019786,0,0,0.856980214
4134,SY3_FDME210455399-2a,NB11_FDME210455362-1b,0.506658904,0,0,0,0.493341096
4135,SY7_FDME210455403-2a,NB11_FDME210455362-1b,0.560021562,0,0,0,0.439978438
4136,SY9_FDME210455405-2a,NB11_FDME210455362-1b,0.560021562,0,0,0,0.439978438
4137,SY11_FDME210455407-1r,NB11_FDME210455362-1b,0.560021562,0,0,0,0.439978438
4138,SY12_FDME210455408-1r,NB11_FDME210455362-1b,0.560021562,0,0,0,0.439978438
4139,SY13_FDME210455409-2a,NB11_FDME210455362-1b,0.560021562,0,0,0,0.439978438
4140,SY15_FDME210455411-2a,NB11_FDME210455362-1b,0.560021562,0,0,0,0.439978438
4141,WZ1_L1,NB11_FDME210455362-1b,0,0.191690484,0,0,0.808309516
4142,WZ3_L1,NB11_FDME210455362-1b,0,0.206034157,0,0,0.793965843
4143,WZ5_L1,NB11_FDME210455362-1b,0,0.040190453,0.425739994,0,0.534069553
4144,WZ7_FDME210455463-1r,NB11_FDME210455362-1b,0,0.040244065,0,0,0.959755935
4145,WZ10_L1,NB11_FDME210455362-1b,0,0.056328046,0.441080975,0,0.50259098
4146,WZ11_L1,NB11_FDME210455362-1b,0,0.092456309,0.388994502,0,0.518549189
4147,WZ14_L1,NB11_FDME210455362-1b,0,0.220533674,0,0,0.779466326
4148,WZ15_FDME210455471-1r,NB11_FDME210455362-1b,0,0.031395699,0.470814211,0.009675964,0.488114127
4149,YC1_FDME220007405-1r,NB11_FDME210455362-1b,0.222375627,0,0.153576165,0,0.624048208
4150,YC3_FDME220007407-1r,NB11_FDME210455362-1b,0,0,0.415645678,0,0.584354322
4151,YC5_FDME220007409-1r,NB11_FDME210455362-1b,0,0,0.399582217,0,0.600417783
4152,YC7_FDME220007411-1a,NB11_FDME210455362-1b,0.244185805,0,0.129502998,0,0.626311197
4153,YC9_FDME220007413-1r,NB11_FDME210455362-1b,0,0,0.20473234,0,0.79526766
4154,YC11_FDME220007415-1r,NB11_FDME210455362-1b,0,0,0.454165109,0,0.545834891
4155,YC13_FDME220007417-1r,NB11_FDME210455362-1b,0.164233674,0,0.206281139,0,0.629485188
4156,YC15_FDME220007419-1r,NB11_FDME210455362-1b,0.161417466,0,0.234205054,0,0.604377479
4157,ZH1_FDSW220008784-1r,NB11_FDME210455362-1b,0.524361851,0.120416244,0,0,0.355221905
4158,ZH3_FDSW220008786-1r,NB11_FDME210455362-1b,0.399776007,0.128784489,0,0,0.471439504
4159,ZH5_FDSW220008788-1r,NB11_FDME210455362-1b,0.498587418,0.124804884,0,0,0.376607697
4160,ZH7_FDSW220008790-1r,NB11_FDME210455362-1b,0.388970654,0.155244762,0,0,0.455784584
4161,ZH9_FDSW220008792-2r,NB11_FDME210455362-1b,0.355747246,0.204620871,0,0,0.439631883
4162,ZH11_FDSW220008794-2r,NB11_FDME210455362-1b,0.397969575,0.160943627,0,0,0.441086798
4163,ZH13_FDSW220008796-2r,NB11_FDME210455362-1b,0.442902009,0.122260655,0,0,0.434837336
4164,ZH15_FDSW220008798-2r,NB11_FDME210455362-1b,0.424180638,0.127199303,0,0,0.44862006
4165,C1_FDSW202534412-1r,NB11_FDME210455362-1b,0,0,0.601725788,0,0.398274212
4166,E5_FDSW202534388-1r,NB11_FDME210455362-1b,0,0,0.468512196,0,0.531487804
4167,E10_FDSW202534389-1r,NB11_FDME210455362-1b,0,0,0.468322879,0,0.531677121
4168,E20_FDSW202534390-1r,NB11_FDME210455362-1b,0,0,0.610059699,0,0.389940301
4169,E50_FDSW202534391-1r,NB11_FDME210455362-1b,0.245854438,0,0.37470721,0,0.379438352
4170,E100_FDSW202534392-1r,NB11_FDME210455362-1b,0,0,0.492026548,0.043999087,0.463974365
4171,E150_FDSW202534393-1r,NB11_FDME210455362-1b,0,0,0.468857739,0,0.531142261
4172,N5_FDSW202534406-1r,NB11_FDME210455362-1b,0,0,0.439852033,0,0.560147967
4173,N10_FDSW202534407-1r,NB11_FDME210455362-1b,0,0,0.630290997,0,0.369709003
4174,N20_FDSW202534408-1r,NB11_FDME210455362-1b,0,0,0.458203452,0,0.541796548
4175,N50_FDSW202534409-1r,NB11_FDME210455362-1b,0,0,0.589955764,0,0.410044236
4176,N100_FDSW202534410-1r,NB11_FDME210455362-1b,0.250339374,0,0.362842243,0,0.386818384
4177,N150_FDSW202534411-1r,NB11_FDME210455362-1b,0.248000744,0,0.343604637,0,0.40839462
4178,S5_FDSW202534394-1r,NB11_FDME210455362-1b,0,0,0.471232491,0,0.528767509
4179,S10_FDSW202534395-1r,NB11_FDME210455362-1b,0,0,0.454353141,0,0.545646859
4180,S20_FDSW202534396-1r,NB11_FDME210455362-1b,0.2402035,0,0.261272586,0,0.498523914
4181,S50_FDSW202534397-1r,NB11_FDME210455362-1b,0,0,0.366267309,0,0.633732691
4182,S100_FDSW202534398-1r,NB11_FDME210455362-1b,0,0,0.451780847,0,0.548219153
4183,S150_FDSW202534399-1r,NB11_FDME210455362-1b,0,0,0.477065425,0,0.522934575
4184,W5_FDSW202534400-1r,NB11_FDME210455362-1b,0,0,0.457956248,0,0.542043752
4185,W10_FDSW202534401-1r,NB11_FDME210455362-1b,0,0,0.4665033,0,0.5334967
4186,W20_FDSW202534402-1r,NB11_FDME210455362-1b,0,0,0.470710893,0,0.529289107
4187,W50_FDSW202534403-1r,NB11_FDME210455362-1b,0,0,0.345293766,0,0.654706234
4188,W100_FDSW202534404-1r,NB11_FDME210455362-1b,0,0,0.451756569,0,0.548243431
4189,W150_FDSW202534405-1r,NB11_FDME210455362-1b,0,0,0.284235275,0.009675964,0.706088761
4190,CXD_0801_FDSW210423161-1r,NB11_FDME210455362-1b,0,0,0.301365991,0,0.698634009
4191,CXD_0802_FDSW210423162-1r,NB11_FDME210455362-1b,0,0,0.270532062,0,0.729467938
4192,CXD_0803_FDSW210423163-1r,NB11_FDME210455362-1b,0,0,0.401373932,0,0.598626068
4193,CXD_0804_FDSW210423164-1r,NB11_FDME210455362-1b,0,0,0.383946595,0,0.616053405
4194,CXD_0805_FDSW210423165-1r,NB11_FDME210455362-1b,0,0,0.397015755,0,0.602984245
4195,CXD_0807_FDSW210423167-1r,NB11_FDME210455362-1b,0,0,0.421878411,0,0.578121589
4196,CXD_1001_FDSW210423173-1r,NB11_FDME210455362-1b,0,0,0.437621187,0,0.562378813
4197,CXD_1003_FDSW210423175-1r,NB11_FDME210455362-1b,0,0,0.583571269,0,0.416428731
4198,CXD_1004_FDSW210423176-1r,NB11_FDME210455362-1b,0,0,0.378635685,0,0.621364315
4199,CXD_1007_FDSW210423179-1r,NB11_FDME210455362-1b,0,0,0.433321624,0,0.566678376
4200,CXD_1009_FDSW210423181-1r,NB11_FDME210455362-1b,0,0,0.415065363,0,0.584934637
4201,CXD_1015_FDSW210423187-1r,NB11_FDME210455362-1b,0,0,0.4069372,0,0.5930628
4202,CXD_1201_FDSW210423188-1r,NB11_FDME210455362-1b,0,0,0.613014551,0,0.386985449
4203,CXD_1202_FDSW210423189-1r,NB11_FDME210455362-1b,0,0,0.592656031,0,0.407343969
4204,CXD_1203_FDSW210423190-1r,NB11_FDME210455362-1b,0,0,0.469499794,0,0.530500206
4205,CXD_1213_FDSW210423200-1r,NB11_FDME210455362-1b,0,0,0.452938168,0,0.547061832
4206,CXD_1214_FDSW210423201-1r,NB11_FDME210455362-1b,0,0,0.423722446,0,0.576277554
4207,CXD_1215_FDSW210423202-1r,NB11_FDME210455362-1b,0,0,0.495335689,0,0.504664311
4208,CXD_0204_FDSW210423206-1r,NB11_FDME210455362-1b,0,0,0.603467223,0.011607999,0.384924778
4209,CXD_0209_FDSW210423211-1r,NB11_FDME210455362-1b,0,0,0.464280598,0,0.535719402
4210,CXD_0210_FDSW210423212-1r,NB11_FDME210455362-1b,0,0,0.434303863,0,0.565696137
4211,CXD_0213_FDSW210423215-1r,NB11_FDME210455362-1b,0.277996651,0,0.323062344,0,0.398941005
4212,CXD_0214_FDSW210423216-1r,NB11_FDME210455362-1b,0.326325446,0,0.307470905,0,0.366203649
4213,CXD_0215_FDSW210423217-1r,NB11_FDME210455362-1b,0.242511713,0,0.410116169,0,0.347372118
4214,CXD_1401_FDSW210423218-1r,NB11_FDME210455362-1b,0,0,0.565439066,0,0.434560934
4215,CXD_1402_FDSW210423219-1r,NB11_FDME210455362-1b,0,0,0.598157847,0.012561419,0.389280734
4216,CXD_1408_FDSW210423225-1r,NB11_FDME210455362-1b,0,0,0.466931219,0,0.533068781
4217,CXD_1412_FDSW210423229-1r,NB11_FDME210455362-1b,0.155618671,0,0.297354865,0,0.547026464
4218,CXD_1414_FDSW210423231-1r,NB11_FDME210455362-1b,0,0,0.428877237,0,0.571122763
4219,CXD_1415_FDSW210423232-1r,NB11_FDME210455362-1b,0,0,0.589908324,0,0.410091676
4220,CXD_1604_FDSW210423236-1r,NB11_FDME210455362-1b,0,0,0.564073896,0,0.435926104
4221,CXD_1609_FDSW210423241-1r,NB11_FDME210455362-1b,0,0,0.40763284,0,0.59236716
4222,CXD_1610_FDSW210423242-1r,NB11_FDME210455362-1b,0,0,0.408021218,0,0.591978782
4223,CXD_1611_FDSW210423243-1r,NB11_FDME210455362-1b,0.166902741,0,0.118196957,0,0.714900302
4224,CXD_1612_FDSW210423244-1r,NB11_FDME210455362-1b,0,0,0.156796397,0,0.843203603
4225,CXD_1613_FDSW210423245-1r,NB11_FDME210455362-1b,0,0,0.274363603,0,0.725636397
4226,A1-20-normal,NB11_FDME210455362-1b,0,0,0.305749869,0,0.694250131
4227,A3-20-normal,NB11_FDME210455362-1b,0,0,0.302181101,0,0.697818899
4228,A5-20-normal,NB11_FDME210455362-1b,0.173495078,0,0.260523491,0,0.565981431
4229,B1-20-normal,NB11_FDME210455362-1b,0.168916216,0,0.270874815,0,0.560208969
4230,B3-20-normal,NB11_FDME210455362-1b,0.164867707,0,0.271301603,0,0.56383069
4231,B5-20-normal,NB11_FDME210455362-1b,0,0,0.417465795,0,0.582534205
4232,C1-20-normal,NB11_FDME210455362-1b,0,0,0.509268404,0,0.490731596
4233,C3-20-normal,NB11_FDME210455362-1b,0.166092757,0,0.280886901,0,0.553020342
4234,C5-20-normal,NB11_FDME210455362-1b,0.16644572,0,0.271486817,0,0.562067463
4235,A1-40-normal,NB11_FDME210455362-1b,0,0,0.402059745,0,0.597940255
4236,A3-40-normal,NB11_FDME210455362-1b,0.172517368,0,0.153777728,0,0.673704905
4237,A5-40-normal,NB11_FDME210455362-1b,0,0,0.444670828,0,0.555329172
4238,B1-40-normal,NB11_FDME210455362-1b,0.164083377,0,0.260864276,0,0.575052347
4239,B3-40-normal,NB11_FDME210455362-1b,0,0,0.572302698,0,0.427697302
4240,B5-40-normal,NB11_FDME210455362-1b,0,0,0.30422376,0,0.69577624
4241,C1-40-normal,NB11_FDME210455362-1b,0,0,0.546453033,0,0.453546967
4242,C3-40-normal,NB11_FDME210455362-1b,0,0,0.411214564,0,0.588785436
4243,C5-40-normal,NB11_FDME210455362-1b,0,0,0.406408923,0,0.593591077
4244,A1-60-normal,NB11_FDME210455362-1b,0.163192992,0,0.154840944,0,0.681966063
4245,A3-60-normal,NB11_FDME210455362-1b,0,0,0.30849567,0,0.69150433
4246,A5-60-normal,NB11_FDME210455362-1b,0,0,0.302525581,0,0.697474419
4247,B1-60-normal,NB11_FDME210455362-1b,0,0,0.30546683,0,0.69453317
4248,B3-60-normal,NB11_FDME210455362-1b,0,0,0.303474908,0,0.696525092
4249,B5-60-normal,NB11_FDME210455362-1b,0.168857928,0,0.266686946,0,0.564455126
4250,C1-60-normal,NB11_FDME210455362-1b,0,0,0.304480464,0,0.695519536
4251,C3-60-normal,NB11_FDME210455362-1b,0,0,0.300543134,0,0.699456866
4252,C5-60-normal,NB11_FDME210455362-1b,0,0,0.39586791,0,0.60413209
4253,A1-80-normal,NB11_FDME210455362-1b,0.162857347,0,0.160094111,0,0.677048542
4254,A3-80-normal,NB11_FDME210455362-1b,0,0,0.312787732,0,0.687212268
4255,A5-80-normal,NB11_FDME210455362-1b,0.169662035,0,0.15515461,0,0.675183355
4256,B1-80-normal,NB11_FDME210455362-1b,0,0,0.54910229,0.045691207,0.405206503
4257,B3-80-normal,NB11_FDME210455362-1b,0,0,0.307680493,0,0.692319507
4258,B5-80-normal,NB11_FDME210455362-1b,0,0,0.300226229,0,0.699773771
4259,C1-80-normal,NB11_FDME210455362-1b,0,0,0.312421141,0,0.687578859
4260,C3-80-normal,NB11_FDME210455362-1b,0,0,0.302808496,0,0.697191504
4261,C5-80-normal,NB11_FDME210455362-1b,0.1695704,0,0.153713678,0,0.676715922
4262,A1-100-normal,NB11_FDME210455362-1b,0,0,0.314792358,0,0.685207642
4263,A3-100-normal,NB11_FDME210455362-1b,0.166005336,0,0.156947789,0,0.677046875
4264,A5-100-normal,NB11_FDME210455362-1b,0.173903714,0,0.151755348,0,0.674340938
4265,B1-100-normal,NB11_FDME210455362-1b,0,0,0.443124245,0,0.556875755
4266,B3-100-normal,NB11_FDME210455362-1b,0.17171899,0,0.282321108,0,0.545959902
4267,B5-100-normal,NB11_FDME210455362-1b,0,0,0.317559296,0,0.682440704
4268,C1-100-normal,NB11_FDME210455362-1b,0.175199115,0,0.253921514,0,0.57087937
4269,C3-100-normal,NB11_FDME210455362-1b,0.174055094,0,0.157830365,0,0.668114542
4270,C5-100-normal,NB11_FDME210455362-1b,0,0,0.310373847,0,0.689626153
4271,NB15_FDME210455366-1r,NB12_FDME210455363-1r,0,0.153122033,0,0,0.846877967
4272,SY3_FDME210455399-2a,NB12_FDME210455363-1r,0.515476045,0,0,0,0.484523955
4273,SY7_FDME210455403-2a,NB12_FDME210455363-1r,0.568838704,0,0,0,0.431161296
4274,SY9_FDME210455405-2a,NB12_FDME210455363-1r,0.568838704,0,0,0,0.431161296
4275,SY11_FDME210455407-1r,NB12_FDME210455363-1r,0.568838704,0,0,0,0.431161296
4276,SY12_FDME210455408-1r,NB12_FDME210455363-1r,0.568838704,0,0,0,0.431161296
