	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	SY3_FDME210455399-2a	WZ7_FDME210455463-1r	WZ15_FDME210455471-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Thyridium curvatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.758525943	22.00621539	0	0	6.188302106	0	0	9.278571852	0	0	0	0	72.52787446	0	0	0	0	0	6.907931807	0	0	6.952461417	14.14806257	15.18519885	0	0	0	0	9.988035428	0	10.83458948	0	11.05781041	6.47424694	3.778251971	0	0	0	0	0	0	0	0	8.385146605	0	0	0	19.48441026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Craspedostauros australis	0	0.919912233	1.701149032	0	0	0	0	0	35.64952881	15.81690027	38.52829126	7.350570246	7.917469892	5.716534179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.552224036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.665591401	0	0.784155081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.899045818	0	0	0.906166432	0.897054444	0	0	0	0	0	0	0.914162037	0	0	0.717783148	0	0	0	0	0	0
Volvox africanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0575886	6.88682869	0	8.804867315	8.132057137	0	0	12.29905091	6.904189799	5.396595535	5.499469315	0	5.061604577	4.390652536	0	0	0	0	6.370014611	0	6.187312298	0	0	8.778996559	0	0	0	0	0	0	0	0	0	0	0	0	11.57277067	6.278861574	0	7.683525608	0	0
Rhizoclosmatium globosum	0	0	0	0	0	0	0	0	0	0	0	0	0	2.309779831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09407001	0	0	0	0	0	0	0	0	0	0	0	0	1.989841483	0	0	3.162561698	1.885008828	0	2.331621348	0	0	0	2.40684131	2.062081995	0	0	0	3.096284625	0	0	0	0	0	0	0	0	0	1.628525421	0	1.621009475	0	0	0	0	3.523522362	0	0	0	0	1.714165287	0	0	0.804149118	0	0	1.162889432	0	0	0	1.318782474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71577913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saprolegnia diclina	0	0	0	0	0	0	0	0	2.884392085	2.099515821	3.741064792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.2683153	36.67445711	9.515198659	40.6706421	4.629469447	6.752886107	11.27702087	0	0	0	0	0	4.144052404	0	46.29775168	0	0	0	0	0	0	0	0	0	46.96309169	19.98548325	0	0	0	0	24.15025871	0	0	0	0	0	7.28601064	0	0	0	0	0	0	0	0	11.30219414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heterostelium album	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.1897393	43.80345675	9.378560776	27.84306058	0	0	6.682261177	2.86010103	0	0	0	0	14.89374083	4.94767336	4.474678021	0	0	0	3.314806877	0	0	0	0	0	9.154058801	5.464467139	0	0	0	0	4.392576648	0	0	0	0	0	87.59610551	0	1.933617585	0	0	0	0	0	0	14.6233344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.671751277	0	0	0	0	0	0	0	0	1.998829432	0	0	0	0	0	0	0	0
Micractinium conductrix	5.212431401	3.106373245	1.157193716	4.280549098	4.677600903	1.436858429	4.871114385	0	2.158045715	2.346607675	1.17257092	1.758478902	2.237883698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918365358	0	0	0.777313436	0	0.667047874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.031079073	0.899078407	0	0	0	0	0	0	0	0.874458471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botryosphaeria dothidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.066397893	0	7.140153488	0	0	0	7.02273914	0	0	0	0	5.207790646	0	0	0	0	0	11.73762215	0	0	0	0	0	7.824918685	0	0	0	0	14.39812254	0	0	0	0	5.654387751	5.647072932	0	3.7377226	0	9.07415483	13.61359535	0	0	7.618913401	0	0	0	0	0	0	6.345239058	0	9.528592113	4.257017105	0	0	0	4.967315383	0	0	0	0	0	0	9.553909689	0	0	0	0	0	0	0	0	6.195084737	0	0	0	0	0
Penicillium daleae	0	0	0	0	0	0	0	0	0	10.14698521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.335942304	0	5.677572959	0	9.721751492	10.29935957	0	6.11225033	0	0	5.832758522	4.838347736	10.3611614	7.563824755	8.169237284	10.192526	12.05919332	0	6.930984786	0	5.25511275	0	0	0	4.622740108	17.18238054	0	0	0	6.707871523	0	0	0	0	0	0	0	0	6.749163626	0	0	0	0	0
Nephroselmis astigmatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.248531315	5.216186354	0	0	0	4.732219236	0	5.769022897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.266390041	6.08034646	7.822730317	0	0	0	0	0	0	0	0	7.940608609	0	5.232111017	0	0	0	0	0	0	0	5.59617409	0	0	5.494240452	8.962363425	0	0	0	5.13971642	5.642976248	0	0	6.466987683	0	0	0	0	0	0	0	0	0	0	3.733764865	0	0	0	0	5.544059315	0	7.378377381	0	4.806245735
Alexandrium andersonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.67343633	7.022500462	0	0	0	9.17972288	11.97103596	4.845889339	6.562532968	0	0	0	0	5.305595722	5.172539806	0	0	0	0	0	9.635753612	6.106736877	0	0	0	0	5.277626509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.917505177	0	0	0	7.598078172	0	0	0	0	0	0	0	0	0	0	0	0	5.651055657	0	0	0	7.893345765	6.630375085	4.883886317	10.22089942	0	0	0	0	0	0	0	0	4.073000184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sexangularia sp. CB-2014	6.58103046	0	0	0	0	1.877873779	6.712568117	0	0	0	0	3.242191381	0	0	0	0	24.77487033	9.826661993	6.257091965	8.466660502	22.5263331	0	25.74647248	15.43759189	0	0	1.309719133	0	3.795026337	3.279191579	0	0	0	0	3.862372954	3.646011551	2.349956913	1.972154303	0	0	0	0	0	1.949732029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153702228	0	0
Phacotus lenticularis	0	0	0	0	0	0	0	0	2.13070626	4.252304754	1.210142651	1.609969179	0	0	0	0	7.996772449	7.056825377	12.38864071	12.67830788	8.594360515	11.85586259	10.25155047	9.664255477	0	0	1.490347733	0	1.680712287	0	1.727609961	0	0	0	0	0	0	0	0	0	0	0	1.107621558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69056302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.156324691	0	1.178234798	0	0	0	0	0	0	1.169958739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmopara halstedii	47.61221628	33.82227765	38.34166691	101.4352118	76.3932817	55.40560212	40.60804152	47.64739336	9.959170021	0	16.50555444	48.10602472	120.8697215	0	0	0	0	0	6.850750229	0	7.259768308	5.973580387	6.76259796	6.785053889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.226158497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.979450727	0	0	0	0	0	5.509700856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydomonas incerta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381711562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.415505956	2.928976935	0	0	0	0	10.00409701	1.75773999	0	0	0	1.975084305	0	0	0	0	0	4.09788742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.401057624	0	0	0	0	0	0	0	2.565141908	1.540641996	0	0.29314523	0	2.355528827	0	1.607978253	0	0	1.785440328	1.487785564	0	0	2.454359872	0	2.424843907	2.328725607	1.711506767	0	2.376620947	0	0	1.430822078	0	0	0	0	0	0	0
Chlamydomonas euryale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.037155299	4.862917143	0	4.602535804	0	0	5.611505144	8.494064663	5.092728535	0	6.122413236	10.2653137	0	4.708444369	13.11223393	6.451072527	0	10.43224093	10.36464849	12.65625127	14.17755176	5.813173746	5.337703349	8.717877212	0	0	0	5.795363874	0	7.067339987	5.847410671
Entamoeba dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32180791	0	4.693165901	5.417113963	0	0	3.704743673	0	3.533572954	0	3.694083479	4.891982599	4.683446951	0	0	5.267086068	5.097479195	3.648554067	5.833036026	4.23016778	0	0	0	0	3.357156952	4.568152381	4.768223652	7.220505644	3.569500158	5.068737648	4.40312671	4.328652689	0	0	4.840276409	0	0	0	0	0	0	0
Cylindrodendrum hubeiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.662379266	0	18.85832492	5.117794439	43.71290462	16.71683787	8.155565518	24.65278175	4.563131289	0	10.85547475	27.2276174	0	0	9.278140363	0	17.51610385	0	0	5.356382929	5.23364383	0	10.27396744	0	0	0	0	0	0	0	0	0	5.778862605	12.56110931	0	0	0	0	33.46980998	0	0	4.085837455	6.851374696	0	0	0	0	0	6.879420605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.499996473	0	0	0	0	0
Hyaloscypha bicolor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.516926575	0	5.809771122	5.020379437	0	25.42520767	6.251840821	0	0	30.84915848	25.19949462	24.85150897	13.60711451	10.74027526	0	6.24391861	12.22173898	0	7.076648314	17.64634356	39.57798057	0	49.1267352	18.96819569	5.706994983	19.42113923	4.809279763	6.468976773	0	5.600508344	0	0	0	0	0	0
Chlorella ohadii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69734327	0.81295766	1.344216463	0	0	0	1.524108303	0	0	0	0	1.361104738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.593911685	0	0	0	0	0	0	0	0	0	0	0	0	1.44365222	0	0	0	0	0	3.171467101	7.103313755	2.824067981	0	3.530095985	3.173869747	4.676861927	3.595790198	4.338177899	3.809289999	0	0	4.97455499	3.50911138	0	0.901518873	0	0	0	0	0	2.278611201	1.432223567	0	0	0	0	0	0	0	0	0.76032678
Neogoniolithon spectabile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.71169859	0	0	0	0	0	0	0	0	0	20.89604572	4.441700263	0	8.916077532	13.65730138	28.1711954	0	9.101560296	15.1483453	9.24025252	26.44954154	11.15102687	0	14.81230468	16.6771731	0	0	15.71516768	5.226044848	8.97560644	11.40893723	8.591273585	4.707686398	10.34113365	0	0	12.74196504	0	0	0	0	0	7.086169379	0
Tothia fuscella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.815680538	0	0	0	0	0	0	0	0	1.783157838	0	0	0	0	0	0	1.42952111	1.64209325	3.878672024	0	0	0	0	3.417610495	1.471689902	1.871915519	1.537055183	0	0	0	0	1.844241748	0	0	0	0	0	0	0	0	0	1.960192836	1.962048102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.503975586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.758864231	1.575581717	1.890267147	0	0	0	0	2.294066124	0	2.097386368	0	2.539381685	2.404008316	0	1.405550362	0	0	0	1.614097136	0	1.583847115	0	0	0	0
Phialophora attinorum	0	0	0	0	0	0	0	0	0	6.980314037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.798702407	0	7.882528474	0	7.093100396	9.846958061	5.492642482	4.981502226	0	0	8.245078122	4.068334288	7.945177679	12.57641506	7.007366153	7.93114867	8.135930228	0	11.30599917	0	5.339031693	5.730483511	4.719064898	4.599243011	6.164554868	15.87880007	0	0	0	8.477670802	0	0	0	0	0	0	0	0	12.99719704	0	0	0	0	0
Minutocellus polymorphus	0.320671176	0.403798764	0.562436768	0.60900807	0.317069914	0.175124365	0.289642867	1.33853206	0	0	0	0	0	2.110612922	0	0	0	0	0	0	0	0	0	0	0	0.252369538	0.113278787	0	0	0.117106713	0.116588816	0	0.169371934	0	0	0	0.135276183	0	0.103033752	0	0.176040971	0	0	0.275361999	0	0.207108886	0	0	0.234093201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129947167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210745507	0.164139751	0	0.324026827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phytophthora megakarya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.942088392	0	4.886613539	0	4.806842522	6.176593209	0	0	7.947784238	6.838627008	0	17.51677351	7.182742677	0	9.89201548	0	13.52598918	4.572859094	10.82531459	9.3262578	11.11555798	0	9.469692383	14.26886401	6.198335094	8.827592833	0	0	0	12.16903399	0	9.807248965	5.33064165	0	6.425524232	0	9.17627193	0	5.14597504	0	0	0
Galdieria partita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.517525391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.387126228	4.953204559	0	1.345429287	0	1.192609093	2.91674957	0	0	3.519345743	0	2.568675779	0	3.091435973	1.922319612	4.033878865	2.651288196	1.92817151	4.534288125	3.720653921	0	3.301736859	1.162889395	0	0	1.213423076	3.60517753	1.380901052	0	1.033965929	3.507855349	0	2.012251269	0	1.73916834	0	0	0	0	0	0	0	0	0	0
Entamoeba invadens	0	0	0	0	0	0	0	0	0	0	0	0	0	4.848535837	0	0	0	0	0	0	0	0	0	0	0	0	1.787519291	0	0	0	0	0	0	0	0	1.785198879	0	0	0	0	0	0	2.69647051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58260143	0	0	0	0	2.337638742	6.432435994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.801212085	0	1.51112034	0	0	0	0	0	1.818341658	2.65266729	0	0	4.289581459	1.79706115	0	2.809958963	3.015510033	0	2.654115446	1.679957776	0	0	2.352950978	1.877353151	0	3.129292698	0	0	2.289979457	0	1.798669768	0	0	0	2.976522539	0	1.831136608	0	0	1.629801694	0	0
Elaphomyces granulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.642596491	2.75036774	0	0	1.984770186	0	0	2.246451966	0	0	0	6.652258894	2.399976579	0	0	0	0	0	0	0	0	2.539048396	0	0	0	0	0	0	0	0	0	0	0	4.136198057	0	0	0	0	0	2.603429521	0	0	2.657221217	3.738183202	3.634976757	0	0	0	0	4.427865469	0	3.982430779	3.431683173	4.735091704	1.832483066	2.339352843	2.234898722	2.457787745	1.634902286	2.116289845	2.17002583	0	0	0	0	0	0	0	14.79742575	0	0	0	0	1.525477983	0	0	0	0	0	0	0	0	0
Chlorella desiccata (nom. nud.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.519858143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.779866593	0	1.154926121	1.070071602	0	0	0	0	0.849675484	0	1.231984606	0.78795971	1.22345267	1.524932261	0	1.226160089	1.503218215	0	1.295502116	0	1.054491898	1.110792347	1.421281673	0.671528377	0.857976727	1.105818698	1.08673677	0.806014336	0	0	1.045973226	0	1.329922312	0	0	0	0	0	0	0.964280075	0.94018794	1.013359524
Caulochytrium protostelioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.633095313	0	0	0	0	0	0	1.689035463	0	0	0	0	1.837087417	0	0	0	0	0	0	2.870561614	0	0	0	0	0	4.491433956	1.955937836	0	0	0	0	0	3.858402607	0	0	0	3.544755493	0	0	0	0	0	0	0	0	0	0	0	0	2.429474297	2.64773732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.125476764	0	0	0	6.423380537	2.006204392	1.861731451	0	2.350075201	6.329002748	8.66664628	1.737859895	0	1.959304363	3.017836976	0	0	3.151882677	0	5.735848543	2.738680085	3.534014846	0	4.927457805	0	0	0	0	0	0	0	0	0	0
Chrysochromulina tobinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32224841	0.718792977	0.329485184	0	1.08369117	0	0.652064195	0.428240623	0.529635997	0	0	0	0	0	0.437674206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69955726	0.344591764	0	0	3.485195476	0	0	0	0.789303654	0.950524903	0.525367688	1.028653669	0	1.988735398	0	0	0.472645718	0	0	0	0	0	0	0	0	0.686769506	0	0.538752188	5.006343964	0	0	0.518280359	0	0.737664405	0	0	0	0	0.434412192	0	0.958656323	0.992083645	0
Coniosporium apollinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.059121512	0	6.157436279	0	0	0	0	0	5.181925389	5.812249788	5.358304783	11.16499327	10.86761399	12.3886579	5.270891481	0	11.32235363	7.71890267	7.402465848	7.516887554	0	11.09829799	16.40024888	0	6.897348177	10.96729827	7.267976055	0	12.26911769	7.782815574	0	14.79395404	9.753640423	0	8.108034858	0	8.788282734	0	5.81049342	0	6.253188465	0
Pseudogymnoascus sp. VKM F-4513 (FW-928)	9.813555465	7.588046585	10.67801503	8.655568718	18.26175801	12.71370561	16.86149055	14.93926428	11.87345839	15.63167711	11.8519539	9.784602229	18.05036269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.695697907	0	5.180070477	0	0	0	0	0	0	0	7.024841975	0	0	0	0	0	0	5.163567572	0	0	0	6.179953731	0	0	0	0	4.558213353	0	0	0	0	0	0	4.079475395	0	0	0	5.741270441	5.95427697	0	0	0	4.530496333	0	0	0	5.725521883	0	0	0	0	0	4.682489327	0	0	0	0	0	0	7.209385046	0	0	0	0	0
Navicula veneta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0943572	14.9215754	3.468693492	4.688926026	6.233238214	1.30391611	4.942408009	4.541623064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838607098	2.142910316	0	0	0	0	3.007855722	1.895177246	3.558606655	2.326416659	2.873085774	2.599736033	3.307870554	0.445359377	0.746963495	17.09566241	11.83628361	16.01435254	23.38056052	10.43122463	12.15217542	0	0	0	1.458052919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
