	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DY2_FDME210438600-1b	DY6_FDME210438604-1r	DY7_FDME210438605-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	XM12_FDME220007446-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Heterostelium album	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.140414071	1.801430326	0	0	1.584125697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.1897393	43.80345675	9.378560776	27.84306058	0	0	6.682261177	2.86010103	0	0	0	0	14.89374083	4.94767336	4.474678021	0	0	0	3.314806877	0	0	0	0	0	9.154058801	5.464467139	0	0	0	0	4.392576648	0	0	0	0	0	87.59610551	0	1.933617585	0	0	0	0	0	0	14.6233344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.671751277	0	0	0	0	0	0	0	0	1.998829432	0	0	0	0	0	0	0	0
Bracon brevicornis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.206371692	0	1.933287311	0	0	2.01777179	3.539156923	3.426334179	1.365164974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.58658832	31.75196872	8.044820664	31.52678568	4.850318677	6.80902552	10.02916523	3.06415094	0	0	0	0	3.359379804	0	35.97615502	0	0	0	0	0	0	0	0	0	31.44296893	17.61994478	0	0	0	0	19.63100965	0	0	0	0	0	6.103605985	0	0	0	0	0	0	0	0	9.386357346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Culex pipiens	0	0	0	0	0	0	0	0	0	0	0	0	5.579399365	0	0	0	0	0	6.740021567	5.766128913	10.02512222	0	0	0	0	0	0	0	0	0	0	0	0	0	55.60521881	7.150249493	35.11943846	8.001882063	55.87915504	0	93.04149781	181.6277845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.03915158	0	0	23.43349418	461.7021632	0	0	103.6830424	0	0	0	10.45987124	0	0	0	0	0	35.3192352	0	18.54948293	0	0	267.6050187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.7838089	0	0	0	0	0	0	0	0	43.02563365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydomonas euryale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.037155299	4.862917143	0	4.602535804	0	0	5.611505144	8.494064663	5.092728535	0	6.122413236	10.2653137	0	4.708444369	13.11223393	6.451072527	0	10.43224093	10.36464849	12.65625127	14.17755176	5.813173746	5.337703349	8.717877212	0	0	0	5.795363874	0	7.067339987	5.847410671
Chlorella ohadii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69734327	0.81295766	1.344216463	0	0	0	1.524108303	0	0	0	0	1.361104738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.593911685	0	0	0	0	0	0	0	0	0	0	0	0	1.44365222	0	0	0	0	0	3.171467101	7.103313755	2.824067981	0	3.530095985	3.173869747	4.676861927	3.595790198	4.338177899	3.809289999	0	0	4.97455499	3.50911138	0	0.901518873	0	0	0	0	0	2.278611201	1.432223567	0	0	0	0	0	0	0	0	0.76032678
Entamoeba invadens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.787519291	0	0	0	0	0	0	0	0	1.785198879	0	0	0	0	0	0	2.69647051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58260143	0	0	0	0	2.337638742	6.432435994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.801212085	0	1.51112034	0	0	0	0	0	1.818341658	2.65266729	0	0	4.289581459	1.79706115	0	2.809958963	3.015510033	0	2.654115446	1.679957776	0	0	2.352950978	1.877353151	0	3.129292698	0	0	2.289979457	0	1.798669768	0	0	0	2.976522539	0	1.831136608	0	0	1.629801694	0	0
Entamoeba dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.345826088	0	0	0	1.560098136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32180791	0	4.693165901	5.417113963	0	0	3.704743673	0	3.533572954	0	3.694083479	4.891982599	4.683446951	0	0	5.267086068	5.097479195	3.648554067	5.833036026	4.23016778	0	0	0	0	3.357156952	4.568152381	4.768223652	7.220505644	3.569500158	5.068737648	4.40312671	4.328652689	0	0	4.840276409	0	0	0	0	0	0	0
Polypedilum vanderplanki	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.460666084	0	5.944809679	0	0	0	0	0	0	0	0	0	0	5.409526549	0	8.149356043	5.326640644	0	0	0	4.959751432	4.541812865	0	7.571952146	6.73086804	4.194955244	6.140601734	5.24520453	4.825551794	0	5.94779694	4.591591864	14.27577135	5.108606093	7.48686341	9.30129019	7.687614122	5.086424864	0	0	7.689581003	0	9.811432694	7.303953228
Nesidiocoris tenuis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514382682	0	0	0	0	0.745110593	0	1.895398333	3.384984738	0.629696905	1.375255449	0.757139516	1.118580957	2.344171317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142664409	0	0	0	0	0	0	5.051938239	0	0	1.830901799	0	0.806893252	4.281509037	3.371396749	2.942324823	4.163127711	6.54091766	0	0	0	2.75284391	2.163699735	3.800390612	0	0	0	0	0	0	0	0	2.533114135	1.936510374	1.582566797	0.901408917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phacotus lenticularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13070626	4.252304754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.996772449	7.056825377	12.38864071	12.67830788	8.594360515	11.85586259	10.25155047	9.664255477	4.839073927	3.904814177	3.159974243	9.817450432	5.301256214	5.447720724	4.801942811	6.027209713	0	0	1.490347733	0	1.680712287	0	1.727609961	0	0	0	0	0	0	0	0	0	0	0	1.107621558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69056302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.156324691	0	1.178234798	0	0	0	0	0	0	1.169958739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coptotermes formosanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.997526996	0	0	0	0	4.106613688	0	0	0	0	0	0	0	0	0	2.227765399	0	0	0	0	0	2.87707096	0	0	1.764575369	0	2.800050885	0	0	0	0	0	6.092664923	0	0	0	7.101241971	9.059632191	0	2.39205898	0	0	5.450434889	0	9.240776559	8.846735329	11.25118956	3.525174051	5.763523485	4.286553939	8.555700068	4.070812985	5.56013007	2.982216691	0	0	3.646258014	5.494000655	3.063915517	3.880626457	0	15.98660787	1.653235223	0	0	0	0	0	0	0	0	0	0	0	0	0
Zophobas morio	0	0	0	0	0	0	0	0	0	0	0	0	0	215.3164556	149.87488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.822828268	2.746807237	0	3.124626396	6.444359651	2.875664525	0	4.717955913	0	0	0	5.71484927	0	0	0	0	2.65499143	0	0	0	0	4.585161645	0	0	0	0	2.973755019	2.43551997	5.568717681	0	0	0	0	4.668625495	0	0	0	0	3.915254253	3.80452714	0	0	0	1.741486839	1.854202456	0	0	3.22210652	0	2.067755936	0	0	0	1.893072905	1.764032695	2.664040461	1.450964917	0	0	0	0	0	0	0	1.887782546	0	0	0	2.872528306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triatoma infestans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.176253721	1.400014176	0	0	0	1.600718805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.324739707	0.84571415	0	1.093657476	1.133146876	0	1.262353385	0	1.389208626	0	2.97683022	0	3.3732925	1.023774589	2.812632176	2.396613825	1.652057804	2.553909759	0	2.190981576	1.666836937	0	2.427447269	1.668214212	1.178496386	1.51704369	1.5407169	1.967499362	1.282841439	0	0	0	0	2.268938034	0	0	0	0	2.061008504	0	0	1.259079035	0
Chlorella desiccata (nom. nud.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999400824	0	0	0	0.892497372	0.827885358	0	0	0	0	0	0	0	1.519858143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.779866593	0	1.154926121	1.070071602	0	0	0	0	0.849675484	0	1.231984606	0.78795971	1.22345267	1.524932261	0	1.226160089	1.503218215	0	1.295502116	0	1.054491898	1.110792347	1.421281673	0.671528377	0.857976727	1.105818698	1.08673677	0.806014336	0	0	1.045973226	0	1.329922312	0	0	0	0	0	0	0.964280075	0.94018794	1.013359524
Chlamydomonas incerta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.081320966	1.34522108	2.174623136	3.153823458	2.140862021	1.911190203	2.054013802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381711562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.415505956	2.928976935	0	0	0	0	10.00409701	1.75773999	0	0	0	1.975084305	0	0	0	0	0	4.09788742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.401057624	0	0	0	0	0	0	0	2.565141908	1.540641996	0	0.29314523	0	2.355528827	0	1.607978253	0	0	1.785440328	1.487785564	0	0	2.454359872	0	2.424843907	2.328725607	1.711506767	0	2.376620947	0	0	1.430822078	0	0	0	0	0	0	0
Argulus foliaceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.950311875	0	0	45.07191813	36.38902635	48.28507992	7.100341371	53.1408808	23.08384765	10.83804624	19.3264217	78.60678597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.099998924	0	0	0	0	5.98795168	0	0	4.626054467	5.213033384	4.107099891	0	0	0	0	0	0	0	0	0	0	4.425063022	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85659941	0	0	0	0	0	0	0	0	6.798351538	4.197389166	0	0	4.891786925	0	5.056711803	3.357779707	0	4.039337649	5.22857943	0	0	4.002099518	0	8.449333321	3.398494806	4.166281304	0	0	0	0	3.432225404	0	0	0	0	0	0	0
Sexangularia sp. CB-2014	6.58103046	0	0	0	0	1.877873779	6.712568117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.023031976	0	0	2.000957758	1.928610691	2.004461578	0	1.929506602	1.76879581	2.278017417	0	0	24.77487033	9.826661993	6.257091965	8.466660502	22.5263331	0	25.74647248	15.43759189	1.171950131	0.791385133	0.830465658	0.860495127	0	0.873788557	1.315421704	0	0	0	1.309719133	0	3.795026337	3.279191579	0	0	0	0	3.862372954	3.646011551	2.349956913	1.972154303	0	0	0	0	0	1.949732029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153702228	0	0
Apolygus lucorum	8.899292536	0	0	0	0	5.292171077	31.42483251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.001352924	8.571954722	7.626842664	9.26463716	31.59568679	17.21134249	9.104060301	0	8.930340279	4.903734257	21.78871922	23.8433895	20.02654734	13.01272297	6.508901661	8.934059021	0	0	6.327616192	6.072641339	8.073008194	0	0	9.445632057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.681401117	0	0	0	4.471007513	0	0	0	0	0	0	0	4.907545066	6.252905849	14.85258063	10.30551901	0	8.80481944	6.39979213	7.807883349	10.89181782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrysochromulina tobinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571146957	0.97814319	0.755719022	0.682591965	0.622329556	0	0	0	0	0.665467025	0	0	1.32224841	0.76410947	0.718792977	0.329485184	0	1.08369117	0	0.652064195	0.428240623	0.529635997	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437674206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69955726	0.344591764	0	0	3.485195476	0	0	0	0.789303654	0.950524903	0.525367688	1.028653669	0	1.988735398	0	0	0.472645718	0	0	0	0	0	0	0	0	0.686769506	0	0.538752188	5.006343964	0	0	0.518280359	0	0.737664405	0	0	0	0	0.434412192	0	0.958656323	0.992083645	0
Cyphomyrmex costatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.177753898	0	0	0	0	0	8.710774032	2.649933607	3.076153168	0	4.519007375	3.708914828	2.404504733	2.558085054	0	2.81023984	4.354580081	0	0	4.066178364	3.482097108	4.273356912	4.952648756	3.443247505	3.219298142	3.219391421	4.382700087	2.662464702	2.565382155	4.904838545	3.536554791	3.502036525	3.461806257	4.224233986	5.392516406	3.061377553	0	4.069051889	0	2.481401515	3.355341897	3.118277096	4.719362876	2.187049788	2.535404928	0	0	0	0	3.380679302
Chlorella sorokiniana	0	15.87244144	7.569951368	5.852760243	11.38279806	10.5045857	3.995940337	12.93162573	0	0	0	0	0	0	0	18.03038171	33.8337341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.268579251	25.28360681	10.8684959	10.39164767	6.813208639	5.560007497	6.777043947	14.42851592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.586151019	0	0	0	0	0	0	0	0	7.7063222	3.637384265	0	0	0	0	0	14.20682372	0	0	0	0	10.98185925	0	0	0	0	0	11.88726206	0	0	0	5.110262931	10.11271588	0	0	8.164638232	0	0	0	3.94891913	0	4.610225094	3.546676139	4.788658394	6.689698527	0	0	0	3.131582231	0	3.888480545	0	0	3.212939704	0	0	0	0	3.361171163	0	0	0	0	0	0	3.600190482	0	0	0	0	0
Clytia hemisphaerica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.456743406	4.544394091	0	0	0	1.561188584	1.30938617	1.422908976	1.218751377	1.007112438	1.772211256	1.511941913	1.973389493	1.192972597	1.897430671	3.460154396	1.630777536	1.190721878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.769836213	0	0	0	0	0	0	0	0.939539205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.034409893	0	0	0	0	0	0	0	0	0	0	0	0	1.105271103	0	0	0	0	0	0	0	0	0	0	0	0	1.192829561	0	0	0	0	0	4.034174177	0	0	2.860920534	0.825238836	2.30317611	0	1.021516333	2.812356876	2.785498479	4.193420815	2.130105154	0	0	2.633764279	1.817015107	1.308324828	4.766194499	0	1.562679073	2.566049182	2.70801934	0	4.003305338	0	0	0	0	0	0	0	0	0	0
Edaphochlamys debaryana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775379944	0	0	0	0	0	0	0	0	3.568389491	4.949970211	5.351736585	7.015272945	2.568188449	5.57852023	3.329323951	4.002186485	0	0	0.42078873	0.437373301	0	0.657117435	0.54102542	0	0.434788335	0	0	0	0	0	0	0	0	0	0.628117741	0	0	0	0.961849308	0	0.647391884	0	0.929822522	1.278182926	0.67872911	0	0	0.691087458	0	0	0.450214653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.496293377	0	0.565950678	0.460633138	0	0	0	0	0	0	0	0	0.545528201	0	0	0	0	3.008822677	4.077534921	3.159069874	2.290912341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.550265543	0	0	0	0	0	0	0	0.943122687	0	0	0.466535873	0	0.661903273	0	0	0	0	0	0.699072186	0	0	0	0	0.611569812	0	1.423134063	0.705525407	0.503077789
Coccomyxa sp. Obi	0	2.778171972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.849385012	0	0	0	0	0	0	0	2.345427804	2.840123998	0	1.798842032	0	1.817022179	2.470154102	2.758604638	0	0	0	0	0	1.376438516	0	0	0	2.113309071	2.522817643	2.523047822	3.514713527	2.333913277	4.020847984	2.012766609	3.374851508	0	0	0	0	2.103472412	0	1.384272186	0	1.378026589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.845093455	1.370469469	0	0	3.188231156	0	0	1.97784469	1.521456453	0	1.390046798	3.710224995	5.165195976	0	0	0	0	1.803014133	2.858833667	2.048809351	5.00173636	1.666530937	0	0	1.810564685	0	0	0	1.45219555	0	0	2.77388457	0	0	0	1.828678333	0	0	4.013522665	1.431202415	0
Hafniomonas laevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.856297877	23.6283543	21.11532742	22.35990222	14.52692642	10.11068223	22.0499069	11.6537711	12.38477683	12.9275202	6.631448101	25.51952106	40.00679286	18.3926117	15.73249911	20.78328455	7.248932627	7.827352786	14.70624292	19.76872144	12.99170386	16.40506736	11.11098465	8.760693274	0	0	0	0	0	0	0	0	5.548571719	0	0	4.537476516	11.85893838	5.068220082	0	8.628101986	22.17242074	10.27953655	0	0	0	0	0	0	0	0	7.096028696	0	5.679438996	13.39272635	16.83793579	17.24258451	0	0	4.085831132	4.690610784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.999890596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phaeocystis antarctica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.289326104	2.262132272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090522398	0	0	0	2.084211673	0	0	1.092784338	0	2.017944096	0	0	0	0	0	0	3.668439356	0	0	0	0	0	0	2.315419306	0	0	0	1.496840299	1.192778889	0	0	0	0	0	4.952163625	0	0	0	2.795127854	2.756133043	0	0	1.601916715	1.443947904	3.822003839	0	6.239964654	5.197720944	7.065985743	5.027022106	0	7.041618428	9.861511655	3.019373327	6.295049641	3.905059758	0	1.062975178	5.134088866	1.132236508	5.270500867	3.878035824	2.185035995	12.84191422	4.88388916	3.559650221	0	0.73771508	3.079409218	0	0	0.766365409	0	0	0	2.516839463	2.615860441	0
Scenedesmus quadricauda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.967582623	7.883037734	0	0	0	0	6.982059507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.21069007	9.163695009	0	0	0	6.725623414	0	0	11.91907111	12.11770495	6.704587529	6.771988417	29.11608162	35.46637342	15.03634659	7.18296241	6.093360538	0	7.382132561	13.98691714	15.80397393	0	18.24415279	0	0	0	0	0	0	0	0	17.15282102	6.687866107	0	9.768649952	0	0	0	0	0	0	0	0	0	6.38091116	0	0	0	0	0	5.545278441	0	0	6.115364199	5.680837432	7.175494631	0	4.58777578	12.69854601	0	6.170966792	6.491812682	0	7.210851625	6.95573093	0	5.414014054	9.936194163	0	0	0	5.702617612	0	7.353801849	4.86628939	0	6.660868157	0	0	0	0	0	7.024651084	0
