	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DY2_FDME210438600-1b	DY6_FDME210438604-1r	DY7_FDME210438605-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	XM12_FDME220007446-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Paramuricea clavata	0	0	0	0	0	0.38090563	0	0	0	0	0	0	0	0	0	0.446885708	0	1.19092594	0	0.372306869	0	0	0.38788926	1.089429335	33.57836702	0.766474125	4.619537891	0.938800136	0.112289133	3.646602767	0.236110934	2.879530883	7.271413945	0.145886335	55.79292374	12.55670377	0.602264808	2.184656527	19.17377228	0.150768314	1.937409229	7.125620833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124555194	0	0	0	0	0	0	0	0	0	2.985936958	0.447134281	0	0.54688584	0	0	0.699408238	0	0	0	0	0	0	0	0	0	0	0	0.294848887	0.103930574	0	0	0	0	0	0	0	0	0	0.303032768	8.650887987	0	0	0	0	7.274634188	3.516548896	4.220939083	9.595846249	0.714913524	0.656873591	1.18025306	5.168017801	1.118673866	0	0	0.145308629	2.094972983	0.14883512	0.100237457	0	0	0.120472818	0	0.126501655	1.204018162	0.133361907	0.137973608	0	0.120217882	0.115764222	5.050530822	0.130783274	0.122482285	0	0.1455845	0.170044049	0	0.318393494	0	0.14480502	0.168754342	0.162270537	0.139874091	0	0.234020933	0	0	0.101586829	0.146560844	0	0.123851599	0	2.669952539	0.179690442	0.105531629	0	0.212331744	0.148156151
Ostreococcus mediterraneus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.75398388	13.95017836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961252573	2.173478952	1.085392283	0.739610488	0	1.317793688	1.069810857	1.068896661	0	0	1.175028197	1.246489728	0	0	0	0	0	0	0	0	0	0	0.853577425	0	0	0	0	1.3593687	1.281111751	0	3.895082668	0	2.39907529	0	1.255894081	1.11320736	3.119705112	3.607844015	1.07941304	2.314606695	0	1.174616467	3.472253648	1.835037737	1.289950505	0	0	2.985742494	0	0	0	4.578874187	0	1.139396117	0	2.021146894	0	0	0	0	1.107894983	6.02181424	5.848134272	5.201267214	4.868382245	5.703968194	7.967501815	4.763381941	5.815768614	2.89323229	6.214482179	6.679634399	4.601095924	7.397934485	7.300816222	6.316544969	8.081225847	4.326632031	4.378757707	5.135424513	5.293031822	5.147721533	5.867666898	5.464194225	5.421657336	4.079571717	6.15725684	2.146467939	4.646739467	4.120807799	6.679334821	2.484266874	1.448159389	2.816049747	2.577667557	3.933935632	0	1.100789578	3.887142089	5.017042979	5.065588298	2.99765018	3.656825621	3.137706164	3.829352376
Tigriopus californicus	1.577700392	1.370778849	0.986341523	5.798619688	3.115571958	2.003778968	1.691132559	1.467253753	0.640244577	1.223899855	0	1.235654054	0.774562141	1.500244068	0.857039138	0	0.570899485	0	0	0	0	0	0.887071147	0	0	0	0	0	0	0.435831686	0.321012528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.327526846	0.554102951	1.644909123	0.367604762	1.792782911	1.822590525	1.529175102	0	0	0	2.128619148	0	0	0	0.333321101	0	0.427194783	1.620778559	0.837235354	0.530413818	0	0	1.33004884	0	0	0	0	0	0	0.706293877	0	1.043757407	1.762270754	0	0	0	1.84620371	0	0.900009122	0	1.024639587	0	0.68432343	0	4.484641414	1.838253944	3.627459633	1.813307986	2.313036356	0	0.528415232	3.983534652	0.935952977	0	0	0.66101275	0.528956593	1.083829358	0	0.776517677	0	0	0.618596855	1.095014462	0.55734645	0.782152989	0.731664266	0.95096458	0.732323937	0.787767145	0	0.979950502	0	0	1.037843419	0.779085611	0.737576614	1.343400384	0.964859873	0	0.683299784	0.644861819	0	0	0.946520713	0.656547893	0.837010453	0	0	0.88159948	0	1.052674903	0.911398617	0	0.623910622	0.566701553	0	0	0	0	0	0	0	0.79439497	0.941869919	0
Prymnesium polylepis	0	6.948371718	7.16040108	6.740734794	0	7.957712658	0	7.818948479	0	0	0	0	0	0	0	13.39011121	23.03919432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.199483258	0	0	0	0	5.711668067	7.284420843	0	0	0	0	0	3.988721796	0	0	5.214238355	0	0	5.778799902	0	0	8.496957481	5.347864607	0	7.587754777	5.164975068	7.847036422	6.503292336	6.421664367	0	5.717312129	0	0	7.252210112	6.017134642	0	0	0	0	6.464445012	0	5.281189442	13.7656021	8.276713937	0	0	7.146223672	0	0	8.82637713	7.646599401	6.505435004	0	0	11.60394296	0	0	0	0	8.256547048	16.47903229	9.292550117	12.60739497	12.34350675	24.40279241	16.24104434	11.74710139	12.36192549	14.33069207	14.64843144	20.14967297	9.900312142	13.51789022	18.881318	18.14610024	22.40297634	21.22314467	19.44747596	21.14594703	15.05141269	23.48297023	13.56905162	11.91795182	11.00489476	18.25440846	16.90191965	11.85180342	14.1407964	13.36833976	22.47858196	10.89374761	17.73059208	5.99127466	8.966170934	7.470997208	9.632135902	9.040047787	7.200045147	20.10934405	8.988216448	8.824032682	11.23416115	10.85167207	10.47821683
Auxenochlorella protothecoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.494477509	1.757477381	0	0	2.521487772	1.20929549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.845739263	0	0	0	0	0	0	2.369227578	2.1898525	4.910926351	0	0	0	1.260265737	2.976981605	1.936886482	2.449465539	2.068497176	0	2.372039952	1.816215614	0	1.538420082	0	0	1.697771096	1.614802988	0	1.646804719	3.231189622	2.113886661	0	2.609541417	1.865853132	0	0	2.200095938	1.987610206	1.708252307	0	0	2.462579605	0	2.084755974	0	0	1.904293016	1.525516238	0	0	1.73354294	0	3.480373163	1.634731742	0	0	1.363444026	0	1.845635167	0	0	2.148950351	5.672187306	1.759972703	4.105550897	0	5.535199672	4.340790521	1.862402193	5.389591517	6.70553127	4.342360465	4.526361994	5.752795106	3.454351105	10.3746661	5.805446102	10.70652193	10.88498561	9.96940475	8.437877042	8.591641442	9.570182863	9.191285874	1.743026584	11.43733332	14.28906124	8.1263336	13.30751292	12.60348126	15.9344289	6.082572286	12.0866156	7.828574457	16.35538652	14.45467247	14.8599055	18.37709457	17.94135318	10.07024999	3.301117738	3.173326587	15.42745491	6.687687017	8.812835512	16.31297166
Paramoeba aestuarina	0	0	0.421539389	0.442112509	0.342781156	0.784284798	0	0.770642166	0	0	0	0	0	0	0	0.97179801	0.998948747	0	0	0.385293111	0	0.462382753	0.774323321	0.260538738	0	0	0.43799603	0	2.150925027	0.285426045	0.498031312	0.399930553	2.306282269	2.651757853	0.756438677	0	0	0	0	0.296828136	0	0	0	0	0	0	0	0	0	0	0	0.32238711	0	0	0.266775547	0	0.338383549	0	0	0	0	0	0	0.498713349	0	0	0	0.771207546	0	0.36903482	0	0	0	0	0.506903997	0.470204713	1.575945113	0.408980347	1.097280615	0	0	0	0	0	0.600853474	0	0	0	0	1.107260158	0	0	0	0	0.30661674	0	0.632514812	0.685455101	0	0	1.623185423	0.492162861	0	0.460947168	0	0.987454098	0	0.604398083	0.527082577	0	0.513144136	0.970926002	0	1.394318259	1.123818335	0.870343141	0.397233116	0.733508342	1.372574154	0.928737734	1.054547779	0.592595024	0.548513521	0.879140278	0.728542839	1.780625274	0.293431756	0.76553584	1.047518852	0	1.004617042	0	1.666064462	0.896708529	1.521671987	0.846780745	1.085490843	0.501140496	0	1.04618104	1.893081626	0.93912125	0.898875918	0.963600467	0.364420231	1.007914141	0.61328249	0.304621143	0.746566984	0.785634288	0.660997938	0.642257949	0.252558485	0.383136946	0.312789309	0.304240046
Cavenderia fasciculata	0	0	1.747297876	0	0	1.498546408	0	1.771908582	0	0	0	0	0	0	0	1.950733289	3.084113996	0	0	0	0	0	0	0	0	0	0	0	0	1.257566769	1.257663996	1.445985701	0	0	1.514619036	1.379698898	1.095473509	0	1.162361226	1.311445151	1.222193269	0	0	0	0	0	0	0	0	0	0	1.025923866	1.119617703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863857696	0	0	0	0	52.7963191	16.33131575	5.864086597	18.63441171	1.265446235	3.792623868	5.761662926	1.733754394	1.090912181	2.439599038	1.111068435	1.327342189	0	1.299199541	18.31202692	1.122992863	1.183434097	1.342970276	1.380406447	2.23013267	4.16693248	1.019844564	0.692836755	0.948482132	18.11963218	9.536113057	0	0	0	1.198383025	10.78625672	1.827306177	1.139648858	0	0.894966558	0	5.441808336	2.114053578	4.023804178	2.923431188	4.129368568	3.238010444	4.265117684	3.222252546	3.51393076	8.029227046	1.701300236	5.914789591	1.420544509	5.443471784	2.62455217	3.097949505	1.907009496	3.598060143	3.24776802	3.184614852	3.435596516	3.677901693	1.046015849	4.63466689	0	1.054651841	3.391410855	3.08134871	0	3.261123557	4.437943907	2.033145165	3.272332822	0	0.870254308	0	0	0	0.704966003	4.866684837	2.122837921	0	0	0.827866251	0.924613476
Glossina austeni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.930194272	0	3.981563811	2.379479109	3.346715516	4.512347134	4.458610055	2.005531199	5.635271007	6.482512831	4.166090977	5.682102665	4.537644013	5.111974145	6.036878233	2.809150181	2.091167676	2.148451283	2.303759927	3.041474551	0	0	2.140451524	2.746695639	0	0	1.762967518	0	0	0	0	0	0	0	3.140469088	0	4.398027386	4.796903389	2.642580634	5.645432109	2.886986411	3.321707615	2.454735976	3.881821354	3.328764089	2.076908551	2.390994122	1.98802823	1.960116963	2.606463515	2.581176262	0	3.574478267	0	2.494774041	0	2.33589679	0	0	2.586586769	0	1.718346884	0	0	2.03383905	0	3.969705118	0	0	0	0	0	0	3.909670018	0	0	0	0	0	0	0	0	0	0	0	2.884680568	2.597234708	2.227100566	0	0	2.736814125	2.929366922	3.683690875	0	0	2.01298101	2.484671999	1.640605782	3.260952396	2.604489073	2.586940291	1.716343253	2.127946105	0	2.65174526	3.028116806	2.994797154	0	2.045694638	3.147364499	3.740496375	2.612538847	1.712175229	0	2.478210512	2.489070576	2.922311037	2.32694446	3.426361019	2.189224194	1.917698136	0	0	2.613266078	1.967314235	2.327639896	0	2.286549091	0	3.943539232	0	0	2.519245538	0	3.887535851	0	4.020232817	2.014759204	2.179399888
Paulinella chromatophora	0	0	0	0	0	0	0.821420781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.143478282	1.859517787	0	0	0.874420753	2.900880836	0	0	3.704543816	4.162760098	3.893223196	2.812161534	3.748885978	6.432904545	3.880540306	3.319051627	0	0	0	0	0	0	0	0	0.858724833	1.013410924	0.747242209	0.610011549	2.103330382	1.07611836	1.599901785	0	0.871627167	0	1.146523859	0	0.768745824	1.068172244	0	0	1.61093387	0	1.038205125	0	0	0	0.688327795	0	0	0	2.617908675	1.29881444	1.895650422	0.984937614	3.025226726	0	1.098101136	1.586325137	1.171030953	0.877723849	0	0	0	0.822752537	0.805471929	0.807668042	0	0	0	0	0	0	0	0	1.010073066	1.504380473	0	1.128298468	0.872626337	2.548317581	1.166257441	0	0	1.184122899	0	2.245908363	1.313613387	1.781647032	1.91197039	2.640720835	2.753308952	1.12762164	2.143123138	0.915520606	2.81344607	2.281393698	0.922568165	2.131146451	2.390268267	0.909496891	1.980667139	1.741954328	1.813440257	1.341425406	1.943123804	1.089207941	1.803862844	2.412412723	3.299202625	0.958651118	1.215943618	0	0.902531629	1.563830319	2.061783758	0.560616027	0.776044463	0.715656802	1.405509535	0.834884053	1.354163303	0	0	1.45012804	1.392152603	2.454671294	1.347580297	1.201088219	0.705220523	2.180280499
Pyramimonas obovata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.389093571	0	0	0	18.97073992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.864892145	7.556871225	7.015755888	5.780607051	0	6.510550157	0	6.623312124	0	4.746488782	0	6.807470006	0	10.50417474	5.639183991	9.625306206	4.82664005	0	6.924083137	6.923480179	8.311040642	5.850660168	0	0	0	6.955762056	5.041067916	6.301313556	0	9.284899886	10.35219592	6.925555413	12.75395837	6.843424898	11.25688564	8.082676182	8.872189359	7.232074049	7.042017991	9.802110156	4.712289983	10.45336725	8.021310431	9.375475806	7.127910261	8.042231357	9.099719684	7.730862239	7.396898941	8.322110733	7.415070516	0	0	10.25380468	8.786077838	0	5.295070948	5.89247692	6.620221087	20.49585223	23.417767	0	3.9524252	5.076156005	9.60151022	8.678746243	6.449882174	6.616133586	16.88243339	9.02149292	9.464982106	7.176711427	5.961761473	7.279647814	11.27259245	12.06322435	8.328216098	19.24623509	10.3693962	9.184501356	10.45379528	10.72987486	0	7.78312409	9.650214842	7.363044949	16.00710606	13.97529094	6.592658197	7.005653122	7.65890786	6.642735782	6.624271644	12.1195675	10.17560915	17.29034914	7.763715113	6.638398213	7.844831627	7.133199399	0	16.47925159	14.90475448	8.99435887
Folsomia candida	0	5.285014251	5.092245378	3.623002076	3.905016076	5.238100609	0	3.881565602	0	0	0	0	0	0	0	8.811217551	12.37130656	0	0	17.88115842	12.75791075	7.981631952	0	2.609678629	0	0	4.948206551	5.571550426	0	0	1.623424978	0	8.591536485	0	0	0	0	0	1.40498861	29.74789637	0	0	0	0	0	0	0	0	0	0	2.743275634	0	3.260232119	3.057916258	2.437468662	0	0	3.07370504	5.568066195	3.889644095	0	0	0	3.376347432	3.328913569	0	2.555455895	0	2.783382995	2.716931696	0	0	2.650859256	0	4.464522584	0	4.580733329	0	4.776786696	3.720675993	3.020721379	0	0	3.185791918	0	3.968103012	0	0	0	0	0	0	0	3.720361367	4.093201138	3.598361348	3.861499498	0	3.083564221	0	0	4.402408149	3.736405283	2.831427907	3.241409532	0	6.701038485	0	0	0	0	3.879335957	8.954038163	6.492019189	6.557162078	6.000720273	12.05969557	8.510906095	7.196108623	7.274559475	6.754771993	9.351853488	9.336983695	5.070630468	11.16120981	9.99201991	8.482226594	9.404919337	10.45748761	10.14863446	13.29687974	9.723287864	10.10909183	7.135513004	5.129276668	5.614491025	7.607652734	8.670819627	5.495250598	7.982309126	10.29038726	11.59506312	4.64887183	8.882893137	4.64567528	6.483749991	5.824679864	6.66794928	4.415568999	6.080357935	9.922011778	5.857484396	4.298017196	4.912962466	5.427981903	5.669601875
Picocystis salinarum	17.67013394	11.3103336	11.92135513	13.01868133	13.33311741	7.433145572	15.92209588	13.94731098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.427952668	0	3.348991191	2.120499072	2.445130585	3.126224726	1.916749988	0	0	0	0	0	0	0	0	7.273797424	10.95211794	7.30697954	9.874112649	11.31290006	12.63487487	11.46689366	9.231238835	8.15452922	8.500725253	12.8706707	11.73929005	9.098072922	7.952480806	8.613942116	10.85932747	11.27454351	8.22426037	9.209253412	8.122600853	7.752457927	8.108282346	10.01449989	6.301067654	5.479410819	2.349139724	3.406443467	4.215688209	0	5.28810384	2.392291058	3.846292066	4.093738919	4.827636067	2.582648177	2.877967033	6.844125194	2.568174704	4.800461913	5.730668791	6.525598215	7.477424637	4.988733427	2.794200544	4.013802577	2.400913475	3.656666539	3.777408591	4.999229133	3.285786682	2.227030516	2.914198483	9.326787822	7.120387763	6.321163003	5.90364483	3.057895314	11.03559828	10.88014516	8.839614009	11.86950245	0	0	7.133033223	4.786026095	4.914897311	2.166337037	1.748729089	5.914003357	6.285122026	0	3.345279174	0	4.012231598	1.995978406	0	0	2.368406565	0	0	0	0	0	0	5.508643202	0	0	0	0	0	0	0	0	0	3.030715206	0	0	0	0	2.083910911	0	6.570155363	2.221008286	10.17359235	5.310655181	3.382190511
Anopheles coluzzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.577480484	4.025005553	0	0	0	0	2.201619581	0	0	0	3.511081423	6.101977033	5.196137435	0	3.881888011	4.352809812	4.579289573	2.067820315	3.639531407	0	0	0	0	0	0	1.813976429	0	0	0	0	0	0	0	0	0	3.212165292	1.322060632	1.587996978	3.40424116	2.23372617	3.063202529	3.004466267	3.559914482	3.191234504	2.294495146	2.963028609	1.065622356	0	2.297385927	2.258102192	0	2.202343112	0	1.513419442	2.040295236	0	0	0	0	0	0	5.177035199	0	4.050882839	2.960326185	0	0	0	2.810314442	0	2.466778886	4.070680515	0	3.130083498	0	2.866329702	3.434428206	2.15062202	2.123796662	3.200561952	1.877702203	0	1.596616763	0	0	0	0	3.822552099	3.089964937	5.083661685	0	1.770427742	2.072277073	0	1.67723071	0	2.242417092	3.490373171	6.211545328	4.385699013	6.528848235	3.365124895	4.805872242	4.440785857	7.621072245	3.22569102	6.220284241	6.204896639	5.733337744	4.158474377	6.132791107	3.928456142	7.468039593	5.96914402	2.649115037	3.799989914	2.870330605	4.027039446	4.390995436	3.633078048	4.781943643	4.529582962	5.509073922	3.244039178	2.91295321	5.642076178	3.006772024	3.193756929	3.733827629	4.751897946	4.692521329	7.803844766	2.434676283	2.977025143	3.644345528	4.953990754	5.301951386	1.73951715	11.38515028	6.477881174	5.880113027
Coccomyxa subellipsoidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.98619199	11.36012899	0	0	0	0	0	0	0	0	0	0	0	0	1.168480959	0	0	1.863736055	11.95444961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.669682319	0	0	0	0	3.094247577	2.268117847	2.565097	0	0	2.31051325	0	3.330342038	3.328423163	5.479691306	6.179352142	3.014257465	2.681226746	2.209903915	3.288261073	2.137307839	4.508987291	3.72611219	0	4.430322576	0	4.624077665	1.897303893	1.919915117	0	8.094498915	2.831487948	2.705731667	3.786977906	5.04816886	7.426963659	7.195848571	0	8.358799398	3.910911294	4.277390185	8.337892668	4.023705721	7.746508587	6.31080156	7.208047819	8.015727264	0	3.352306202	10.35406847	4.45418225	6.644388865	2.041005553	2.816073374	3.462284804	2.756675342	4.668208217	3.050598163	4.294134418	5.332803273	11.96565478	2.578073032	5.182393841	5.38302584	3.750384539	2.345385747	3.080451492	4.160699478	13.14329579	2.661177449	6.137580503	4.720708986	3.811514962	5.288551547	5.233544625	0	3.29148204	17.60845932	7.663163838	6.559128111	5.997556988	4.927409983	2.223592137	5.708316293	5.002496674	5.107435784	18.30262663	8.39751057	8.515681379	4.864616843	7.790545239	5.548324461	6.511228991	8.240313339	5.786470716	20.21355201	6.39515983	10.10994873	3.626985946	3.73546076	7.586799129	0	5.929986941	4.859587893
Lucilia cuprina	0.327174995	0.384711024	0.259913658	0.624008788	0.401190286	0.469426891	0.515361106	0.905394409	0	0	0	0	0	0	0	2.085396577	0.214644623	0.24124934	0	0.714924285	0	0	0	0	0	0	0	0	0	0	0	0	0	6.565167466	0.50055769	0.682320868	0.613023591	0.74869228	0.736255836	0.608924247	0.827639301	0.488082822	0	0.841453472	0.081763188	1.121443641	0.93252467	0.592943201	1.259948144	1.102675902	0	0.384653595	0.520283516	0.370977146	0.081795804	0	0.158326274	0.117373896	0.36306024	0.086633335	0	0.272737067	0.625820526	0.237754913	0.388455372	0.31499075	0.072622942	0.195948024	0.341020623	0.453825285	0.284665034	0.305293401	0.333445578	0.299298486	0	0	0	0	0.634732185	0.334389739	0	1.000180952	0.875395784	0.2809046	0.085411885	0.595684223	0.435963029	1.307074286	1.137228836	0.10630325	0.878927259	0.702240906	0.517174627	2.322713534	0.341221041	0	6.04668562	8.122900707	4.926201184	1.214369255	2.600421887	1.128768577	0.493898822	0.562349966	0.913406851	0.48217103	0	0.743336777	0.36765701	0.358190905	0.556462411	0.544478155	0	0.337405099	0.280212102	0.149059165	0.345771508	0	0	0.11788614	0	0.33716066	0.43112195	0	0.279172517	0	0	0.3679815	0	0	0	0	0	0	0	0	0	0.076738328	0	0.086822608	0	0.104746699	0	0	0	0	0	0	0.084489074	0.095040482	0.103429379	0.098322085	0	0	0	0
Thelohanellus kitauei	2.185349733	2.117640403	2.968977619	1.622098027	1.515347681	1.75220926	2.485011341	1.15478113	0	0	0	0	2.079903075	0	1.34982684	1.506361317	1.799593899	0.667295422	0	0.882012491	0	0.88734245	0.762899156	0.650159727	0.861396911	0.450352765	0	0.631970792	0.568481755	0.55759608	1.064260534	0.938129631	0	0.477863457	0.459543037	0.482204614	1.098875626	0.567027622	1.198650255	0	0	1.29644929	0	0	0	0	0	0	0	0	1.023805037	0	0.695563889	0	0.984294275	0	0.70864538	0.84626126	0	0	0.75562045	0.809960448	0	0	0	0	0	0	0.713331069	0	0	0	0	0	0	1.816280229	2.333853301	0	1.191670063	0	0	1.072892233	1.506624343	0	0	0	0	1.818741221	1.097699003	0	0	0.876709831	1.298913154	1.798009719	0.862926983	0	0.952304071	0	0	1.155187505	1.323710622	0	0	0	0.756023618	2.101528158	0	0	0.684209986	0	0	1.9341232	1.847524068	1.109069473	1.396225837	1.044515748	0.751749392	0.829983401	2.067616853	1.185740231	2.662894283	1.284122189	0.759986344	1.83151173	0	1.190502855	0	0.881924789	1.732910518	3.347639048	1.29182029	1.870081963	1.357434045	1.527226698	1.037969642	2.667464802	1.979536675	2.456130704	4.052890192	1.790255789	2.501284166	1.216941177	1.238728128	0	0.704475846	1.655175892	2.794020226	2.73380311	1.419830281	1.638047776	1.900800302	1.868617725	0.512933921	0	2.401988738	1.385622246
Trebouxia sp. A1-2	7.200164732	0	21.38836392	10.16117566	10.4874476	6.251208462	8.822980815	7.838054786	0	0	0	0	0	0	0	44.08080305	48.73674661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.384656416	5.485084641	0	0	0	6.070324749	12.95618227	0	6.36791032	0	0	5.825381903	10.7232022	9.200785173	9.627382423	6.524331204	5.873245474	8.430283789	0	7.536686769	6.495081317	7.162988468	10.71708372	0	9.301771125	0	9.326826625	14.15488914	12.33198053	5.391973279	13.8679096	12.90011454	11.14507325	11.50579632	14.92034399	8.79540371	10.60332223	0	18.2431908	18.50086101	10.67863104	13.43287639	14.85813588	17.02567394	10.84172148	11.89747658	12.44355097	0	5.784420413	27.90588194	13.26649339	13.12622257	11.1492226	7.433209105	18.29321098	4.649305547	11.5144875	8.959770746	8.138342837	30.63746032	67.49378392	11.49930821	19.54436952	15.84088731	39.38179728	20.87115272	17.59056131	17.4736413	57.275526	15.02197517	20.78311148	19.37089936	18.30536782	12.64236778	17.54156852	8.788213912	18.98425715	63.44195413	28.37884281	22.15899719	14.5967001	19.01821979	19.16621785	12.60269891	18.72344954	22.04013709	54.82117206	21.43888865	14.49168768	13.67123168	16.09134006	25.2827129	18.86033496	17.61060884	14.67125211	49.95702475	25.31611783	28.50398748	21.56056658	15.04628383	26.92250252	11.86108671	24.46121935	19.50281455
