	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161	CXD_0802_FDSW210423162	CXD_0803_FDSW210423163	CXD_0804_FDSW210423164	CXD_0805_FDSW210423165	CXD_0807_FDSW210423167	CXD_1001_FDSW210423173	CXD_1003_FDSW210423175	CXD_1004_FDSW210423176	CXD_1007_FDSW210423179	CXD_1009_FDSW210423181	CXD_1015_FDSW210423187	CXD_1201_FDSW210423188	CXD_1202_FDSW210423189	CXD_1203_FDSW210423190	CXD_1213_FDSW210423200	CXD_1214_FDSW210423201	CXD_1215_FDSW210423202	CXD_0204_FDSW210423206	CXD_0209_FDSW210423211	CXD_0210_FDSW210423212	CXD_0213_FDSW210423215	CXD_0214_FDSW210423216	CXD_0215_FDSW210423217	CXD_1401_FDSW210423218	CXD_1402_FDSW210423219	CXD_1408_FDSW210423225	CXD_1412_FDSW210423229	CXD_1414_FDSW210423231	CXD_1415_FDSW210423232	CXD_1604_FDSW210423236	CXD_1609_FDSW210423241	CXD_1610_FDSW210423242	CXD_1611_FDSW210423243	CXD_1612_FDSW210423244	CXD_1613_FDSW210423245	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Lucilia cuprina	0.327174995	0.384711024	0.259913658	0.624008788	0.401190286	0.469426891	0.515361106	0.905394409	2.085396577	0.214644623	1.253628462	1.366479258	3.419929988	2.01983464	3.815054765	0.24124934	0	0.714924285	0	0	0	0	0	2.923607587	0	0.453031737	0	0.349374848	0.78533148	0.199395182	0	0	0	0	0	0	0	0	0.50055769	0.682320868	0.613023591	0.74869228	0.736255836	0.608924247	0.827639301	0.488082822	0	0.841453472	0.081763188	1.121443641	0.93252467	0.592943201	1.259948144	1.102675902	0	0.384653595	0.520283516	0.370977146	0.081795804	0	0.158326274	0.117373896	0.36306024	0.086633335	0	0.272737067	0.625820526	0.237754913	0.388455372	0.31499075	0.072622942	0.195948024	0.341020623	0.453825285	0.284665034	0.305293401	0.333445578	0.299298486	0	0	0	0	0.634732185	0.334389739	0	1.000180952	0.875395784	0.2809046	0.085411885	0.595684223	0.435963029	1.307074286	1.137228836	0.10630325	0.878927259	0.702240906	0.517174627	2.322713534	0.341221041	0	6.04668562	8.122900707	4.926201184	1.214369255	2.600421887	1.128768577	0.493898822	0.562349966	0.913406851	0.48217103	0	0.743336777	0.36765701	0.358190905	0.556462411	0.544478155	0	0.337405099	0.280212102	0.149059165	0.345771508	0	0	0.11788614	0	0.33716066	0.43112195	0	0.279172517	0	0	0.3679815	0	0	0	0	0	0	0	0	0	0.076738328	0	0.086822608	0	0.104746699	0	0	0	0	0	0	0.084489074	0.095040482	0.103429379	0.098322085	0	0	0	0
Coccomyxa subellipsoidea	0	0	0	0	0	0	0	0	19.98619199	11.36012899	22.26579033	11.23969238	10.45110802	33.69959094	17.03925094	0	0	0	0	0	0	0	0	2.152775887	0	10.07855969	3.372884488	30.33739731	8.36387739	11.537895	0	0	0	0	1.168480959	0	0	1.863736055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.669682319	0	0	0	0	3.094247577	2.268117847	2.565097	0	0	2.31051325	0	3.330342038	3.328423163	5.479691306	6.179352142	3.014257465	2.681226746	2.209903915	3.288261073	2.137307839	4.508987291	3.72611219	0	4.430322576	0	4.624077665	1.897303893	1.919915117	0	8.094498915	2.831487948	2.705731667	3.786977906	5.04816886	7.426963659	7.195848571	0	8.358799398	3.910911294	4.277390185	8.337892668	4.023705721	7.746508587	6.31080156	7.208047819	8.015727264	0	3.352306202	10.35406847	4.45418225	6.644388865	2.041005553	2.816073374	3.462284804	2.756675342	4.668208217	3.050598163	4.294134418	5.332803273	11.96565478	2.578073032	5.182393841	5.38302584	3.750384539	2.345385747	3.080451492	4.160699478	13.14329579	2.661177449	6.137580503	4.720708986	3.811514962	5.288551547	5.233544625	0	3.29148204	17.60845932	7.663163838	6.559128111	5.997556988	4.927409983	2.223592137	5.708316293	5.002496674	5.107435784	18.30262663	8.39751057	8.515681379	4.864616843	7.790545239	5.548324461	6.511228991	8.240313339	5.786470716	20.21355201	6.39515983	10.10994873	3.626985946	3.73546076	7.586799129	0	5.929986941	4.859587893
Trebouxia sp. A1-2	7.200164732	0	21.38836392	10.16117566	10.4874476	6.251208462	8.822980815	7.838054786	44.08080305	48.73674661	51.17236343	26.82867986	20.07847048	63.78896554	21.39214038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.384656416	5.485084641	0	0	0	6.070324749	12.95618227	0	6.36791032	0	0	5.825381903	10.7232022	9.200785173	9.627382423	6.524331204	5.873245474	8.430283789	0	7.536686769	6.495081317	7.162988468	10.71708372	0	9.301771125	0	9.326826625	14.15488914	12.33198053	5.391973279	13.8679096	12.90011454	11.14507325	11.50579632	14.92034399	8.79540371	10.60332223	0	18.2431908	18.50086101	10.67863104	13.43287639	14.85813588	17.02567394	10.84172148	11.89747658	12.44355097	0	5.784420413	27.90588194	13.26649339	13.12622257	11.1492226	7.433209105	18.29321098	4.649305547	11.5144875	8.959770746	8.138342837	30.63746032	67.49378392	11.49930821	19.54436952	15.84088731	39.38179728	20.87115272	17.59056131	17.4736413	57.275526	15.02197517	20.78311148	19.37089936	18.30536782	12.64236778	17.54156852	8.788213912	18.98425715	63.44195413	28.37884281	22.15899719	14.5967001	19.01821979	19.16621785	12.60269891	18.72344954	22.04013709	54.82117206	21.43888865	14.49168768	13.67123168	16.09134006	25.2827129	18.86033496	17.61060884	14.67125211	49.95702475	25.31611783	28.50398748	21.56056658	15.04628383	26.92250252	11.86108671	24.46121935	19.50281455
Fusarium sarcochroum	0	0	0	0	0	0	0	0	0	12.99480961	0	10.31990422	6.705321585	0	0	21.75603054	6.966606065	24.90493471	16.00366573	24.08083963	19.08771512	18.77953626	14.15836169	0	0	0	0	0	0	0	17.65495616	18.4072607	20.01771767	13.68522335	14.92088312	18.46479848	20.37563153	5.134121604	16.36126628	14.49555065	12.40206586	7.648190672	9.059052293	15.8221746	14.86831391	13.90132576	0	0	0	0	0	0	0	0	15.6541158	13.12117976	10.92736452	13.91986253	20.70165441	18.3301554	18.91055346	15.9904954	11.3761489	4.980721358	16.6282156	15.40402	13.47807434	13.57800925	10.57213894	11.12447029	11.05399764	10.41165564	9.009574374	10.65319524	7.517441167	9.61072643	10.23517966	8.505271571	6.513336177	0	10.95065292	6.209042047	0	12.97542063	0	13.18906675	0	11.48533528	6.955930623	7.207395536	10.81830105	13.00445542	10.61097605	9.524186345	6.95979055	13.13470218	12.81969126	11.48579189	8.855374918	9.182671343	7.944865091	9.465422417	9.912567386	5.983086133	0	15.01618811	12.23124825	10.51348911	10.66384103	5.947705267	9.757245447	15.89521387	12.2001266	6.665365751	12.84483912	0	0	8.666260397	6.564510362	7.779631828	7.167680125	7.11329211	11.43077457	11.67818696	0	5.775158103	5.382059613	4.983994183	6.303428814	0	10.43597627	9.795638343	0	0	0	0	5.197141727	7.338407557	6.532946758	0	0	6.012996265	0	4.978682592	0	9.252554353	6.997580624	0	0	0	4.312053931	0	0	0	7.754157451	9.486511904	0	12.04443577	7.382821557	0
Hondaea fermentalgiana	0	0	0	0	0	2.762868281	3.245283091	3.075739913	7.068866492	10.69445647	10.17086855	8.523449457	6.2342789	14.80656682	8.015545566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.167325963	0	3.507880948	0	0	0	0	3.747548525	6.347986363	4.362668909	4.137255996	5.029987379	5.080727764	6.142881664	5.074510356	6.167954162	2.612893119	4.967887631	3.874375054	2.769009682	4.132115091	4.060394472	4.261394506	3.554176684	4.859367372	3.418293707	5.659820605	4.093956184	3.737686948	3.214911636	4.919986322	2.964198621	2.289882404	5.387840831	3.528545082	0	3.821738327	2.088376176	5.917031698	3.341696079	4.06690349	2.671515567	5.606455343	5.700099612	5.70694921	8.3224474	4.73143096	5.045364971	4.77949409	5.846079283	3.214047172	5.504197371	2.785815324	4.057269244	2.810044433	3.369013504	0	0	8.380121408	2.802178365	5.232700078	4.752030486	0	9.438382954	3.838240827	5.015919433	4.818463998	3.340890615	6.651892168	11.43625122	7.588323232	6.339099285	6.661444157	8.578312577	9.865068741	8.001919656	5.992795554	16.05291794	6.55678782	6.082050717	6.216018115	6.031667981	2.803908525	6.326968984	4.022674462	0	10.18516308	2.992203957	5.312833386	4.960748116	4.843987756	6.205371884	2.870980436	3.853611687	5.890069693	8.914333565	4.280003941	0	2.081216391	4.949815428	3.096229311	0	0	1.818251384	4.000564069	0	6.176516205	5.318542748	6.307946646	3.352984703	6.057121165	2.90726385	4.418658962
Hemiselmis andersenii	0	0	0	0	0	0	0	0	1.213258136	0.919587979	0	1.722865561	0.98348828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51786709	1.577830604	1.981117428	1.755631163	1.718796597	2.304185415	1.603636107	1.742788386	2.569089886	3.720735553	2.252237963	1.973804613	1.904463368	2.063636074	2.715111412	2.583449736	1.988128396	2.165310701	2.544125349	1.406709964	2.231771309	2.060796905	1.22355234	1.72559635	1.209728667	20.57154018	17.29212783	1.837428581	7.283692243	4.835396772	2.680962469	4.496148541	3.779304292	3.079250957	1.06285616	2.529715386	3.142161299	3.561991922	3.648108793	8.882932486	2.702812322	2.567545728	3.697061045	2.595281016	1.853460422	0.848498773	2.870312924	2.794654845	2.78613854	7.183082173	5.188557338	2.733433378	3.633928866	2.800816493	2.792604571	6.688477126	0.720779896	2.192627288	3.995723287	2.503635025	3.860100875	4.065454663	1.715051267	2.392323732	2.575757243	2.085091851	0	1.431805008	2.752980827	2.318393844	3.430994765	2.700559288	0.845631819	3.224410615	1.525797287	1.106849602	0.631236919	3.471764507	0.761293178	1.760415077	0.607888574	0.490210733	1.351821188	2.5457922	2.376295634	1.219865242	1.114973069	1.31493791	3.61003789	1.056747043	1.369946056	0.582326845	1.429122755	1.511822573	1.60674749	0.488926054	2.730152391	1.491166765	1.681573361	2.177187583	0.782978778	2.354637582	0.857035858	3.369204591	1.928714222	1.570139882
Spodoptera exigua	1.575482599	1.652438206	4.678298744	2.434656102	1.848957711	2.113943538	1.258218688	1.946931523	7.197216454	10.57548239	7.891433588	6.826504398	4.331041004	13.86234356	4.146766815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94169694	0	0	0	0.818411896	0.736375403	0.752353825	0	0	0	0	0	0	0	0	0.851414615	0	0	0.766558779	1.123367916	0.994734282	0	0	1.153517117	0	0	1.052726508	0	0	0	1.038194409	1.342309827	1.33995636	0	0	0	0	1.216479362	0	1.230881313	0	0.984259821	0	0	1.358498625	1.42519731	1.485994535	0	0	2.157631568	0	2.023080809	1.53046614	1.416733059	1.292366857	1.470629315	2.841524097	1.778237014	2.128616967	2.58476358	0.997722072	1.36163243	0.879788637	2.125695472	3.460030623	1.388322883	2.301644713	3.125779583	2.797854357	1.77185849	1.331585306	2.076770948	0	1.191286745	2.651740144	1.794861364	3.269968362	2.290550246	1.721226734	3.787815863	1.061239385	1.040873246	1.402587053	0	1.961494679	5.205947713	2.206604224	2.935543219	2.13217953	4.959377577	3.814727165	2.518307656	2.094958043	4.653655226	2.160853147	3.673045929	2.251790883	3.763867865	5.533239599	4.405831065	2.595341325	5.712022321	5.125079669	3.833891847	4.186161239	3.609717039	3.3704317	2.657166003	4.989968094	4.958522039	5.548035917	4.639464896	4.833471478	3.162409112	3.872741363	3.149678752	4.04978677	3.871639697	3.959369016	4.016241809	4.537851027	4.012684081	3.578441162	4.569144899	2.659991485	2.988642099	1.468585117	4.190941333	2.755979882
Fusarium proliferatum	0.124507724	0	0	0.156653152	0.110837921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171449153	0.281979468	0	0.136446999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94607159	4.725693117	4.749841338	3.191592731	4.348360483	5.389927668	4.073984167	3.686908381	3.822482375	3.220093313	5.101315724	4.018537487	4.908875825	4.551432022	3.339619424	4.160835796	3.73629443	3.19449126	4.709302258	3.791658602	4.378935804	4.25678283	3.918753525	3.415347445	2.385978372	4.632826659	4.619958882	0.934818456	6.770022355	1.674256498	2.44975248	4.15439724	5.564901658	1.587579029	2.236293317	4.528042276	3.504127281	6.298450789	4.465617025	3.616186619	5.839770872	6.175823335	4.742655816	6.202070204	4.730896246	7.257341512	5.691856899	6.051765339	7.024608185	1.812482159	8.20739989	2.012521932	2.577861856	3.384028278	4.523060567	40.26607822	2.03298013	4.801915069	4.502396734	4.205157772	4.924204707	1.409161968	5.084224261	3.429036318	4.727914309	4.130380256	5.412132428	3.917932238	4.197251386	5.318306647	8.214208616	3.927412773	3.743095023	4.625507487	4.938156384	4.469460584	5.17115145	4.2794945	4.169615998	5.866236716	6.300617589	4.728680127	5.340863908	4.484587208	5.609372245	3.863415125	4.002884753	6.166922445	4.152482976	6.314966446	3.89667344	7.11173511	5.58930336	6.24408634	4.561033655	4.276201365	3.457824502	4.686370603	4.038094604	3.898132092	5.120725285	3.231853799	5.249980879	2.456141213	2.781904269	5.188441861
Tetrabaena socialis	0.727463656	0	0	0	0	0.42011641	2.721225259	0	0.366774907	0.56321308	0	0	0	0.743377811	0	0	0	0.28600847	0	0	0	0.318587922	0	0	0	0	0	0	0	0	0.341623984	0.496307035	0	0	0.181152538	0.426679532	0.429468501	0	0.253921066	0	0	1.172849552	0.349029849	0	0.213078607	0.411039796	0	0	0	0	0	0	0	0	0.482524043	0.956582671	1.325242235	0.354706576	1.914275859	1.022900416	1.04673221	1.582661972	0.472395571	0	1.385845239	2.11890642	1.35853951	0.471083382	0.349113164	0.633468612	0.482649335	0.619697926	0.633901159	0.431278135	0.437566234	0.379286131	0	3.142908623	1.886143966	0.695591933	1.452682783	2.691603872	0.307191238	3.119846503	3.098769911	3.30712447	1.945670557	1.341045616	6.928745545	6.181844628	4.940978909	3.809492203	2.633754235	0	4.135843366	4.322547758	3.350083974	2.345157121	5.610523052	1.010676827	0.516599031	1.374612256	2.553466245	0	0	0	0.422137297	3.740749432	4.944725898	0	1.314696207	0.876620746	0.381653348	0.322294436	0.3386332	0	1.377591724	0.493844632	1.263430389	0.321138636	3.13260544	2.549024672	0	1.232591362	1.600662437	0.833463127	2.164768295	1.962790034	1.533512377	3.539222191	5.504241991	4.720320597	2.187174619	1.120129794	4.903435681	2.377492039	6.381631009	3.845237714	0.834804202	4.046242672	5.95311141	2.951256784	1.512866373	4.884140275	2.304916	2.81606896	4.014475335	3.061997834	2.334725646	4.160244995	1.287214678	1.121140386	2.126595471	1.187000965	0	1.096112847	1.229143994	0.73791747	0	1.360218643
Ostreococcus tauri	0	0	0	0	0	0	0	0	11.02436852	9.628769427	8.897438622	4.9243951	4.137299233	22.11867726	9.198289205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.443221537	1.894982554	1.630373084	1.473034037	2.004856865	1.805246789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.026168687	1.931332457	3.866057397	2.57013562	3.694577132	2.371207247	3.117946725	3.926775726	1.862647563	3.480406446	3.935245576	2.889412165	2.792433386	2.094808724	2.3466355	3.474835592	3.735884749	1.974304506	2.095559756	1.124415084	2.081329059	3.262022966	2.980094876	4.338071246	0	0	1.272588168	0.994249961	2.145234854	0	0	2.014629656	3.43594109	1.514507064	3.451690642	4.296810493	4.93625011	3.946510559	3.265303117	3.007614335	6.611947444	4.598949833	4.514162868	3.39810615	2.845686176	3.705828151	4.629518959	4.673246053	4.216883337	0	0	7.005231224	2.786107059	6.630577243	4.867551789	2.429602086	4.717759338	2.20528547	2.179550203	3.695774884	4.620532115	5.100475669	10.69522836	5.884548365	6.839647414	6.541263359	5.588748588	2.278576388	6.778698287	5.518694889	11.51689323	5.511004385	7.891211846	5.967352228	4.049270048	6.915859538	5.806219548	4.723970307	6.822506571	14.64217911	9.435294326	9.349541526	9.529970126	9.042933378	5.394660649	6.323575665	4.833722554	5.611790993	14.80395256	7.982961186	6.895002112	4.017897624	8.704706611	7.067598149	5.208080979	7.317113537	5.678469861	9.771752867	5.613160201	6.821081892	5.600341823	5.756997823	7.11004627	2.341411223	3.202450634	4.796942174
Thalassiosira pseudonana	1.380904018	1.090083897	1.771068139	1.038929192	1.231874018	0.55274626	1.56191624	0.593961151	0.214862586	0.212248938	0.137376356	0.81753935	0.628697249	0	1.86997839	0.683715421	0.070283396	0.826461443	1.041320654	0.601766226	0.512343522	0.603070938	0.411069485	0.654461333	0.152593557	2.702593813	0.760287058	2.632018656	1.187776086	1.82643735	0.136200535	0.165062942	0.409543657	0.39827578	0.437550416	0.296026164	0.236578937	0.759981426	0.728864246	0.632100154	0.447341753	1.464106517	0.876441915	0.99222262	0.913477986	1.446393823	0	0	0	0	0	0	0	0	0.52971435	1.212511087	1.301650536	0.969025314	0.947829787	0.529386217	0.698931915	0.960388627	1.066303084	0.260221292	0.405602974	1.01484389	1.506496998	0.846756928	0.759002887	0.876275297	0.882080757	0.932619461	1.272290026	0.787339952	0.990179477	0.967554672	0.920484184	0.89329177	0.902809335	0.030576438	0	0.161223622	0	0	0.119080707	0.438588087	0.905996252	0.242272764	0.46641281	0.601898628	0.841532817	0.929105023	0.52945302	0.722362124	0.94914377	0.411326769	0.708231557	0.291400858	0.18681704	0.28242622	0.733998907	0.427366649	0.447229297	0.543319159	0.768246955	1.897866868	0.393007943	0.813163466	0.707296901	0.332252767	0.107215305	1.824636481	1.399106482	0.836275232	1.251240222	0.045122705	0	0	0.099098674	0	0	0.024066155	0	0.023039531	0	0	0	0	0	0	0	0	0	0	0	0	0.026434511	0	0.184412646	0	0	0	0	0	0	0.107378787	0	0.04554128	0	0	0	0.102002785	0.071348029	0.109449728	0	0.034927554	0	0	0	0
Tetraselmis sp. GSL018	0	0	4.933941775	2.934671969	0	0	0	0	11.0695024	13.32972058	12.52075952	13.31414145	9.406414683	18.55213611	7.730855975	0	0	0	0	0	0	0	0	1.90042975	0	0	10.29891726	3.589823167	0	0	1.963787718	3.497984444	4.337502997	5.351792553	0	3.179741675	2.417383531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.636760994	2.916346078	2.737267123	3.789029113	2.452077637	6.162521934	2.602621134	3.384514495	2.30551272	3.800470254	6.263376877	2.468330728	2.761104329	4.429998121	3.306488007	6.531307527	3.168101962	6.935322561	4.084277145	3.044914625	5.230793279	3.295137409	4.886402071	4.847086841	0	0	2.1748806	1.740226796	2.131812707	2.81338884	0	0	1.551923639	1.899374371	0	1.578307213	7.147211548	2.920903538	2.422258605	0	6.863810651	3.130522402	6.210497246	4.005366223	0	2.969030553	0	4.243161735	2.937834829	1.357815994	0	4.259585243	6.391864458	6.281886338	5.1091771	2.484607252	2.984757031	3.737382938	5.242343803	4.661804554	3.519482095	3.073478049	10.86224535	6.721203727	4.852741251	2.414307458	4.95849821	3.734962633	7.39162903	6.449870098	8.578638526	6.524971101	3.698970293	7.152700605	3.938850119	5.084561366	4.902732391	7.614664627	3.947660587	8.995020854	4.05622344	6.865914515	6.792447719	5.933966489	2.764125173	8.947475684	8.017650402	8.42626235	12.99948599	7.691963454	6.655628492	3.448935902	6.615964264	5.838771096	8.686206933	6.906618574	8.716363772	8.687398907	7.455489361	9.928439836	4.463376897	7.807494641	5.133743845	10.55073727	8.726234074	8.078125869
Nitzschia inconspicua	0.095781281	0.581760248	0	1.145006422	0.196753702	0.372461875	0.480490306	3.953111974	1.996574035	0.188649649	2.735703398	1.91824221	0.40503728	0.450599572	2.647827742	0	0	0	0	0	0	0	0	7.314663741	2.162718051	27.20840586	12.81170032	41.84420881	15.67858192	23.38210185	0	0.102450747	0.117469869	0	0	0	0	0.194405475	0.091253743	0	0	0	0.092729509	0.152908511	0	0.132328339	0	0	0	0	0	0	0	0	0.265833383	0.105946361	0.25896389	0.149677707	0.196121538	0.1308992	0.164565123	0.352615265	0.242806416	0.192040696	0.267576912	0.096074208	0.267061935	0.111868884	0.295031852	0.178129554	0.141130691	0.140049274	0.151342756	0.164743262	0.304247671	0.179742216	0.197420406	0.163523866	0.091868149	0.825327448	0.421622516	1.312150734	0.637374909	0.469021373	0.397475312	0.555879047	0.795068249	0.168617612	0.260934311	0	0.263381778	3.10914738	1.686755467	1.790261257	1.935776297	3.340603789	1.611237064	1.931682413	0.859659628	1.645764061	5.031172335	5.719014708	4.706592913	4.687073533	2.774024601	1.18780162	0.472085984	0.222340194	0.119884807	0.803796953	0	0.288516323	0.414709578	0.283137131	0.616491715	0.57274618	0	0.173026764	0.088953277	0	0	0	0.107568297	0	0	0.099632306	0	0.099485883	0	0.127294146	0	0.134079912	0.086499604	0	0.062249393	0.196247353	0	0.160028549	0	0.198104125	0.13134618	0	0.256131868	0.26477304	0.198310377	0	0.29959576	0.294993593	0.49393534	0.410486153	0.19788122	0.239220645	0.220186034	0.254501323	0	0	0.267601794	0.121399616	0.221802705	0.306702708
Jimgerdemannia flammicorona	0	0	0	0	0	0	0	0	14.87797603	14.76119206	16.3156118	7.295126998	5.371879856	24.24764275	11.74663628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.931698216	1.723431741	2.842864401	2.125050052	1.939260769	2.65883727	1.638634027	3.649583041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.818636752	2.514432568	2.936949839	2.366867039	1.168395211	0	0	2.934534475	2.337120726	2.57328669	1.251866367	0	1.674852096	3.477775064	2.673022629	3.7943988	2.588899719	2.821566985	3.275855699	2.898047098	2.182104458	2.922843489	1.723898804	2.656807055	3.590709942	0	1.907221385	0	2.542402465	2.637023825	4.199925038	1.496345609	4.783512581	2.145923649	4.51364196	4.223108573	4.465173631	2.609705714	2.490305625	2.007902481	5.968490565	4.836812668	3.035796232	4.382396585	4.22282106	4.962135796	3.794572349	4.534478939	4.057257642	1.327917593	1.95525193	9.7034286	2.641924722	5.108447444	3.307662244	2.335192201	3.847861414	2.404265393	3.379353428	3.623569648	3.455029528	6.311707364	13.91512493	4.007679709	6.135727766	3.955566832	5.31889986	4.150934935	3.777287815	2.908209117	13.37872166	4.050903584	8.704104876	4.126403386	3.996725186	6.505233181	6.678641665	6.022918651	7.961204455	19.96084376	10.66163769	6.876254406	8.743963519	7.645582079	5.778927979	3.929209914	7.101603517	6.296280385	22.3044344	10.5545842	7.166682209	2.799010604	9.468642836	7.771643643	5.512670929	7.157466522	5.987233365	20.50673252	9.67086964	9.343492156	2.718084744	3.501255165	7.37939323	2.347181674	4.51226649	7.131625921
Compsopogon caeruleus	0	0	0	0	0	0	0	0	0	0	0	0.870340098	1.060522165	0	0	3.604467535	0	2.670225991	2.936403273	2.679546205	3.085843371	1.924924373	1.092446127	0	0	0	0	0	0	0	0	0.888640903	1.053950744	0	0	0.803626175	0	0.926876806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.911727668	4.775929803	4.54330094	5.26816518	9.161920603	7.041465928	6.096714241	5.482719325	6.096747466	2.907580846	6.737660596	6.119882324	5.128978678	5.632508493	4.809785871	3.87174265	4.047439705	3.372807184	4.729520137	5.438409781	4.271415952	4.458247095	4.107344237	5.874174371	4.76014363	3.29599152	4.658899445	5.065650608	3.568592616	3.424892031	2.89546296	7.942559438	4.735573926	4.206112315	4.715423835	5.476418055	7.707325779	5.861278714	6.952270494	6.540002312	9.275203625	6.520394519	6.909030231	5.833809367	4.340468238	2.852309687	3.502778297	3.727844404	4.983656268	4.532367796	3.24195294	8.61226064	4.195052213	5.013784195	3.763147057	5.077470966	6.995161595	6.493924754	5.390573479	4.274212532	4.884188577	2.681433029	5.700050044	4.190450449	4.453722489	4.528618065	3.29706559	7.194394925	5.182092649	3.624827691	3.596498616	5.45655823	4.231197538	3.990069874	3.788823258	1.305084661	2.576583127	9.454416092	3.987769497	4.668611312	6.222609684	0	3.9075554	3.185360067	3.519474196	1.291397778	1.923879668	2.324414923	2.390069482	3.756707012	2.292746452	5.151707352	0	1.36948754	1.878165862	1.548289632	2.680448102	0	3.635449068	2.804182627	3.148584887	4.834662985	1.075636342	6.266916501	3.302256205	1.017251987
