	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161	CXD_0802_FDSW210423162	CXD_0803_FDSW210423163	CXD_0804_FDSW210423164	CXD_0805_FDSW210423165	CXD_0807_FDSW210423167	CXD_1001_FDSW210423173	CXD_1003_FDSW210423175	CXD_1004_FDSW210423176	CXD_1007_FDSW210423179	CXD_1009_FDSW210423181	CXD_1015_FDSW210423187	CXD_1201_FDSW210423188	CXD_1202_FDSW210423189	CXD_1203_FDSW210423190	CXD_1213_FDSW210423200	CXD_1214_FDSW210423201	CXD_1215_FDSW210423202	CXD_0204_FDSW210423206	CXD_0209_FDSW210423211	CXD_0210_FDSW210423212	CXD_0213_FDSW210423215	CXD_0214_FDSW210423216	CXD_0215_FDSW210423217	CXD_1401_FDSW210423218	CXD_1402_FDSW210423219	CXD_1408_FDSW210423225	CXD_1412_FDSW210423229	CXD_1414_FDSW210423231	CXD_1415_FDSW210423232	CXD_1604_FDSW210423236	CXD_1609_FDSW210423241	CXD_1610_FDSW210423242	CXD_1611_FDSW210423243	CXD_1612_FDSW210423244	CXD_1613_FDSW210423245	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Trieres chinensis	0	0	0	0	0	0	0	0	4.556897896	8.585842819	6.771759103	4.655811712	4.169573345	9.60834358	2.790101698	0.428052978	0	0.466185799	0	0.570248557	0	0	0	2.976533736	0.228704316	13.52597288	3.27768873	19.21339814	6.837934271	10.24088833	1.676943495	1.819178146	1.855328117	1.900113343	1.712408233	1.91348418	1.987334348	3.45834964	0.345014728	0.376305585	0.953910601	0.540514546	0.818699131	0.345995736	0.39598234	0.362682127	0	0	0	0	0	0	0	0	0.87131816	1.318649268	1.640173237	1.484362763	0.538158342	0.677588773	0.574733319	1.14669989	1.395698149	1.069689258	0.733913634	0.533577035	1.173606696	0.39860277	0.761534406	0.948588462	1.315994828	1.42936315	0.869809321	0.474084724	0.988098987	1.997289713	1.285853796	1.558965904	0.633982059	0.670371052	4.047954624	0.592049629	2.247539562	0.734663478	1.167437405	2.250475619	1.509946594	1.131270627	1.14634221	2.80519573	3.961862856	2.672534517	1.952538648	0.942062253	3.709196141	3.965342515	2.565807227	1.115592446	1.112496224	1.729152665	0.97023006	0.989751757	1.508104682	0.788260609	1.278802898	1.003604438	1.633635526	2.85591072	4.074536013	1.46721521	1.124121286	1.447468938	1.374308963	1.395467636	1.598290864	1.547467288	3.85364844	1.923900555	3.145011564	1.916292529	3.711063395	3.75544866	2.062575137	1.757516906	3.695334053	1.758002065	4.226940557	3.43783347	3.590414038	4.371867822	4.645871994	5.700068274	4.542344325	4.951065977	5.549272625	4.46678119	5.44383958	4.651189962	1.833355155	4.610812123	5.481571171	4.09120556	4.578576737	5.002333393	3.012735227	5.261562791	4.159328168	4.653432169	4.766864942	5.784870215	4.725855963	3.597189982	6.772949638	2.48058843	1.689776433	2.114170344	4.329903748	2.887207136	5.436698565	4.029688665
Gigaspora margarita	37.38420338	48.44657669	85.44860008	55.736981	58.14917757	47.72336386	36.21400616	44.8333402	99.32838428	164.3373392	149.1360827	94.57401108	82.33510556	204.6936421	40.92875887	10.3471465	4.874782926	11.06743707	7.919544709	11.37907069	8.101988407	8.699618034	6.350288731	0	0	0	0	0	0	0	12.72956018	13.67929093	15.31420896	18.96901039	10.64090165	15.55291949	13.99783506	30.69336297	0	0	0	0	0	1.626889463	1.645078322	0	0	0	0	0	0	0	0	0	35.97696738	28.31408297	26.74440377	41.38245987	20.10682613	28.09229679	16.44253441	41.67196	41.27365719	29.79962537	26.73535119	16.33186785	20.18853246	26.78484423	33.60755173	31.5093627	36.6517343	38.46010387	29.52015595	30.81083792	29.8486013	35.89166718	32.95654775	34.99416882	40.06537815	18.20448092	40.97583036	16.96120505	43.64171815	34.40089283	28.80338056	32.83005048	38.0105702	36.70206705	24.06738513	42.19572995	80.77337937	38.94503705	49.4563431	35.73057051	61.15353042	65.86059568	48.09976997	42.17365771	34.76591715	69.93723081	48.50481406	48.39718642	44.0181541	24.52244148	24.09367164	42.43909988	63.49609192	64.46500118	54.74352078	29.47318059	54.93734551	30.43644946	35.53772134	27.09464577	34.19943059	38.62844976	97.42627898	64.92427429	56.19782653	50.24816212	70.81475439	49.87880421	68.12775609	58.89733523	72.36802666	54.1498732	67.46611798	60.73163023	57.5272676	64.56480568	60.93770671	75.61046867	66.05482874	109.4019236	68.43635478	69.269091	70.82365862	65.75617551	58.87666437	66.73290415	73.56862138	73.30135894	108.8975868	77.8425063	55.33804128	49.6539464	58.42630998	66.84634021	72.63344147	82.90700486	72.4236702	81.44987262	75.16623777	61.633783	63.98639018	61.55573523	56.46376588	75.74901625	82.98511261	75.11207655
Notodromas monacha	0.421058809	0.77626533	0.722233183	0.674740156	0.653518339	0.341576975	0.371536725	0.441912713	2.710290869	1.354227553	1.458238785	2.034561701	4.196801528	1.004255083	2.961217435	1.012799484	0.327312753	0.91045736	1.266263986	0.858782482	0.902272009	0.919687744	1.044222547	0	0	0	5.729880275	0	0	0	0.818270211	0.642336911	0.942293648	0.494719969	0.716029244	0.874288885	0.486308931	0.84611296	0	0.137712646	0	0	0	0.148681625	0	0	0	0	0	0	0	0	0	0	2.385147458	2.39527719	2.800287797	2.609296135	1.476827794	1.91297266	1.625189294	2.247574358	2.481565977	0.95977267	2.343053083	2.359295987	2.569932114	1.932462972	1.870366865	1.858886208	2.68849629	2.010150187	2.894239726	1.204604699	0.998051137	3.436328222	1.824426973	0.674410901	1.123764219	5.864216641	4.071094954	1.398838626	4.968878737	3.173738809	1.725866425	6.67065922	5.855497024	2.860525824	1.592346364	3.945758417	3.973870568	11.06228093	7.124315035	2.403117341	5.268347375	7.904081413	6.437164585	5.877877456	3.88443253	8.902081733	7.005686558	5.593960956	8.672311625	0.948150758	3.711137481	1.453140497	3.064661758	3.127758679	4.03176774	3.41197606	1.331203876	2.357048907	1.814849736	2.374478211	2.456381524	1.313165657	1.798543955	1.563472311	2.102889727	1.281130558	3.885571442	1.511596998	1.893117444	2.270765745	3.067147765	2.860181198	2.98113613	1.411689295	2.31310079	3.015462382	1.692457843	3.623838253	2.012202311	2.156208252	3.260896994	2.326202388	2.98319707	2.32241055	1.851919603	2.015989141	2.358915722	3.005203962	1.071168705	2.080279023	1.491937007	2.573057864	2.447320766	3.500465146	1.246479969	1.795837813	1.615719509	1.087494073	1.277687956	1.475084382	1.932092131	1.300846538	1.091296568	1.912843845	2.203903624	1.62096895
Rhynchophorus ferrugineus	5.311928417	6.512826286	10.65037984	6.643567604	7.403852779	6.391629699	7.667275046	5.477838788	13.32641386	19.97409481	16.60248193	10.17096817	9.178153597	28.60299667	13.21593236	2.488082056	0	1.878916593	1.578826682	1.811135861	1.402265635	1.318561784	0	0	2.289617904	1.148843529	1.659119923	0	0	2.593560451	2.463241295	2.419006224	3.736149245	2.512317682	2.701362209	3.103829797	2.226043934	4.275543571	0.479440488	0	0	0	0	0	0	0.563654576	0	0	0	0	0	0	0	0	5.318983154	3.331172447	3.485791634	4.898923062	4.623470286	2.962542784	3.030190947	5.81170184	4.62843844	3.526994878	4.206911898	3.346751086	3.698324826	3.674586491	4.588160634	4.550990675	4.314460253	4.940741337	4.215589735	4.754199327	3.439767754	4.704754571	4.131747039	4.810671542	5.129091766	1.412632124	3.66326365	1.351096634	3.836874768	3.964945557	2.811206251	2.839683901	4.471570654	4.98199615	2.807321202	6.253065846	10.88722141	3.268798386	4.477628983	3.027234225	9.947979665	9.030076105	5.498908353	4.914290741	6.791400901	7.320669761	4.898317952	4.924468686	5.572377366	1.368974015	1.949254306	6.976581514	8.835994375	8.554577639	8.945020133	3.107588228	6.904843687	4.042532512	5.180954799	3.898081298	6.008272097	3.77214141	9.950366171	9.225142112	8.090755355	6.874785002	9.438323885	5.44493081	7.295900967	5.756420397	7.570789061	6.412576838	7.95367478	7.214877574	6.149568136	6.315636735	8.116900422	7.286522342	6.705127595	12.19256057	6.835477012	7.751392718	9.01703555	7.802258186	6.70723781	6.836488184	8.873115356	8.222400942	13.49873758	8.521736057	5.156855165	5.114028522	6.823074072	8.433577032	7.452169888	9.644073053	6.409336277	9.42762562	7.574635439	7.602434866	9.552310537	6.38914087	5.835089412	7.104310614	8.743465757	6.628993213
Chaetoceros debilis	1.789836583	2.154741892	2.580349696	0	2.113341788	1.596127747	1.881330365	2.060085504	13.44407323	17.72502484	14.36311575	8.622770302	7.445076826	17.63419661	8.461895219	2.174410782	0	1.967483636	0	2.236734739	2.041452651	0	0	6.187293971	1.433625958	26.06204787	8.255551574	44.95524231	15.04060401	23.38142199	6.566614762	6.150810407	6.613857028	4.21083825	5.631467159	6.698825987	6.284948925	3.645350015	1.02689871	0	0	0	0.917309023	0	0	0	0	0	0	0	0	0	0	0	3.612653753	4.499125411	4.837055685	5.192605822	5.257155671	3.556771966	3.271092336	4.411581984	6.17453713	4.459399982	4.212504357	4.304127474	3.911602944	3.663503087	4.453580069	4.847512301	4.235633162	3.926723303	4.226409916	3.629121945	4.061809677	4.728832064	4.11622484	4.634401943	4.677996059	2.049409118	6.757192807	1.752799122	4.944112565	5.582092786	3.460080299	3.069581139	3.041892685	4.893488578	4.153928794	8.3319374	8.593222911	2.989290549	5.114770107	3.036486989	8.678373051	7.588952136	6.311397928	4.789202353	6.121289722	7.86100746	6.7823966	4.566097418	6.2683951	1.302107332	2.924815246	4.678397122	7.484591198	11.03169709	9.610879734	3.717016601	5.454510739	4.816790806	5.367795746	4.942051211	5.536076087	3.633883259	8.032593978	9.286832305	10.66189649	11.31206917	9.428303262	6.798946647	12.03334201	9.286045166	8.317921178	6.602633121	10.4054626	9.585263402	12.32718571	11.20201695	13.04939735	8.335381896	8.802764592	10.42358518	10.45742198	13.50834094	14.0913211	13.6099287	8.026370677	10.42951292	13.18547435	11.19453889	11.43821562	12.1008953	8.973689624	6.973614418	13.66489885	12.40508256	11.67771352	14.51043118	8.752431687	10.26376413	9.55986438	10.41280532	8.745027783	9.481752612	11.28842244	6.173411096	9.329009392	10.76333665
Rhizopus delemar	0.717806968	0	1.145885114	0.840222369	0.988629585	0.694927268	0.487254807	0.74883436	6.035958332	6.642751906	6.066099154	3.572994704	3.392001066	5.67269322	3.09342927	1.022591907	0.53182953	1.030295421	0.828097327	1.175446499	1.324740209	1.41781958	1.365815287	0	0	0	0	0	0	0	4.323018595	3.865304559	2.874744342	1.822567307	3.149556736	3.327954724	2.701420319	1.114795737	0.707008033	0.88281754	0	0.452308597	0.628790343	0	0.745860929	0.597930389	0	0	0	0	0	0	0	0	3.042872244	3.170165981	3.197060434	3.674611059	2.053766962	2.799442522	1.97409205	5.176734607	5.196726106	6.097522621	3.685536917	2.022797721	1.740017091	3.103698506	4.536101358	4.219036272	5.77219877	5.523032655	3.888016208	3.968661183	4.681662661	3.853341975	3.709561478	2.731002887	3.92418844	0	1.477704276	0.375631248	1.047327618	1.594664162	2.634035048	0.664573597	3.423287618	2.13256316	0.745239853	2.67257086	5.114338426	2.24070831	2.727725091	1.156912945	4.190500376	3.908006756	3.458177572	2.903455438	3.046493909	2.863771577	3.505775394	4.912308871	3.568835429	10.93531149	7.031256581	6.021419881	4.766466015	4.948633149	3.412496883	0.462607409	2.626214841	2.987590288	5.362432836	3.760681915	4.873099335	2.566604228	5.188676529	5.004334973	5.776586591	4.132059825	4.138957445	2.766837749	5.403098949	5.585186958	4.869714322	4.440743889	5.040641543	5.138143038	3.251926706	4.115817872	4.066524823	4.117086239	4.873178129	8.551541663	5.966356139	5.01109504	5.800058073	4.381580314	4.307723711	4.654068895	5.921120439	4.750989063	9.429514565	5.393114948	2.949582223	1.961585517	4.140875974	5.296283157	4.443670762	3.835583341	5.362391315	8.547148558	4.423923496	4.993559638	4.564125076	5.398303464	3.672335404	5.234469237	4.269858047	5.106838256
Pycnococcus provasolii	0	1.132301294	1.704100698	0.910593123	1.329031887	0.968187028	0.687259973	0	0	0	0	0	0	0	0	3.702211482	1.63124141	3.543413747	3.807819491	3.893958309	3.513241604	2.966481576	2.545669988	1.292580301	0.763755898	1.095594771	2.267673605	1.311877403	0	0.621742801	2.936651839	3.175325509	3.672695213	4.455092215	1.627186601	2.417604087	2.241608617	6.596753644	1.277302286	1.352187973	1.762174608	1.850282315	3.027855368	2.35221961	2.858340939	2.87570998	0	0	0	0	0	0	0	0	1.974529487	1.553262069	2.146621033	1.746198706	1.416018335	2.820749671	2.49383036	1.710237427	2.105337296	1.556986867	2.961325616	1.1141115	0.659096689	1.254787677	1.771054551	1.878863623	1.234017042	2.129310431	0.885163222	1.634811783	1.712565791	1.029559352	1.188897272	1.431779131	1.144867557	0.580543841	3.588282143	1.128449605	0.812985291	1.541086604	0.647929726	1.635229411	0.84103647	2.349280819	0.463466463	0.691888564	1.07674486	1.337049649	1.664872345	1.316927875	0.969327087	1.130741963	1.408109102	1.88038521	0.542880916	0.69307385	1.280228821	1.782632428	0.889591658	1.073032543	1.221102603	1.024203936	2.719866718	1.049168373	0.840706782	1.141223126	1.402673558	0.869169589	1.054496375	0.466498174	0.954185214	1.685387947	1.86109333	2.561885391	2.240342623	1.874023453	1.698392521	1.127960997	1.559787268	2.619240647	2.722716367	2.270824757	1.189301847	2.684007101	1.978507622	0.990554232	2.015124178	1.997161551	2.229169429	1.355809996	1.793315729	1.403748353	2.774287351	2.020767452	2.037732983	2.638349149	1.938241728	1.701044263	1.853421673	0.579597523	1.991697803	0.780239573	2.531684443	0.966916567	1.155825478	0.459826675	2.856086603	1.073118062	1.53691419	2.0433253	2.312716845	1.552694754	1.544532169	1.875448316	1.398137569	1.476160726
Eutreptiella gymnastica	1.055029509	1.145013134	1.325881926	1.797491092	0.778360332	0.761140564	1.382480495	1.590816911	5.60164986	7.157529143	6.81678987	4.3381242	3.481870699	8.672987734	2.98073559	0.16909409	0	0.18759746	0	0.095258969	0.141701592	0	0	0	0	0	0	0	0	0	1.110515774	1.412111628	1.978157158	1.740746404	1.054180429	1.422969246	1.34725443	2.23659678	0	0	0	0	0	0	1.300563834	0	0.12441795	0.259197594	0.204130865	0.31033677	0.156752766	0.215520455	0.189581617	0.225770986	2.71478125	3.136785917	2.368958244	2.834764392	2.499850092	3.228780283	2.372893439	2.835740614	3.075794132	2.619685617	3.091054087	2.322454168	1.923457536	2.466382629	2.613631078	2.757936722	2.948825219	2.559667979	2.820437786	2.48932169	2.577092984	2.920059457	2.33085246	2.152799865	2.959161404	1.806285276	2.748310508	1.999726762	2.967929161	2.684583609	2.210965392	2.535595155	2.935954351	3.035261919	2.946268206	3.170287475	4.635360928	2.967694453	3.296077166	2.861213636	4.419876209	4.590755776	3.756415895	3.031653313	2.016949573	3.160543843	2.749186376	2.9827522	3.182171444	1.320451799	2.805585001	2.764303542	4.162775196	4.608325212	4.057197426	2.664389975	3.126539598	2.494462946	2.828942335	2.326867281	2.666901123	3.175895592	5.558282304	5.244199068	5.48111742	4.586568008	4.356929493	3.910135708	4.859264757	4.241855439	4.317639173	4.316240377	5.204104719	5.549347421	4.22455071	5.449538495	4.673822111	5.535342882	4.947232148	7.240867929	5.129371522	5.402761561	5.67508463	5.340315306	4.633005121	5.184449517	5.505263691	5.371094879	7.14952346	5.353804237	4.269836406	3.715978118	5.439740076	4.522026423	4.627978392	5.935096503	5.478392767	5.171214045	4.975909213	4.607741099	5.00211484	4.488267124	4.40272902	5.074959468	5.689250782	5.515690272
Chondrus crispus	2.91878135	2.772589581	1.872591109	2.942519941	2.354199428	2.333838434	2.697375833	2.323364575	3.170412357	3.406976396	5.5039101	3.241103623	3.595102026	7.249559636	2.23882235	0	0	0.1030575	0	0.154744281	0.110065007	0	0	0.35732436	0	0.47831317	0	0.507434846	0.222437222	0.51259782	0.274760346	0.614088642	0.727525028	0.66389743	0.40596311	0.53567556	0.382915205	0.406126321	0	0	0	0	0	0	0	0	0.141442771	0	0.122760197	0	0.125439443	0.185420673	0	0.220186818	2.163447882	2.118761458	1.60553782	2.225452916	1.807823933	1.829789609	1.699834593	2.083828487	2.39147702	2.708790153	2.00382187	1.047706378	1.315094652	1.817435685	2.071250642	2.34407042	2.236805058	2.283260692	2.433246707	1.754020253	1.477338607	1.805791657	2.002192952	1.6062799	1.348799356	14.2051349	6.923298391	1.478049253	6.27221018	1.262438944	1.027999243	2.447889975	1.920097841	0.328023262	0.214310737	1.451873144	2.866809523	1.718857837	1.586700982	6.143691056	2.414295837	1.669684767	2.378764796	1.866459142	1.285051056	1.321218407	1.990852551	2.579910577	2.323041392	4.725523362	3.676849906	0.949605018	2.209285935	2.100464842	2.370732462	6.38014939	1.94317305	1.948855613	2.756057317	1.130210931	2.81570391	2.98671399	3.588200193	2.718084623	3.174575725	2.960368618	2.310835003	2.903724067	3.221355712	3.187196286	4.423897742	2.833541883	2.522002096	3.160274336	2.811232179	2.30408894	3.4575562	4.286205475	2.280723021	3.704127718	2.992658322	2.718707488	3.34450908	3.388686863	2.67128266	3.212306809	3.062413673	2.576042954	3.923749224	2.515411209	2.787760602	2.976943793	3.068910606	2.08147476	2.704056277	2.16912829	3.053925103	2.826132338	2.196761838	2.827622971	2.587076574	3.777847566	2.232446142	3.76364313	3.119961867	2.851744626
Oidiodendron maius	0	6.287043337	0	0	0	0	0	0	16.56078867	24.33240617	13.23383038	8.015919107	0	15.26529098	0	34.83586624	6.045330399	17.78555256	30.37181103	20.54129895	25.37951029	30.21793063	19.52005612	0	0	0	0	0	0	0	63.19661241	56.12319084	53.08116538	25.09318949	46.76553922	80.12000866	49.06166937	63.92493699	26.46374926	21.52237553	17.50323331	37.73000704	15.73565223	29.50608693	25.25410219	26.94266842	8.180972155	7.596147205	10.35787738	7.866302609	11.49447147	8.861953153	14.19644194	8.549251644	30.47381498	30.83893138	34.02740458	27.84177358	16.3668743	23.83748903	24.81735862	24.97430162	27.16568371	17.94187707	21.15069407	27.13571529	30.10340488	26.33141565	17.75556945	20.53792464	20.57325884	19.69923876	24.45927297	25.05377345	23.1347426	18.77946688	24.56061489	31.10975444	28.20273196	19.27817446	41.66562548	20.82997455	30.63428479	21.15093409	31.33756415	25.26547686	16.54181752	29.57401679	32.15885516	41.3323017	45.91222835	31.7233016	33.39247922	28.40954848	40.05499857	40.88735652	37.49381903	27.32801931	50.24472737	28.49301629	33.77952731	26.86288978	31.19477147	18.3741266	13.63937357	67.28330147	42.57443499	44.4928588	32.98624469	21.20830583	62.60860301	22.78934955	29.81965528	30.82156156	32.11000491	42.47553626	67.44784202	70.81987862	61.32515317	53.33174694	75.48099298	75.58268512	53.53496819	53.76354387	62.34157612	71.75143249	69.86464099	53.54726804	62.91472196	64.91131026	70.99312804	91.45016549	60.52177331	57.62750685	78.11514476	56.90767991	72.72891427	55.39723454	60.49855994	70.74088477	56.14187105	64.70844355	58.4516596	64.66398808	66.65738692	71.3522151	48.53730947	51.96833694	48.81261533	45.53607454	34.15976195	49.80331915	42.84865192	51.04538728	62.83812464	50.73754293	52.13156958	22.61212112	29.43098449	45.84909481
Pseudictyota dubia	0	0	0.419295711	0.42895853	0.438941073	0.385776759	0.287106683	0	1.494167883	2.580955924	1.298673702	1.111373631	1.548005981	2.146102171	0.967727446	0.939261139	0	1.181872484	1.089689208	1.296124142	1.23143375	0.720351972	0.992952663	3.065413501	1.003399689	12.85934667	4.334013632	18.77577012	7.169487446	11.47715558	1.126288011	1.285339227	1.206432221	0.819556469	1.186551061	1.079745781	1.327985403	0.437648697	0	0	0	0	0	0	0	0	0.769230756	0	0.709984471	0.484688895	0.379153131	0.489006385	0	0	1.221187861	0.74832977	1.186738645	1.136931732	0.914969079	0.463251532	1.027665568	1.175188306	1.595291477	0.885001431	1.076969047	1.121046459	0.525398117	0.749396118	0.464754177	0.737109724	0.512940075	0.973447931	1.208064182	1.024579052	0.539320547	0.76414612	0.616268998	0.913192337	0.647147819	0.636526751	2.75226328	0	1.18226565	1.352120683	0.877726629	2.225891297	1.159907685	1.219123971	0.720171077	1.978812942	3.256934738	2.173896616	2.024471134	1.079028928	3.385911016	3.40550229	1.679858636	2.382390906	1.63950854	1.257079549	1.046423177	1.373712583	1.668474346	0.704796682	0.856339318	2.363551439	1.318142591	2.08712353	2.325461242	1.045900825	1.822698034	1.058680796	1.269943953	0.545157862	1.354315762	1.288852152	2.618087597	3.429528479	4.053892341	3.238720673	4.329204549	3.474545551	3.359183971	3.840394207	1.787755627	3.646547981	4.73457408	3.786013877	4.138292866	5.262383036	5.471049746	4.399018436	4.707413883	2.778996797	3.665666781	4.395424067	5.122463946	4.486365665	3.422514633	4.070556989	4.992938885	4.621508107	2.617351272	3.4367958	2.569730338	3.41896364	3.757658755	3.76446376	3.084564049	3.188718138	2.705203192	1.508329776	2.857534272	2.849833389	3.693230176	3.174902472	1.935288181	3.514681482	2.75375771	2.7852963
Aplanochytrium stocchinoi	0	0	0	0.59978918	0.655654509	1.562879612	0.783681229	0.894044334	2.744227564	6.896098121	4.943121341	3.668155146	2.563010187	6.089740892	0	0	0	0	1.091822729	1.217680378	0.96403642	0	0	0	0	0	0	0	0	0	3.116220515	3.653614083	3.710913966	3.926862846	2.455851318	2.534786384	3.328940875	2.31925625	1.905065491	2.343603506	3.105498931	3.138668778	1.737944648	2.364511836	2.864703839	1.885860657	1.599585143	1.190661135	2.117826641	1.365892105	2.6604927	2.730863792	1.598977667	2.405605559	2.441768855	2.300221367	1.48379887	3.080818317	2.453990039	4.743852873	3.010687473	2.398564853	2.448885307	2.521438735	4.764650419	3.527897538	2.119627325	2.045786884	2.792130913	2.221441052	2.80240663	3.73682987	2.5668201	2.626608424	2.898039309	2.232611837	2.498117264	2.776005707	2.143756817	1.093464474	3.013729945	1.483142017	1.908113795	1.551605485	1.056666469	2.821737077	1.145359878	1.96227624	1.276795289	0.803669214	3.434523838	2.251734954	3.277995464	2.354605391	2.432278552	1.837151523	2.84834492	3.299491916	2.820083701	1.17513977	3.014431804	2.080807175	2.313440751	1.328350303	0.823992624	1.286439655	2.489815551	1.767220901	1.899042159	1.763909896	0.878104757	2.679502935	3.372732496	2.530047482	2.542657451	3.150271494	5.425056497	5.323934952	4.757145943	2.92040865	4.127401998	3.287434884	3.571944218	4.800093905	3.036140096	4.136506139	5.463784173	3.233494154	5.825169283	5.151738999	4.758686538	4.925577862	6.195375579	3.955670178	4.98882027	3.938533956	5.772700282	4.956818792	3.470085106	5.631262669	5.951718148	6.110080196	4.307017648	4.029996431	4.002105955	5.96601151	4.996672772	3.87601181	3.911814087	3.218239809	6.240919726	1.801361751	2.791379351	2.791865259	3.841320624	5.174762833	2.307831681	5.652963242	4.758823189	3.774322808
Exaiptasia diaphana	0.487246274	0.886758814	0.196797156	0.604209907	0.545715632	0.506932394	0.54837727	0.483261588	0.426579995	1.01364723	0.484090375	1.212519414	1.684366768	0.366386118	0	0	0	0.459525133	0	0.344176929	0.207976692	0.270827655	0	7.782962519	0	4.876523409	1.064655002	2.262601014	0.483601414	7.331724148	1.65877275	3.398976896	2.779069471	1.349619018	1.208460095	1.374294758	3.74656155	2.79813978	0.104839934	0	0	0.139722175	0	0	0.099147841	0	0	0.098590745	0	0.143565738	0	0.145146797	0	0.112714637	1.914773573	2.077039071	2.287451945	2.296336107	1.899559954	2.544890102	1.734705023	2.315326943	1.953208287	1.948649978	3.059514221	2.315501584	1.753131304	2.379372054	2.837567914	2.513513414	2.327431466	2.034423398	2.430030156	2.157731847	1.750122106	2.180683709	1.552694537	1.153833454	1.215223728	0.623353548	1.121745231	0.44219981	1.733544413	1.21701139	0.271922208	1.33147739	0.87256589	1.098272423	0	0.633946055	2.058341971	1.029648523	1.306359813	0.624953848	1.538561909	1.269510784	1.395039106	1.088584188	0.895384692	0.533044954	1.17546869	0.861619964	1.162530171	0.530726511	0.709782467	0.524893929	1.799096322	1.821737117	2.174658042	0.951662492	0.552558273	1.798623443	1.900521182	1.17854473	1.199426151	0.735666001	1.384290824	4.755832803	4.216911135	3.591226225	2.666763935	2.052470497	3.957502881	4.318221384	1.086346025	3.762448456	2.006453688	4.609148509	2.426223992	2.809712925	2.352771252	3.66885907	2.261335616	2.075144834	2.584336777	2.088882584	2.830626842	2.782365149	4.141626092	3.042048688	2.340292122	2.412588842	3.160948041	2.463472891	2.862654451	1.007301384	2.254874845	2.196004405	2.484532915	2.122202656	3.412797201	1.419920805	1.433177917	2.991262685	3.052605568	4.726393499	1.632071651	5.604527941	3.391594706	3.730232364
