sample1,sample2,Heterogeneous.Selection,Homogeneous.Selection,Dispersal.Limitation,Homogenizing.Dispersal,Drift.and.Others
BH4_FDSW220017124-1r,BH2_FDSW220017122-1r,0,1,0,0,0
BH6_FDSW220017126-1r,BH2_FDSW220017122-1r,0,1,0,0,0
BH8_FDSW220017128-1r,BH2_FDSW220017122-1r,0,1,0,0,0
BH10_FDSW220017130-1r,BH2_FDSW220017122-1r,0,1,0,0,0
BH12_FDSW220017132-1r,BH2_FDSW220017122-1r,0,1,0,0,0
BH14_FDSW220017134-1r,BH2_FDSW220017122-1r,0,1,0,0,0
BH15_FDSW220017135-1r,BH2_FDSW220017122-1r,0,1,0,0,0
DD1_FDSW220008388-1r,BH2_FDSW220017122-1r,0,0,0,0,1
DD3_FDSW220008390-2r,BH2_FDSW220017122-1r,0,0,0,0,1
DD5_FDSW220008392-2r,BH2_FDSW220017122-1r,0,0,0,0,1
DD7_FDSW220008394-1r,BH2_FDSW220017122-1r,0,0,0,0,1
DD9_FDSW220008396-1r,BH2_FDSW220017122-1r,0,0,0,0,1
DD13_FDSW220008400-2r,BH2_FDSW220017122-1r,0,0,0,0,1
LYG1_FDME210455382-1r,BH2_FDSW220017122-1r,0,0,0,0,1
LYG3_FDME210455384-1r,BH2_FDSW220017122-1r,0,0,0,0,1
LYG5_FDME210455386-1r,BH2_FDSW220017122-1r,0,0,0,0,1
LYG6_FDME210455387-1r,BH2_FDSW220017122-1r,0,0,0,0,1
LYG7_FDME210455388-1r,BH2_FDSW220017122-1r,0,0,0,0,1
LYG11_FDME210455392-2r,BH2_FDSW220017122-1r,0,0,0,0,1
LYG13_FDME210455394-1a,BH2_FDSW220017122-1r,0,0,0,0,1
NB1_FDME210455352-1r,BH2_FDSW220017122-1r,0,0,0,0,1
NB2_FDME210455353-1r,BH2_FDSW220017122-1r,0,0,0,0,1
NB4_FDME210455355-1r,BH2_FDSW220017122-1r,0,0,0,0,1
NB6_FDME210455357-1r,BH2_FDSW220017122-1r,0,0,0,0,1
NB7_FDME210455358-1r,BH2_FDSW220017122-1r,0,0,0,0,1
NB11_FDME210455362-1b,BH2_FDSW220017122-1r,0,0,0,0,1
NB12_FDME210455363-1r,BH2_FDSW220017122-1r,0,0,0,0,1
NB15_FDME210455366-1r,BH2_FDSW220017122-1r,0,0,0,0,1
SY3_FDME210455399-2a,BH2_FDSW220017122-1r,0,0,0,0,1
SY7_FDME210455403-2a,BH2_FDSW220017122-1r,0,0,0,0,1
SY9_FDME210455405-2a,BH2_FDSW220017122-1r,0,0,0,0,1
SY11_FDME210455407-1r,BH2_FDSW220017122-1r,0,0,0,0,1
SY12_FDME210455408-1r,BH2_FDSW220017122-1r,0,0,0,0,1
SY13_FDME210455409-2a,BH2_FDSW220017122-1r,0,0,0,0,1
SY15_FDME210455411-2a,BH2_FDSW220017122-1r,0,0,0,0,1
ST1_FDME220007465-1r,BH2_FDSW220017122-1r,0,0,0,0.011478657,0.988521343
ST3_L1,BH2_FDSW220017122-1r,0,0,0,0,1
ST7_FDME220007471-1r,BH2_FDSW220017122-1r,0,0,0,0,1
ST9_L1,BH2_FDSW220017122-1r,0,0,0.5,0,0.5
ST10_L1,BH2_FDSW220017122-1r,0,0,0,0,1
ST12_L1,BH2_FDSW220017122-1r,0,0,0,0,1
ST13_L1,BH2_FDSW220017122-1r,0,0,0.5,0,0.5
ST15_L1,BH2_FDSW220017122-1r,0,0,0.5,0,0.5
WZ1_L1,BH2_FDSW220017122-1r,0,0,0,0,1
WZ3_L1,BH2_FDSW220017122-1r,0,0,0,0,1
WZ5_L1,BH2_FDSW220017122-1r,0,0,0,0,1
WZ7_FDME210455463-1r,BH2_FDSW220017122-1r,0,0,0,0,1
WZ10_L1,BH2_FDSW220017122-1r,0,0,0,0,1
WZ11_L1,BH2_FDSW220017122-1r,0,0,0,0,1
WZ14_L1,BH2_FDSW220017122-1r,0,0,0,0,1
WZ15_FDME210455471-1r,BH2_FDSW220017122-1r,0,0,0,0,1
XM2_FDME220007436-1r,BH2_FDSW220017122-1r,0,0,0,0,1
XM4_FDME220007438-1r,BH2_FDSW220017122-1r,0,0,0,0,1
XM6_FDME220007440-1r,BH2_FDSW220017122-1r,0,0,0,0,1
XM8_FDME220007442-1r,BH2_FDSW220017122-1r,0,0,0,0,1
XM10_FDME220007444-1r,BH2_FDSW220017122-1r,0,0,0,0,1
XM12_FDME220007446-1r,BH2_FDSW220017122-1r,0,0,0,0,1
XM14_FDME220007448-1r,BH2_FDSW220017122-1r,0,0,0,0,1
XM15_FDME220007449-1r,BH2_FDSW220017122-1r,0,0,0,0,1
YC1_FDME220007405-1r,BH2_FDSW220017122-1r,0,0,0.302608447,0,0.697391553
YC3_FDME220007407-1r,BH2_FDSW220017122-1r,0,0,0.292149952,0,0.707850048
YC5_FDME220007409-1r,BH2_FDSW220017122-1r,0,0,0,0,1
YC7_FDME220007411-1a,BH2_FDSW220017122-1r,0,0,0.302128524,0,0.697871476
YC9_FDME220007413-1r,BH2_FDSW220017122-1r,0,0,0.316047761,0,0.683952239
YC11_FDME220007415-1r,BH2_FDSW220017122-1r,0,0,0.297321294,0,0.702678706
YC13_FDME220007417-1r,BH2_FDSW220017122-1r,0,0,0.305532696,0,0.694467304
YC15_FDME220007419-1r,BH2_FDSW220017122-1r,0,0,0.309582226,0,0.690417774
ZH1_FDSW220008784-1r,BH2_FDSW220017122-1r,0,0,0,0,1
ZH3_FDSW220008786-1r,BH2_FDSW220017122-1r,0,0,0,0,1
ZH5_FDSW220008788-1r,BH2_FDSW220017122-1r,0,0,0,0,1
ZH7_FDSW220008790-1r,BH2_FDSW220017122-1r,0,0,0,0,1
ZH9_FDSW220008792-2r,BH2_FDSW220017122-1r,0,0,0,0,1
ZH11_FDSW220008794-2r,BH2_FDSW220017122-1r,0,0,0,0,1
ZH13_FDSW220008796-2r,BH2_FDSW220017122-1r,0,0,0,0,1
ZH15_FDSW220008798-2r,BH2_FDSW220017122-1r,0,0,0,0,1
C1_FDSW202534412-1r,BH2_FDSW220017122-1r,0.55009048,0,0,0.090890442,0.359019078
E5_FDSW202534388-1r,BH2_FDSW220017122-1r,0.535241266,0,0,0.099523266,0.365235467
E10_FDSW202534389-1r,BH2_FDSW220017122-1r,0.532400386,0,0,0.089899737,0.377699877
E20_FDSW202534390-1r,BH2_FDSW220017122-1r,0.582584635,0,0,0.067569344,0.349846021
E50_FDSW202534391-1r,BH2_FDSW220017122-1r,0.586817976,0,0,0,0.413182024
E100_FDSW202534392-1r,BH2_FDSW220017122-1r,0.587721188,0,0,0,0.412278812
E150_FDSW202534393-1r,BH2_FDSW220017122-1r,0.584876363,0,0,0,0.415123637
N5_FDSW202534406-1r,BH2_FDSW220017122-1r,0.539682632,0,0,0,0.460317368
N10_FDSW202534407-1r,BH2_FDSW220017122-1r,0.559688785,0,0,0.0681158,0.372195415
N20_FDSW202534408-1r,BH2_FDSW220017122-1r,0.546308011,0,0,0.054871654,0.398820335
N50_FDSW202534409-1r,BH2_FDSW220017122-1r,0.624181434,0,0,0.046760106,0.32905846
N100_FDSW202534410-1r,BH2_FDSW220017122-1r,0.559432244,0,0,0,0.440567756
N150_FDSW202534411-1r,BH2_FDSW220017122-1r,0.541883988,0,0,0,0.458116012
S5_FDSW202534394-1r,BH2_FDSW220017122-1r,0.540104222,0,0,0.084656165,0.375239613
S10_FDSW202534395-1r,BH2_FDSW220017122-1r,0.551117488,0,0,0.071268356,0.377614156
S20_FDSW202534396-1r,BH2_FDSW220017122-1r,0.520170409,0,0,0,0.479829591
S50_FDSW202534397-1r,BH2_FDSW220017122-1r,0.497172717,0,0,0,0.502827283
S100_FDSW202534398-1r,BH2_FDSW220017122-1r,0.472236262,0,0,0,0.527763738
S150_FDSW202534399-1r,BH2_FDSW220017122-1r,0.505593313,0,0,0,0.494406687
W5_FDSW202534400-1r,BH2_FDSW220017122-1r,0.530473339,0,0,0.097734806,0.371791855
W10_FDSW202534401-1r,BH2_FDSW220017122-1r,0.539059022,0,0,0.090407231,0.370533747
W20_FDSW202534402-1r,BH2_FDSW220017122-1r,0.515660557,0,0,0,0.484339443
W50_FDSW202534403-1r,BH2_FDSW220017122-1r,0.520089216,0,0,0,0.479910784
W100_FDSW202534404-1r,BH2_FDSW220017122-1r,0.51668921,0,0,0,0.48331079
W150_FDSW202534405-1r,BH2_FDSW220017122-1r,0.475491923,0,0,0,0.524508077
CXD_0801_FDSW210423161-1r,BH2_FDSW220017122-1r,0.532779855,0,0,0,0.467220145
CXD_0802_FDSW210423162-1r,BH2_FDSW220017122-1r,0.559138521,0,0,0,0.440861479
CXD_0803_FDSW210423163-1r,BH2_FDSW220017122-1r,0,0,0.417576105,0,0.582423895
CXD_0804_FDSW210423164-1r,BH2_FDSW220017122-1r,0.484368942,0,0,0,0.515631058
CXD_0805_FDSW210423165-1r,BH2_FDSW220017122-1r,0,0,0.460618744,0,0.539381256
CXD_0807_FDSW210423167-1r,BH2_FDSW220017122-1r,0.457229001,0,0,0,0.542770999
CXD_1001_FDSW210423173-1r,BH2_FDSW220017122-1r,0,0,0.426608876,0,0.573391124
CXD_1003_FDSW210423175-1r,BH2_FDSW220017122-1r,0.461570126,0,0,0,0.538429874
CXD_1004_FDSW210423176-1r,BH2_FDSW220017122-1r,0,0,0.441331075,0,0.558668925
CXD_1007_FDSW210423179-1r,BH2_FDSW220017122-1r,0.46916892,0,0,0,0.53083108
CXD_1009_FDSW210423181-1r,BH2_FDSW220017122-1r,0.463352035,0,0,0,0.536647965
CXD_1015_FDSW210423187-1r,BH2_FDSW220017122-1r,0.461264487,0,0,0.031431018,0.507304495
CXD_1201_FDSW210423188-1r,BH2_FDSW220017122-1r,0,0,0.444825337,0,0.555174663
CXD_1202_FDSW210423189-1r,BH2_FDSW220017122-1r,0,0,0.445198783,0,0.554801217
CXD_1203_FDSW210423190-1r,BH2_FDSW220017122-1r,0.507170258,0,0,0,0.492829742
CXD_1213_FDSW210423200-1r,BH2_FDSW220017122-1r,0.504135785,0,0,0,0.495864215
CXD_1214_FDSW210423201-1r,BH2_FDSW220017122-1r,0.472232271,0,0,0.042116353,0.485651376
CXD_1215_FDSW210423202-1r,BH2_FDSW220017122-1r,0,0,0.422589177,0,0.577410823
CXD_0204_FDSW210423206-1r,BH2_FDSW220017122-1r,0,0,0.465131281,0,0.534868719
CXD_0209_FDSW210423211-1r,BH2_FDSW220017122-1r,0.517969954,0,0,0,0.482030046
CXD_0210_FDSW210423212-1r,BH2_FDSW220017122-1r,0.562514178,0,0,0,0.437485822
CXD_0213_FDSW210423215-1r,BH2_FDSW220017122-1r,0.518603181,0,0,0,0.481396819
CXD_0214_FDSW210423216-1r,BH2_FDSW220017122-1r,0.518065724,0,0,0,0.481934276
CXD_0215_FDSW210423217-1r,BH2_FDSW220017122-1r,0.493816201,0,0,0,0.506183799
CXD_1401_FDSW210423218-1r,BH2_FDSW220017122-1r,0.534039922,0,0,0,0.465960078
CXD_1402_FDSW210423219-1r,BH2_FDSW220017122-1r,0.507569138,0,0,0,0.492430862
CXD_1408_FDSW210423225-1r,BH2_FDSW220017122-1r,0,0,0.472043436,0,0.527956564
CXD_1412_FDSW210423229-1r,BH2_FDSW220017122-1r,0.495972739,0,0,0,0.504027261
CXD_1414_FDSW210423231-1r,BH2_FDSW220017122-1r,0.472088664,0,0,0.036621454,0.491289882
CXD_1415_FDSW210423232-1r,BH2_FDSW220017122-1r,0.536244916,0,0,0.026724681,0.437030403
CXD_1604_FDSW210423236-1r,BH2_FDSW220017122-1r,0.504598089,0,0,0,0.495401911
CXD_1609_FDSW210423241-1r,BH2_FDSW220017122-1r,0.505433294,0,0,0,0.494566706
CXD_1610_FDSW210423242-1r,BH2_FDSW220017122-1r,0.453088001,0,0,0,0.546911999
CXD_1611_FDSW210423243-1r,BH2_FDSW220017122-1r,0.452534948,0,0,0,0.547465052
CXD_1612_FDSW210423244-1r,BH2_FDSW220017122-1r,0.463693306,0,0,0,0.536306694
CXD_1613_FDSW210423245-1r,BH2_FDSW220017122-1r,0,0,0.447108807,0,0.552891193
A1-20-normal,BH2_FDSW220017122-1r,0,0,0,0,1
A3-20-normal,BH2_FDSW220017122-1r,0.496128473,0,0,0,0.503871527
A5-20-normal,BH2_FDSW220017122-1r,0,0,0.405236573,0,0.594763427
B1-20-normal,BH2_FDSW220017122-1r,0,0,0.423976868,0,0.576023132
B3-20-normal,BH2_FDSW220017122-1r,0,0,0.419881174,0,0.580118826
B5-20-normal,BH2_FDSW220017122-1r,0.46971986,0,0,0,0.53028014
C1-20-normal,BH2_FDSW220017122-1r,0.465915076,0,0,0,0.534084924
C3-20-normal,BH2_FDSW220017122-1r,0,0,0.416976161,0,0.583023839
C5-20-normal,BH2_FDSW220017122-1r,0,0,0.40848634,0,0.59151366
A1-40-normal,BH2_FDSW220017122-1r,0.531202176,0,0,0,0.468797824
A3-40-normal,BH2_FDSW220017122-1r,0,0,0.405194057,0,0.594805943
A5-40-normal,BH2_FDSW220017122-1r,0.448951159,0,0,0,0.551048841
B1-40-normal,BH2_FDSW220017122-1r,0.440388789,0,0,0,0.559611211
B3-40-normal,BH2_FDSW220017122-1r,0.467302017,0,0,0,0.532697983
B5-40-normal,BH2_FDSW220017122-1r,0.461490241,0,0,0,0.538509759
C1-40-normal,BH2_FDSW220017122-1r,0.476406355,0,0,0,0.523593645
C3-40-normal,BH2_FDSW220017122-1r,0.437220292,0,0,0.021466193,0.541313515
C5-40-normal,BH2_FDSW220017122-1r,0.468928593,0,0,0,0.531071407
A1-60-normal,BH2_FDSW220017122-1r,0.472557088,0,0,0,0.527442912
A3-60-normal,BH2_FDSW220017122-1r,0.468354971,0,0,0,0.531645029
A5-60-normal,BH2_FDSW220017122-1r,0.457727176,0,0,0,0.542272824
B1-60-normal,BH2_FDSW220017122-1r,0.449893445,0,0,0,0.550106555
B3-60-normal,BH2_FDSW220017122-1r,0.456503928,0,0,0,0.543496072
B5-60-normal,BH2_FDSW220017122-1r,0,0,0.422183283,0,0.577816717
C1-60-normal,BH2_FDSW220017122-1r,0.449210521,0,0,0,0.550789479
C3-60-normal,BH2_FDSW220017122-1r,0.451853149,0,0,0,0.548146851
C5-60-normal,BH2_FDSW220017122-1r,0.464234769,0,0,0,0.535765231
A1-80-normal,BH2_FDSW220017122-1r,0.45809598,0,0,0,0.54190402
A3-80-normal,BH2_FDSW220017122-1r,0.452753155,0,0,0,0.547246845
A5-80-normal,BH2_FDSW220017122-1r,0.449083938,0,0,0,0.550916062
B1-80-normal,BH2_FDSW220017122-1r,0.522900446,0,0,0,0.477099554
B3-80-normal,BH2_FDSW220017122-1r,0.459275993,0,0,0,0.540724007
B5-80-normal,BH2_FDSW220017122-1r,0.466609808,0,0,0,0.533390192
C1-80-normal,BH2_FDSW220017122-1r,0.458787273,0,0,0,0.541212727
C3-80-normal,BH2_FDSW220017122-1r,0.456782881,0,0,0,0.543217119
C5-80-normal,BH2_FDSW220017122-1r,0.490104434,0,0,0,0.509895566
A1-100-normal,BH2_FDSW220017122-1r,0.531421618,0,0,0,0.468578382
A3-100-normal,BH2_FDSW220017122-1r,0.445270066,0,0,0,0.554729934
A5-100-normal,BH2_FDSW220017122-1r,0,0,0.438122756,0,0.561877244
B1-100-normal,BH2_FDSW220017122-1r,0,0,0.424071288,0,0.575928712
B3-100-normal,BH2_FDSW220017122-1r,0,0,0.453567084,0,0.546432916
B5-100-normal,BH2_FDSW220017122-1r,0.494740073,0,0,0,0.505259927
C1-100-normal,BH2_FDSW220017122-1r,0,0,0.414379659,0,0.585620341
C3-100-normal,BH2_FDSW220017122-1r,0.451876208,0,0,0,0.548123792
C5-100-normal,BH2_FDSW220017122-1r,0.462354243,0,0,0,0.537645757
BH6_FDSW220017126-1r,BH4_FDSW220017124-1r,0,1,0,0,0
BH8_FDSW220017128-1r,BH4_FDSW220017124-1r,0,1,0,0,0
BH10_FDSW220017130-1r,BH4_FDSW220017124-1r,0,1,0,0,0
BH12_FDSW220017132-1r,BH4_FDSW220017124-1r,0,1,0,0,0
BH14_FDSW220017134-1r,BH4_FDSW220017124-1r,0,1,0,0,0
BH15_FDSW220017135-1r,BH4_FDSW220017124-1r,0,1,0,0,0
DD1_FDSW220008388-1r,BH4_FDSW220017124-1r,0,0,0,0,1
DD3_FDSW220008390-2r,BH4_FDSW220017124-1r,0,0,0,0,1
DD5_FDSW220008392-2r,BH4_FDSW220017124-1r,0,0,0,0,1
DD7_FDSW220008394-1r,BH4_FDSW220017124-1r,0,0,0,0,1
DD9_FDSW220008396-1r,BH4_FDSW220017124-1r,0,0,0,0,1
DD13_FDSW220008400-2r,BH4_FDSW220017124-1r,0,0,0,0,1
LYG1_FDME210455382-1r,BH4_FDSW220017124-1r,0,0,0,0,1
LYG3_FDME210455384-1r,BH4_FDSW220017124-1r,0,0,0,0,1
LYG5_FDME210455386-1r,BH4_FDSW220017124-1r,0,0,0,0,1
LYG6_FDME210455387-1r,BH4_FDSW220017124-1r,0,0,0,0,1
LYG7_FDME210455388-1r,BH4_FDSW220017124-1r,0,0,0,0,1
LYG11_FDME210455392-2r,BH4_FDSW220017124-1r,0,0,0,0,1
LYG13_FDME210455394-1a,BH4_FDSW220017124-1r,0,0,0,0,1
NB1_FDME210455352-1r,BH4_FDSW220017124-1r,0,0,0,0,1
NB2_FDME210455353-1r,BH4_FDSW220017124-1r,0,0,0,0,1
NB4_FDME210455355-1r,BH4_FDSW220017124-1r,0,0,0,0,1
NB6_FDME210455357-1r,BH4_FDSW220017124-1r,0,0,0,0,1
NB7_FDME210455358-1r,BH4_FDSW220017124-1r,0,0,0,0,1
NB11_FDME210455362-1b,BH4_FDSW220017124-1r,0,0,0,0,1
NB12_FDME210455363-1r,BH4_FDSW220017124-1r,0,0,0,0,1
NB15_FDME210455366-1r,BH4_FDSW220017124-1r,0,0,0.256275241,0,0.743724759
SY3_FDME210455399-2a,BH4_FDSW220017124-1r,0,0,0,0,1
SY7_FDME210455403-2a,BH4_FDSW220017124-1r,0,0,0,0,1
SY9_FDME210455405-2a,BH4_FDSW220017124-1r,0,0,0,0,1
SY11_FDME210455407-1r,BH4_FDSW220017124-1r,0,0,0,0,1
SY12_FDME210455408-1r,BH4_FDSW220017124-1r,0,0,0,0,1
SY13_FDME210455409-2a,BH4_FDSW220017124-1r,0,0,0,0,1
SY15_FDME210455411-2a,BH4_FDSW220017124-1r,0,0,0,0,1
ST1_FDME220007465-1r,BH4_FDSW220017124-1r,0,0,0,0.011478657,0.988521343
ST3_L1,BH4_FDSW220017124-1r,0,0,0,0,1
ST7_FDME220007471-1r,BH4_FDSW220017124-1r,0,0,0,0,1
ST9_L1,BH4_FDSW220017124-1r,0,0,0.5,0,0.5
ST10_L1,BH4_FDSW220017124-1r,0,0,0,0,1
ST12_L1,BH4_FDSW220017124-1r,0,0,0,0,1
ST13_L1,BH4_FDSW220017124-1r,0,0,0.5,0,0.5
ST15_L1,BH4_FDSW220017124-1r,0,0,0.5,0,0.5
WZ1_L1,BH4_FDSW220017124-1r,0,0,0,0,1
WZ3_L1,BH4_FDSW220017124-1r,0,0,0,0,1
WZ5_L1,BH4_FDSW220017124-1r,0,0,0,0,1
WZ7_FDME210455463-1r,BH4_FDSW220017124-1r,0,0,0,0,1
WZ10_L1,BH4_FDSW220017124-1r,0,0,0,0,1
WZ11_L1,BH4_FDSW220017124-1r,0,0,0,0,1
WZ14_L1,BH4_FDSW220017124-1r,0,0,0,0,1
WZ15_FDME210455471-1r,BH4_FDSW220017124-1r,0,0,0,0,1
XM2_FDME220007436-1r,BH4_FDSW220017124-1r,0,0,0,0,1
XM4_FDME220007438-1r,BH4_FDSW220017124-1r,0,0,0,0,1
XM6_FDME220007440-1r,BH4_FDSW220017124-1r,0,0,0,0,1
XM8_FDME220007442-1r,BH4_FDSW220017124-1r,0,0,0,0,1
XM10_FDME220007444-1r,BH4_FDSW220017124-1r,0,0,0,0,1
XM12_FDME220007446-1r,BH4_FDSW220017124-1r,0,0,0,0,1
XM14_FDME220007448-1r,BH4_FDSW220017124-1r,0,0,0,0,1
XM15_FDME220007449-1r,BH4_FDSW220017124-1r,0,0,0,0,1
YC1_FDME220007405-1r,BH4_FDSW220017124-1r,0,0,0.313497191,0,0.686502809
YC3_FDME220007407-1r,BH4_FDSW220017124-1r,0,0,0.303038696,0,0.696961304
YC5_FDME220007409-1r,BH4_FDSW220017124-1r,0,0,0.30801108,0,0.69198892
YC7_FDME220007411-1a,BH4_FDSW220017124-1r,0,0,0.313017269,0,0.686982731
YC9_FDME220007413-1r,BH4_FDSW220017124-1r,0,0,0.326936505,0,0.673063495
YC11_FDME220007415-1r,BH4_FDSW220017124-1r,0,0,0,0,1
YC13_FDME220007417-1r,BH4_FDSW220017124-1r,0,0,0.31642144,0,0.68357856
YC15_FDME220007419-1r,BH4_FDSW220017124-1r,0,0,0.320470971,0,0.679529029
ZH1_FDSW220008784-1r,BH4_FDSW220017124-1r,0,0,0,0,1
ZH3_FDSW220008786-1r,BH4_FDSW220017124-1r,0,0,0,0,1
ZH5_FDSW220008788-1r,BH4_FDSW220017124-1r,0,0,0,0,1
ZH7_FDSW220008790-1r,BH4_FDSW220017124-1r,0,0,0,0,1
ZH9_FDSW220008792-2r,BH4_FDSW220017124-1r,0,0,0,0,1
ZH11_FDSW220008794-2r,BH4_FDSW220017124-1r,0,0,0,0,1
ZH13_FDSW220008796-2r,BH4_FDSW220017124-1r,0,0,0,0,1
ZH15_FDSW220008798-2r,BH4_FDSW220017124-1r,0,0,0,0,1
C1_FDSW202534412-1r,BH4_FDSW220017124-1r,0.552446924,0,0,0.090890442,0.356662633
E5_FDSW202534388-1r,BH4_FDSW220017124-1r,0.537597711,0,0,0.099523266,0.362879023
E10_FDSW202534389-1r,BH4_FDSW220017124-1r,0.534756831,0,0,0.089899737,0.375343432
E20_FDSW202534390-1r,BH4_FDSW220017124-1r,0.58494108,0,0,0.067569344,0.347489576
E50_FDSW202534391-1r,BH4_FDSW220017124-1r,0.589174421,0,0,0,0.410825579
E100_FDSW202534392-1r,BH4_FDSW220017124-1r,0.590077632,0,0,0,0.409922368
E150_FDSW202534393-1r,BH4_FDSW220017124-1r,0.587232808,0,0,0,0.412767192
N5_FDSW202534406-1r,BH4_FDSW220017124-1r,0.542039077,0,0,0,0.457960923
N10_FDSW202534407-1r,BH4_FDSW220017124-1r,0.56204523,0,0,0.0681158,0.36983897
N20_FDSW202534408-1r,BH4_FDSW220017124-1r,0.548664456,0,0,0.054871654,0.39646389
N50_FDSW202534409-1r,BH4_FDSW220017124-1r,0.626537879,0,0,0.046760106,0.326702015
N100_FDSW202534410-1r,BH4_FDSW220017124-1r,0.561788689,0,0,0,0.438211311
N150_FDSW202534411-1r,BH4_FDSW220017124-1r,0.544240433,0,0,0,0.455759567
S5_FDSW202534394-1r,BH4_FDSW220017124-1r,0.542460666,0,0,0.084656165,0.372883168
S10_FDSW202534395-1r,BH4_FDSW220017124-1r,0.553473933,0,0,0.071268356,0.375257711
S20_FDSW202534396-1r,BH4_FDSW220017124-1r,0.522526854,0,0,0,0.477473146
S50_FDSW202534397-1r,BH4_FDSW220017124-1r,0.499529162,0,0,0,0.500470838
S100_FDSW202534398-1r,BH4_FDSW220017124-1r,0.474592707,0,0,0,0.525407293
S150_FDSW202534399-1r,BH4_FDSW220017124-1r,0.507949758,0,0,0,0.492050242
W5_FDSW202534400-1r,BH4_FDSW220017124-1r,0.532829784,0,0,0.097734806,0.36943541
W10_FDSW202534401-1r,BH4_FDSW220017124-1r,0.541415466,0,0,0.090407231,0.368177302
W20_FDSW202534402-1r,BH4_FDSW220017124-1r,0.518017002,0,0,0,0.481982998
W50_FDSW202534403-1r,BH4_FDSW220017124-1r,0.52244566,0,0,0,0.47755434
W100_FDSW202534404-1r,BH4_FDSW220017124-1r,0.519045655,0,0,0,0.480954345
W150_FDSW202534405-1r,BH4_FDSW220017124-1r,0.477848367,0,0,0,0.522151633
CXD_0801_FDSW210423161-1r,BH4_FDSW220017124-1r,0.535136299,0,0,0,0.464863701
CXD_0802_FDSW210423162-1r,BH4_FDSW220017124-1r,0.561494966,0,0,0,0.438505034
CXD_0803_FDSW210423163-1r,BH4_FDSW220017124-1r,0,0,0.419932549,0,0.580067451
CXD_0804_FDSW210423164-1r,BH4_FDSW220017124-1r,0.486725387,0,0,0,0.513274613
CXD_0805_FDSW210423165-1r,BH4_FDSW220017124-1r,0,0,0.462975189,0,0.537024811
CXD_0807_FDSW210423167-1r,BH4_FDSW220017124-1r,0.459585446,0,0,0,0.540414554
CXD_1001_FDSW210423173-1r,BH4_FDSW220017124-1r,0,0,0.428965321,0,0.571034679
CXD_1003_FDSW210423175-1r,BH4_FDSW220017124-1r,0.46392657,0,0,0,0.53607343
CXD_1004_FDSW210423176-1r,BH4_FDSW220017124-1r,0,0,0.44368752,0,0.55631248
CXD_1007_FDSW210423179-1r,BH4_FDSW220017124-1r,0.471525365,0,0,0,0.528474635
CXD_1009_FDSW210423181-1r,BH4_FDSW220017124-1r,0.465708479,0,0,0,0.534291521
CXD_1015_FDSW210423187-1r,BH4_FDSW220017124-1r,0.463620932,0,0,0.031431018,0.50494805
CXD_1201_FDSW210423188-1r,BH4_FDSW220017124-1r,0,0,0.447181782,0,0.552818218
CXD_1202_FDSW210423189-1r,BH4_FDSW220017124-1r,0,0,0.447555228,0,0.552444772
CXD_1203_FDSW210423190-1r,BH4_FDSW220017124-1r,0.509526703,0,0,0,0.490473297
CXD_1213_FDSW210423200-1r,BH4_FDSW220017124-1r,0.50649223,0,0,0,0.49350777
CXD_1214_FDSW210423201-1r,BH4_FDSW220017124-1r,0.474588716,0,0,0.042116353,0.483294931
CXD_1215_FDSW210423202-1r,BH4_FDSW220017124-1r,0,0,0.424945622,0,0.575054378
CXD_0204_FDSW210423206-1r,BH4_FDSW220017124-1r,0,0,0.467487726,0,0.532512274
CXD_0209_FDSW210423211-1r,BH4_FDSW220017124-1r,0.520326398,0,0,0,0.479673602
CXD_0210_FDSW210423212-1r,BH4_FDSW220017124-1r,0.564870623,0,0,0,0.435129377
CXD_0213_FDSW210423215-1r,BH4_FDSW220017124-1r,0.520959626,0,0,0,0.479040374
CXD_0214_FDSW210423216-1r,BH4_FDSW220017124-1r,0.520422169,0,0,0,0.479577831
CXD_0215_FDSW210423217-1r,BH4_FDSW220017124-1r,0.496172646,0,0,0,0.503827354
CXD_1401_FDSW210423218-1r,BH4_FDSW220017124-1r,0.536396367,0,0,0,0.463603633
CXD_1402_FDSW210423219-1r,BH4_FDSW220017124-1r,0.509925583,0,0,0,0.490074417
CXD_1408_FDSW210423225-1r,BH4_FDSW220017124-1r,0,0,0.474399881,0,0.525600119
CXD_1412_FDSW210423229-1r,BH4_FDSW220017124-1r,0.498329184,0,0,0,0.501670816
CXD_1414_FDSW210423231-1r,BH4_FDSW220017124-1r,0.474445108,0,0,0,0.525554892
CXD_1415_FDSW210423232-1r,BH4_FDSW220017124-1r,0.538601361,0,0,0.026724681,0.434673958
CXD_1604_FDSW210423236-1r,BH4_FDSW220017124-1r,0.506954533,0,0,0,0.493045467
CXD_1609_FDSW210423241-1r,BH4_FDSW220017124-1r,0.507789739,0,0,0,0.492210261
CXD_1610_FDSW210423242-1r,BH4_FDSW220017124-1r,0.455444445,0,0,0,0.544555555
CXD_1611_FDSW210423243-1r,BH4_FDSW220017124-1r,0.454891392,0,0,0,0.545108608
CXD_1612_FDSW210423244-1r,BH4_FDSW220017124-1r,0.466049751,0,0,0,0.533950249
CXD_1613_FDSW210423245-1r,BH4_FDSW220017124-1r,0,0,0.449465251,0,0.550534749
A1-20-normal,BH4_FDSW220017124-1r,0,0,0,0,1
