sample1,sample2,Heterogeneous.Selection,Homogeneous.Selection,Dispersal.Limitation,Homogenizing.Dispersal,Drift.and.Others
B1-40-normal,CXD_1202_FDSW210423189-1r,0.375490417,0,0,0.064186593,0.56032299
B3-40-normal,CXD_1202_FDSW210423189-1r,0.372586222,0,0,0.067683985,0.559729793
B5-40-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.066881157,0.933118843
C1-40-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.069389092,0.930610908
C3-40-normal,CXD_1202_FDSW210423189-1r,0.359487966,0,0,0.052015659,0.588496375
C5-40-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.061985782,0.938014218
A1-60-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.063916604,0.936083396
A3-60-normal,CXD_1202_FDSW210423189-1r,0,0,0.319819373,0.070372948,0.609807679
A5-60-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.06050937,0.93949063
B1-60-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.06675392,0.93324608
B3-60-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.067293064,0.932706936
B5-60-normal,CXD_1202_FDSW210423189-1r,0.468531463,0,0,0.060431436,0.471037101
C1-60-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.060790395,0.939209605
C3-60-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.066265119,0.933734881
C5-60-normal,CXD_1202_FDSW210423189-1r,0.357603036,0,0,0.0631844,0.579212564
A1-80-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.062097359,0.937902641
A3-80-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.065446586,0.934553414
A5-80-normal,CXD_1202_FDSW210423189-1r,0.352450039,0,0,0.065270452,0.582279508
B1-80-normal,CXD_1202_FDSW210423189-1r,0,0,0,0,1
B3-80-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.070424652,0.929575348
B5-80-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.069121147,0.930878853
C1-80-normal,CXD_1202_FDSW210423189-1r,0,0,0,0,1
C3-80-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.066590465,0.933409535
C5-80-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.051791465,0.948208535
A1-100-normal,CXD_1202_FDSW210423189-1r,0,0,0,0,1
A3-100-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.069393193,0.930606807
A5-100-normal,CXD_1202_FDSW210423189-1r,0.402024418,0,0,0.06516577,0.532809813
B1-100-normal,CXD_1202_FDSW210423189-1r,0.436251894,0,0,0.054369375,0.50937873
B3-100-normal,CXD_1202_FDSW210423189-1r,0.464891449,0,0,0,0.535108551
B5-100-normal,CXD_1202_FDSW210423189-1r,0,0,0,0.071580774,0.928419226
C1-100-normal,CXD_1202_FDSW210423189-1r,0.469471419,0,0,0.080559386,0.449969196
C3-100-normal,CXD_1202_FDSW210423189-1r,0.355043486,0,0,0.066224022,0.578732492
C5-100-normal,CXD_1202_FDSW210423189-1r,0.366598815,0,0,0.068346526,0.565054659
CXD_1213_FDSW210423200-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.612131121,0.387868879
CXD_1214_FDSW210423201-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.349522206,0.650477794
CXD_1215_FDSW210423202-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.03474293,0.96525707
CXD_0204_FDSW210423206-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.040359651,0.959640349
CXD_0209_FDSW210423211-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.283185927,0.716814073
CXD_0210_FDSW210423212-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.25073827,0.74926173
CXD_0213_FDSW210423215-1r,CXD_1203_FDSW210423190-1r,0,0,0,0,1
CXD_0214_FDSW210423216-1r,CXD_1203_FDSW210423190-1r,0,0,0,0,1
CXD_0215_FDSW210423217-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.321387929,0.678612071
CXD_1401_FDSW210423218-1r,CXD_1203_FDSW210423190-1r,0,0,0,0,1
CXD_1402_FDSW210423219-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.578971232,0.421028768
CXD_1408_FDSW210423225-1r,CXD_1203_FDSW210423190-1r,0,0,0,0,1
CXD_1412_FDSW210423229-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.04116918,0.95883082
CXD_1414_FDSW210423231-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.03012926,0.96987074
CXD_1415_FDSW210423232-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.314626261,0.685373739
CXD_1604_FDSW210423236-1r,CXD_1203_FDSW210423190-1r,0,0,0,0,1
CXD_1609_FDSW210423241-1r,CXD_1203_FDSW210423190-1r,0,0,0,0,1
CXD_1610_FDSW210423242-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.297298221,0.702701779
CXD_1611_FDSW210423243-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.317961577,0.682038423
CXD_1612_FDSW210423244-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.307175171,0.692824829
CXD_1613_FDSW210423245-1r,CXD_1203_FDSW210423190-1r,0,0,0,0.278241511,0.721758489
A1-20-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A3-20-normal,CXD_1203_FDSW210423190-1r,0,0,0,0.005098313,0.994901687
A5-20-normal,CXD_1203_FDSW210423190-1r,0.445188761,0,0,0.034101817,0.520709422
B1-20-normal,CXD_1203_FDSW210423190-1r,0.370234513,0,0,0.037017926,0.592747562
B3-20-normal,CXD_1203_FDSW210423190-1r,0.420967952,0,0,0.033404375,0.545627674
B5-20-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C1-20-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C3-20-normal,CXD_1203_FDSW210423190-1r,0.416192418,0,0,0.034443168,0.549364415
C5-20-normal,CXD_1203_FDSW210423190-1r,0.422803601,0,0,0.035863306,0.541333094
A1-40-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A3-40-normal,CXD_1203_FDSW210423190-1r,0.415709701,0,0,0,0.584290299
A5-40-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B1-40-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B3-40-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B5-40-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C1-40-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C3-40-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C5-40-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A1-60-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A3-60-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A5-60-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B1-60-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B3-60-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B5-60-normal,CXD_1203_FDSW210423190-1r,0.413498927,0,0,0.035069623,0.551431451
C1-60-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C3-60-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C5-60-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A1-80-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A3-80-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A5-80-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B1-80-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B3-80-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B5-80-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C1-80-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C3-80-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C5-80-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A1-100-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A3-100-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
A5-100-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B1-100-normal,CXD_1203_FDSW210423190-1r,0.381219358,0,0,0,0.618780642
B3-100-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
B5-100-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C1-100-normal,CXD_1203_FDSW210423190-1r,0.414438882,0,0,0.311681828,0.27387929
C3-100-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
C5-100-normal,CXD_1203_FDSW210423190-1r,0,0,0,0,1
CXD_1214_FDSW210423201-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.666302698,0.333697302
CXD_1215_FDSW210423202-1r,CXD_1213_FDSW210423200-1r,0,0,0.427160288,0.018302516,0.554537196
CXD_0204_FDSW210423206-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.048243744,0.951756256
CXD_0209_FDSW210423211-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.306553935,0.693446065
CXD_0210_FDSW210423212-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.027006672,0.972993328
CXD_0213_FDSW210423215-1r,CXD_1213_FDSW210423200-1r,0,0,0,0,1
CXD_0214_FDSW210423216-1r,CXD_1213_FDSW210423200-1r,0,0,0,0,1
CXD_0215_FDSW210423217-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.031626704,0.968373296
CXD_1401_FDSW210423218-1r,CXD_1213_FDSW210423200-1r,0,0,0,0,1
CXD_1402_FDSW210423219-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.278929194,0.721070806
CXD_1408_FDSW210423225-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.071542462,0.928457538
CXD_1412_FDSW210423229-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.272948955,0.727051045
CXD_1414_FDSW210423231-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.131665805,0.868334195
CXD_1415_FDSW210423232-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.359133596,0.640866404
CXD_1604_FDSW210423236-1r,CXD_1213_FDSW210423200-1r,0,0,0,0.039389489,0.960610511
CXD_1609_FDSW210423241-1r,CXD_1213_FDSW210423200-1r,0,0,0,0,1
CXD_1610_FDSW210423242-1r,CXD_1213_FDSW210423200-1r,0,0,0,0,1
CXD_1611_FDSW210423243-1r,CXD_1213_FDSW210423200-1r,0,0,0,0,1
CXD_1612_FDSW210423244-1r,CXD_1213_FDSW210423200-1r,0,0,0,0,1
CXD_1613_FDSW210423245-1r,CXD_1213_FDSW210423200-1r,0,0,0,0,1
A1-20-normal,CXD_1213_FDSW210423200-1r,0.417497805,0,0,0,0.582502195
A3-20-normal,CXD_1213_FDSW210423200-1r,0,0,0,0.016712566,0.983287434
A5-20-normal,CXD_1213_FDSW210423200-1r,0.432374309,0,0,0.030371655,0.537254036
B1-20-normal,CXD_1213_FDSW210423200-1r,0.35742006,0,0,0,0.64257994
B3-20-normal,CXD_1213_FDSW210423200-1r,0.408153499,0,0,0.029674213,0.562172288
B5-20-normal,CXD_1213_FDSW210423200-1r,0,0,0,0.025140211,0.974859789
C1-20-normal,CXD_1213_FDSW210423200-1r,0,0,0,0.018851363,0.981148637
C3-20-normal,CXD_1213_FDSW210423200-1r,0.403377965,0,0,0.030713006,0.565909028
C5-20-normal,CXD_1213_FDSW210423200-1r,0.409989148,0,0,0,0.590010852
A1-40-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
A3-40-normal,CXD_1213_FDSW210423200-1r,0.402895249,0,0,0.027343229,0.569761522
A5-40-normal,CXD_1213_FDSW210423200-1r,0,0,0,0.029309385,0.970690615
B1-40-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
B3-40-normal,CXD_1213_FDSW210423200-1r,0,0,0,0.027638657,0.972361343
B5-40-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
C1-40-normal,CXD_1213_FDSW210423200-1r,0,0,0,0.024297121,0.975702879
C3-40-normal,CXD_1213_FDSW210423200-1r,0,0,0,0.022640254,0.977359746
C5-40-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
A1-60-normal,CXD_1213_FDSW210423200-1r,0,0,0,0.017982321,0.982017679
A3-60-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
A5-60-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
B1-60-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
B3-60-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
B5-60-normal,CXD_1213_FDSW210423200-1r,0.400684474,0,0,0.031339461,0.567976064
C1-60-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
C3-60-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
C5-60-normal,CXD_1213_FDSW210423200-1r,0,0,0,0.026415302,0.973584698
A1-80-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
A3-80-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
A5-80-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
B1-80-normal,CXD_1213_FDSW210423200-1r,0,0,0,0.022552014,0.977447986
B3-80-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
B5-80-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
C1-80-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
C3-80-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
C5-80-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
A1-100-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
A3-100-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
A5-100-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
B1-100-normal,CXD_1213_FDSW210423200-1r,0.368404906,0,0,0,0.631595094
B3-100-normal,CXD_1213_FDSW210423200-1r,0.39704446,0,0,0,0.60295554
B5-100-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
C1-100-normal,CXD_1213_FDSW210423200-1r,0.40162443,0,0,0.331319674,0.267055896
C3-100-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
C5-100-normal,CXD_1213_FDSW210423200-1r,0,0,0,0,1
CXD_1215_FDSW210423202-1r,CXD_1214_FDSW210423201-1r,0,0,0,0.043895383,0.956104617
CXD_0204_FDSW210423206-1r,CXD_1214_FDSW210423201-1r,0.35972454,0,0,0.049512104,0.590763356
CXD_0209_FDSW210423211-1r,CXD_1214_FDSW210423201-1r,0,0,0,0,1
CXD_0210_FDSW210423212-1r,CXD_1214_FDSW210423201-1r,0,0,0,0.027898618,0.972101382
CXD_0213_FDSW210423215-1r,CXD_1214_FDSW210423201-1r,0,0,0,0,1
CXD_0214_FDSW210423216-1r,CXD_1214_FDSW210423201-1r,0,0,0,0,1
CXD_0215_FDSW210423217-1r,CXD_1214_FDSW210423201-1r,0,0,0,0,1
CXD_1401_FDSW210423218-1r,CXD_1214_FDSW210423201-1r,0,0,0,0,1
CXD_1402_FDSW210423219-1r,CXD_1214_FDSW210423201-1r,0,0,0,0.390595694,0.609404306
CXD_1408_FDSW210423225-1r,CXD_1214_FDSW210423201-1r,0,0,0,0.28840249,0.71159751
CXD_1412_FDSW210423229-1r,CXD_1214_FDSW210423201-1r,0,0,0,0.050321632,0.949678368
CXD_1414_FDSW210423231-1r,CXD_1214_FDSW210423201-1r,0,0,0,0.521327814,0.478672186
CXD_1415_FDSW210423232-1r,CXD_1214_FDSW210423201-1r,0,0,0,0.025761435,0.974238565
CXD_1604_FDSW210423236-1r,CXD_1214_FDSW210423201-1r,0,0,0,0.040657849,0.959342151
CXD_1609_FDSW210423241-1r,CXD_1214_FDSW210423201-1r,0,0,0,0.104667341,0.895332659
CXD_1610_FDSW210423242-1r,CXD_1214_FDSW210423201-1r,0,0,0,0,1
CXD_1611_FDSW210423243-1r,CXD_1214_FDSW210423201-1r,0,0,0,0,1
CXD_1612_FDSW210423244-1r,CXD_1214_FDSW210423201-1r,0,0,0,0,1
CXD_1613_FDSW210423245-1r,CXD_1214_FDSW210423201-1r,0,0,0,0,1
A1-20-normal,CXD_1214_FDSW210423201-1r,0.43865895,0,0,0,0.56134105
A3-20-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
A5-20-normal,CXD_1214_FDSW210423201-1r,0.442104427,0,0,0.100744713,0.45715086
B1-20-normal,CXD_1214_FDSW210423201-1r,0.367150179,0,0,0.075140897,0.557708924
B3-20-normal,CXD_1214_FDSW210423201-1r,0.417883618,0,0,0.030050627,0.552065756
B5-20-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.026032158,0.973967842
C1-20-normal,CXD_1214_FDSW210423201-1r,0.341723401,0,0,0.01974331,0.638533289
C3-20-normal,CXD_1214_FDSW210423201-1r,0.413108084,0,0,0.03108942,0.555802496
C5-20-normal,CXD_1214_FDSW210423201-1r,0.419719267,0,0,0,0.580280733
A1-40-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
A3-40-normal,CXD_1214_FDSW210423201-1r,0.412625367,0,0,0.027719642,0.55965499
A5-40-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.030201332,0.969798668
B1-40-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.07575348,0.92424652
B3-40-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.028530603,0.971469397
B5-40-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
C1-40-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.025189068,0.974810932
C3-40-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.023532201,0.976467799
C5-40-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
A1-60-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.094357758,0.905642242
A3-60-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
A5-60-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
B1-60-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
B3-60-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
B5-60-normal,CXD_1214_FDSW210423201-1r,0.410414593,0,0,0.103714197,0.48587121
C1-60-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
C3-60-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
C5-60-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.027307249,0.972692751
A1-80-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.101275816,0.898724184
A3-80-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
A5-80-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
B1-80-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.023443961,0.976556039
B3-80-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
B5-80-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
C1-80-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
C3-80-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
C5-80-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
A1-100-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
A3-100-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
A5-100-normal,CXD_1214_FDSW210423201-1r,0.343907547,0,0,0.076732656,0.579359796
B1-100-normal,CXD_1214_FDSW210423201-1r,0.378135024,0,0,0,0.621864976
B3-100-normal,CXD_1214_FDSW210423201-1r,0.406774579,0,0,0,0.593225421
B5-100-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
C1-100-normal,CXD_1214_FDSW210423201-1r,0.411354548,0,0,0.028490195,0.560155257
C3-100-normal,CXD_1214_FDSW210423201-1r,0,0,0,0,1
C5-100-normal,CXD_1214_FDSW210423201-1r,0,0,0,0.079913412,0.920086588
CXD_0204_FDSW210423206-1r,CXD_1215_FDSW210423202-1r,0,0,0.405279899,0,0.594720101
CXD_0209_FDSW210423211-1r,CXD_1215_FDSW210423202-1r,0,0,0.411869901,0.050318636,0.537811463
CXD_0210_FDSW210423212-1r,CXD_1215_FDSW210423202-1r,0,0,0.63736603,0.055446808,0.307187162
CXD_0213_FDSW210423215-1r,CXD_1215_FDSW210423202-1r,0,0,0,0,1
CXD_0214_FDSW210423216-1r,CXD_1215_FDSW210423202-1r,0,0,0,0.256542967,0.743457033
CXD_0215_FDSW210423217-1r,CXD_1215_FDSW210423202-1r,0,0,0,0,1
CXD_1401_FDSW210423218-1r,CXD_1215_FDSW210423202-1r,0,0,0,0,1
CXD_1402_FDSW210423219-1r,CXD_1215_FDSW210423202-1r,0,0,0,0,1
CXD_1408_FDSW210423225-1r,CXD_1215_FDSW210423202-1r,0,0,0,0.05803717,0.94196283
CXD_1412_FDSW210423229-1r,CXD_1215_FDSW210423202-1r,0,0,0,0.012803378,0.987196622
CXD_1414_FDSW210423231-1r,CXD_1215_FDSW210423202-1r,0,0,0,0.024945433,0.975054567
CXD_1415_FDSW210423232-1r,CXD_1215_FDSW210423202-1r,0,0,0.644963779,0,0.355036221
CXD_1604_FDSW210423236-1r,CXD_1215_FDSW210423202-1r,0,0,0.363291083,0.033009832,0.603699085
CXD_1609_FDSW210423241-1r,CXD_1215_FDSW210423202-1r,0,0,0.4346949,0.063767594,0.501537505
CXD_1610_FDSW210423242-1r,CXD_1215_FDSW210423202-1r,0,0,0,0,1
CXD_1611_FDSW210423243-1r,CXD_1215_FDSW210423202-1r,0,0,0.382197093,0.006688262,0.611114644
CXD_1612_FDSW210423244-1r,CXD_1215_FDSW210423202-1r,0,0,0.396411562,0.006688262,0.596900175
CXD_1613_FDSW210423245-1r,CXD_1215_FDSW210423202-1r,0,0,0,0.006688262,0.993311738
A1-20-normal,CXD_1215_FDSW210423202-1r,0.522813771,0,0,0.042864306,0.434321923
A3-20-normal,CXD_1215_FDSW210423202-1r,0,0,0.417263584,0.074606631,0.508129785
A5-20-normal,CXD_1215_FDSW210423202-1r,0.4284899,0,0.371465436,0.085665451,0.114379213
B1-20-normal,CXD_1215_FDSW210423202-1r,0.353535651,0,0.408460399,0.061891714,0.176112235
B3-20-normal,CXD_1215_FDSW210423202-1r,0.40426909,0,0.377618465,0.053995687,0.164116758
B5-20-normal,CXD_1215_FDSW210423202-1r,0,0,0.401847415,0.062232272,0.535920314
C1-20-normal,CXD_1215_FDSW210423202-1r,0,0,0.398190018,0.077539634,0.524270348
C3-20-normal,CXD_1215_FDSW210423202-1r,0.399493556,0,0.388476621,0.055969462,0.15606036
C5-20-normal,CXD_1215_FDSW210423202-1r,0.406104739,0,0.3839047,0.053869139,0.156121422
A1-40-normal,CXD_1215_FDSW210423202-1r,0,0,0.376834119,0.006688262,0.616477619
A3-40-normal,CXD_1215_FDSW210423202-1r,0.39901084,0,0.420333606,0.080031889,0.100623665
A5-40-normal,CXD_1215_FDSW210423202-1r,0,0,0.47223905,0.056762469,0.470998481
B1-40-normal,CXD_1215_FDSW210423202-1r,0,0,0.426356563,0.062504297,0.511139141
B3-40-normal,CXD_1215_FDSW210423202-1r,0,0,0.405971796,0.066001689,0.528026515
B5-40-normal,CXD_1215_FDSW210423202-1r,0,0,0.433886283,0,0.566113717
C1-40-normal,CXD_1215_FDSW210423202-1r,0,0,0.427049969,0.01937113,0.553578901
C3-40-normal,CXD_1215_FDSW210423202-1r,0,0,0.472101918,0.068047626,0.459850457
C5-40-normal,CXD_1215_FDSW210423202-1r,0,0,0.418273691,0.060303486,0.521422823
A1-60-normal,CXD_1215_FDSW210423202-1r,0,0,0.460566845,0.075290637,0.464142519
A3-60-normal,CXD_1215_FDSW210423202-1r,0,0,0.421708416,0,0.578291584
A5-60-normal,CXD_1215_FDSW210423202-1r,0,0,0.448950427,0.058827073,0.4922225
B1-60-normal,CXD_1215_FDSW210423202-1r,0,0,0.461703811,0.065071624,0.473224566
B3-60-normal,CXD_1215_FDSW210423202-1r,0,0,0.447523883,0,0.552476117
B5-60-normal,CXD_1215_FDSW210423202-1r,0.396800065,0,0.375104392,0.05874914,0.169346403
C1-60-normal,CXD_1215_FDSW210423202-1r,0,0,0.453151131,0.059108099,0.487740771
C3-60-normal,CXD_1215_FDSW210423202-1r,0,0,0.448775989,0.064582822,0.486641189
C5-60-normal,CXD_1215_FDSW210423202-1r,0,0,0.420795745,0.061502104,0.517702151
A1-80-normal,CXD_1215_FDSW210423202-1r,0,0,0,0.082208695,0.917791305
A3-80-normal,CXD_1215_FDSW210423202-1r,0,0,0.452798917,0.06376429,0.483436793
A5-80-normal,CXD_1215_FDSW210423202-1r,0,0,0.416372931,0.063588156,0.520038913
B1-80-normal,CXD_1215_FDSW210423202-1r,0,0,0.391617033,0.017626023,0.590756945
B3-80-normal,CXD_1215_FDSW210423202-1r,0,0,0.43132897,0,0.56867103
B5-80-normal,CXD_1215_FDSW210423202-1r,0,0,0.429868431,0,0.570131569
C1-80-normal,CXD_1215_FDSW210423202-1r,0,0,0,0,1
C3-80-normal,CXD_1215_FDSW210423202-1r,0,0,0.441256372,0,0.558743628
C5-80-normal,CXD_1215_FDSW210423202-1r,0,0,0.411322375,0.050109168,0.538568457
A1-100-normal,CXD_1215_FDSW210423202-1r,0,0,0,0,1
A3-100-normal,CXD_1215_FDSW210423202-1r,0,0,0.468532488,0,0.531467512
A5-100-normal,CXD_1215_FDSW210423202-1r,0,0,0.397293537,0.063483473,0.53922299
B1-100-normal,CXD_1215_FDSW210423202-1r,0.364520496,0,0.417231171,0.052687079,0.165561254
B3-100-normal,CXD_1215_FDSW210423202-1r,0.393160051,0,0.362622155,0.056283577,0.187934217
B5-100-normal,CXD_1215_FDSW210423202-1r,0,0,0.382850546,0,0.617149454
C1-100-normal,CXD_1215_FDSW210423202-1r,0.397740021,0,0,0.083928853,0.518331127
C3-100-normal,CXD_1215_FDSW210423202-1r,0,0,0.433326336,0.079038336,0.487635329
C5-100-normal,CXD_1215_FDSW210423202-1r,0,0,0.392972595,0.066664229,0.540363175
CXD_0209_FDSW210423211-1r,CXD_0204_FDSW210423206-1r,0,0,0,0.323442954,0.676557046
CXD_0210_FDSW210423212-1r,CXD_0204_FDSW210423206-1r,0,0,0,0.252225889,0.747774111
CXD_0213_FDSW210423215-1r,CXD_0204_FDSW210423206-1r,0,0,0,0,1
CXD_0214_FDSW210423216-1r,CXD_0204_FDSW210423206-1r,0,0,0,0.018123473,0.981876527
CXD_0215_FDSW210423217-1r,CXD_0204_FDSW210423206-1r,0,0.043900196,0,0.03572177,0.920378034
CXD_1401_FDSW210423218-1r,CXD_0204_FDSW210423206-1r,0.425354983,0.061524495,0,0,0.513120522
CXD_1402_FDSW210423219-1r,CXD_0204_FDSW210423206-1r,0,0,0,0.257048806,0.742951194
CXD_1408_FDSW210423225-1r,CXD_0204_FDSW210423206-1r,0.399103775,0.046487942,0,0,0.554408283
CXD_1412_FDSW210423229-1r,CXD_0204_FDSW210423206-1r,0,0,0,0.035418969,0.964581031
CXD_1414_FDSW210423231-1r,CXD_0204_FDSW210423206-1r,0,0,0,0.24055454,0.75944546
CXD_1415_FDSW210423232-1r,CXD_0204_FDSW210423206-1r,0,0,0,0,1
CXD_1604_FDSW210423236-1r,CXD_0204_FDSW210423206-1r,0.404293418,0,0,0,0.595706582
CXD_1609_FDSW210423241-1r,CXD_0204_FDSW210423206-1r,0,0,0,0,1
CXD_1610_FDSW210423242-1r,CXD_0204_FDSW210423206-1r,0,0,0,0,1
CXD_1611_FDSW210423243-1r,CXD_0204_FDSW210423206-1r,0.391849473,0,0,0,0.608150527
CXD_1612_FDSW210423244-1r,CXD_0204_FDSW210423206-1r,0.381063067,0,0,0.006756251,0.612180682
CXD_1613_FDSW210423245-1r,CXD_0204_FDSW210423206-1r,0,0,0,0,1
