	BH2_FDSW220017122-1r	BH4_FDSW220017124-1r	BH6_FDSW220017126-1r	BH8_FDSW220017128-1r	BH10_FDSW220017130-1r	BH12_FDSW220017132-1r	BH14_FDSW220017134-1r	BH15_FDSW220017135-1r	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD13_FDSW220008400-2r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	ST1_FDME220007465-1r	ST3_L1	ST7_FDME220007471-1r	ST9_L1	ST10_L1	ST12_L1	ST13_L1	ST15_L1	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	XM2_FDME220007436-1r	XM4_FDME220007438-1r	XM6_FDME220007440-1r	XM8_FDME220007442-1r	XM10_FDME220007444-1r	XM12_FDME220007446-1r	XM14_FDME220007448-1r	XM15_FDME220007449-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
SD_QD_2020_06_15_bin_1_178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.972678808	1.64811717	2.057508365	0.973870036	0.817456805	0	0	0.93505772	0	0	0	1.1672039	1.999729362	1.586126564	0.859027381	1.627767526	0.949880456	1.443645384	1.694977244	0	1.428303251	1.307159451	0.993197665	0	0	0	0	0	0	0	0	0.993693461	1.007041542	0	0	0	1.444054294	1.557392458	0	0	1.968963364	1.644630973	1.561895308	0	0	0	0	0	0	0	0	0	0	2.518997977	2.076072477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_28_122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.998902425	4.094153463	5.885207137	3.809979912	0	0	0	3.271687389	4.700688303	2.831945854	0	1.941123151	4.124214571	3.931446385	2.629041778	2.562220982	1.9475815	2.557956067	2.714097912	3.594404896	3.047700827	3.031718138	2.91067658	3.810057667	2.050706754	0	1.695794959	0.884512454	0	0	1.537027539	2.129932519	1.260794609	1.420700059	1.627966736	3.032416019	3.089549054	2.511316353	2.162764027	1.615068139	4.50772772	3.169647098	1.721121633	0	0	0	0	0	0	0	0	0	1.203321228	3.13882641	4.535228214	0	0	3.110999576	2.645911981	2.548286798	1.602768906	0	2.308368518	0	0.839353833	0	2.285471227	3.895119613	0	0	0	0	2.816862256	1.367987891	3.65551265	2.294513747	5.475845131	3.582667204	2.34997765	1.062178287	2.464863361	2.684710923	3.044792742	2.573646063	0	2.735313726	3.194423009	2.888083957	0.987221205	3.288264079	1.27171205	9.628086509	2.249976881	3.43380012	1.389836347	3.495136268	1.855389868	1.339662286	2.856286365	0	0	0	1.308802371	0	1.878286244	1.047617841
SD_QD_2020_06_15_bin_42_268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677551617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.477132466	1.181928958	1.302677418	0	1.135865694	0	0	1.611193385	1.129575584	0	0	1.82533991	3.0983798	0	1.035846272	2.391323213	4.825996604	11.45105208	4.133899446	1.066275317	1.700201871	6.82535337	4.78114815	2.28847374	4.086010628	0	0	0	0	0	0	0	0	0	0	0	4.702957198	0	0	0	1.445576606	2.11572569	1.669882515	0	0	0	0	0	0	0	0	0	4.20271847	4.998533165	3.7433436	0	0	1.245341658	0	0	1.375281815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_46_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.776794987	4.733001457	6.120662843	4.415259034	0	0	1.823114596	2.615209104	4.323830286	1.056618668	0	0	4.384976715	3.278363608	2.576999122	2.869793125	1.648440397	1.077535192	1.402520916	2.608822407	2.61573593	2.336798015	2.056468639	1.763348486	0	0	0	0	0	0	0	0	0.790656375	0	0	0	1.624130382	0	0	1.029889858	3.488094261	1.984306604	0	0	0	0	0	0	0	0	0	0	0	1.437968838	2.132822958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_5_254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.261817569	3.702975538	5.259330676	3.571403051	1.413731102	1.054011665	1.827461856	3.218022876	3.762286672	2.311156107	0	2.664601899	4.571727373	3.329391987	2.653275279	2.661404782	1.783903412	1.970635484	2.715842963	2.495405366	3.296338324	2.840390267	2.462805532	3.212693217	1.540793625	1.074941377	3.262922347	0	1.475957311	0.856576662	1.3051686	1.972233766	2.180651765	1.031926912	1.114550505	1.5241862	2.767245169	2.594604269	2.09793628	1.24163095	3.229626493	2.754867364	1.492379229	1.908213804	1.523896287	1.868369606	1.175613046	1.712147245	1.922469141	0	0	0	1.593349082	2.698330018	3.63092502	0	0.849089479	3.283390659	2.707102397	3.178356998	2.483380375	0	3.932880898	1.322702766	2.006544061	1.167984102	3.348475927	4.113159107	1.562833305	1.506441339	2.600467678	1.201716221	4.240965666	2.549775539	3.529787232	4.222948522	5.901028912	5.565204953	3.500191132	3.531018256	6.807422202	4.828691662	5.778311409	4.801308349	1.341417153	4.921040217	5.617559749	3.623964296	2.825114871	6.734960758	3.95840566	8.799321247	4.394464642	4.891524932	2.616604295	5.021020636	3.295492786	2.743103759	4.306558748	1.339006288	1.491445833	0.989266094	1.865150938	1.265274672	3.092317491	2.194973456
SD_QD_2020_06_15_bin_8_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.029995977	0	4.372260821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43404073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47005972	7.373803006	8.080551604	4.615375431	1.557432234	1.79221617	2.61532176	4.191787807	4.516787211	3.583504219	1.224317388	4.184831981	10.80290146	5.972601396	4.547883462	5.803112586	4.080158995	3.855415393	6.571134278	4.23722853	5.873201477	5.646609453	4.942947314	3.974512858	1.988328836	0	1.624858585	0	0	0	0	0	2.338046811	0	1.617659839	2.135879369	2.815607806	2.116121365	1.94635667	3.501621661	8.083722726	6.663737119	3.21036417	0	1.032239272	1.08404554	1.012552244	1.085918034	0	0	1.137749678	0	4.668649223	5.656964843	5.457254664	3.261933765	0.835413174	10.2955787	8.462221183	7.143663324	8.606946316	0	1.363316768	1.545162634	1.686255637	1.038946621	1.852196357	2.095189847	1.386114812	1.240151417	0.915987279	0	1.743078643	1.605907991	2.386884747	1.684539659	3.443947774	2.217689131	0.907226622	1.211125311	2.744911137	1.559217817	3.053068682	2.003575707	1.098025467	1.514779659	2.218216483	1.57516455	0.791167994	2.44654567	1.165370507	5.496856147	2.136288797	2.44762066	1.797248889	1.932817038	0	1.210885505	1.105998644	0.989800869	0	0	1.195758592	0	0.902728916	1.194340679
SD_QD_2020_08_15_bin_2_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.316000821	0	0	0	0	0	0	0	0	3.334552437	0	8.739852995	63.51999769	16.41006617	4.63287755	6.342484627	0	2.892517216	10.12494667	1.567788718	7.091839342	1.978695849	1.416760817	0	0	0	0.980721508	0	7.194042977	0	0	0	0	0	0	0	0	0	2.66782745	0	0	0	0	0	0	0	25.63603406	2.973860074	0	4.81759534	1.152706309	3.160972099	3.096533148	0	0	0	2.752168411	11.4544109	2.67745857	5.732895812	7.611790061	3.591485574	8.036149309	4.887462737	0	3.778716168	3.617637405	3.935573669	3.461669347	1.063362244	4.378476315	6.101622031	5.135410066	0	6.157316135	3.828000195	6.660683463	3.715461142	3.724454423	0	2.421962538	2.166692678	0	7.426049292	0	9.217391475	0	1.2190511	0	0.901368717	0.992995479
SD_QD_2020_10_15_bin_4_268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86623618	10.31227023	0	6.158825389	0	0	0	3.694288045	1.368397493	3.461983515	3.677067786	3.34267595	4.533962973	4.571639738	4.593346991	0	0	2.690842143	1.062133053	4.622392329	0	0	0	0	0	0	0	0	0	0	7.716395568	8.152667777	6.730386067	6.38547469	7.844827861	16.90995079	9.143485294	5.413993017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.570346684	1.17323242	0.893213913	0	0	0	0	2.433213308	0	0	0	0	0	0	0	1.761852557	2.257287476	3.597191546	1.506381249	1.279157391	1.310850323	2.897539274	2.091967618	2.809564819	3.645963068	1.55190205	1.667299091	5.825792981	4.726849243	6.374251112	6.530268237	31.03157791	11.64446927	11.07489095	10.98643046	23.08939857	25.41119729	29.87813243	22.09790442	4.845133385	13.54202534	17.87453155	38.18297959	5.240195457	5.050414691	3.217138421	3.637214992	4.683880035	6.487623059	0	1.980803047	0	7.825572561	16.25632559	12.39113141	0	1.055930964	1.36401282	1.109633139	1.305926115	1.267453188	0.906059432	2.768828479	0	1.847650923	0.97246462	1.764339451	1.814346899	1.292754892	0.893680269	0	1.440209027	6.26545893	2.420434843	1.853496855	3.47581557	4.271712615	10.21709894	2.241843072	0.921727817	3.681570467	3.629837451	8.491769489	5.331821014	1.36393185	5.193980606	5.011760428	2.576181252	0.882502173	5.445946091	1.606299102	3.128523564	3.316974993	2.865806153	2.143910686	3.880783039	1.664534291	0	3.977984106	0	1.255310639	0	1.116640715	3.636721266	2.411661329	1.376316424
SD_QD_2020_10_15_bin_7_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.757947381	0	1.493114632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.175406926	1.300467943	1.018086067	0	0.924589234	0	0	1.665753281	0	0	0	1.803896036	2.470361893	0	0	1.541752052	1.638336598	2.36450756	2.279792188	1.061839772	1.124430666	2.039299918	2.237974445	1.187312834	1.6932074	0	0	1.02550709	0	1.805091821	0	11.26832487	7.426901456	4.460514573	3.244647493	10.40405351	14.59018162	8.449748223	5.652840659	2.003755781	6.165994349	10.01518033	18.54640351	2.340609796	2.318287892	4.153763907	7.073246931	8.05274329	9.783883689	0	1.451734341	0	10.19313206	9.179847585	7.203331204	0	0	7.881614704	4.143521147	4.269912576	8.25216269	0	1.347164851	0	0	0	1.165080661	0	0	0	0	0	2.705151043	1.757309486	1.174256805	3.084382856	2.973765566	4.483719191	1.761769258	2.947520548	3.358366581	7.277072157	5.165813584	6.545739045	0	3.698415133	4.719875009	2.069251488	2.842394915	6.167831936	1.645992952	1.721811008	6.595662531	4.399940447	1.786714127	5.751874062	2.274017202	1.380342152	3.146233885	1.989949432	0	0	1.348052028	0	2.414941374	1.128684404
SD_QD_2020_12_15_bin_3_177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.918938567	14.5114332	3.521216596	5.922813822	9.33795252	2.383617049	58.27113051	8.674281937	3.979150858	6.95947714	10.48204841	8.920114214	9.836285666	11.44985902	9.906578382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.89899622	13.4520148	11.85814198	7.922362581	12.76298368	25.22896061	14.47031069	9.742256487	0	0	0	0	0	0	0	0	1.848638198	0.994136818	0	0.941222799	0	2.619347511	1.785195352	1.495648844	0	0	0	0	0	0	0	0	1.930391995	1.975880946	1.959065839	1.009022872	0	0	0	3.163729255	1.625198352	0	0	1.104029183	1.907529423	0.918387168	1.823528692	2.012645075	3.132852722	3.884064682	3.09040475	1.962708879	1.748548396	3.751373657	2.619154894	4.218555894	4.271504494	1.414376552	3.961380586	5.645853684	4.912904081	5.317646643	7.148980498	22.77189833	8.311443656	8.376535622	15.10457926	20.15626355	25.39797555	19.29963521	14.70396687	6.05435192	18.15160757	19.57237214	25.19676482	6.260904498	8.592899501	3.905072972	4.298873584	5.636941336	7.334423453	0	2.802282532	0	10.11983496	15.23427826	11.77082567	1.176246897	3.202127302	2.720044637	1.735995608	1.779406056	2.823554709	1.520931383	2.614269517	1.344826717	3.303098509	2.174581901	4.618499193	4.244108982	3.38928274	2.163893818	0.95238859	3.3564881	7.405789932	3.033530353	3.433438488	5.194180096	5.465637118	9.656966123	4.187032685	2.176349329	4.333465341	7.37044115	6.084941885	4.842828033	2.608605133	4.773906933	6.350240871	5.391392241	5.380888848	9.192381161	2.677951745	4.422795588	5.290408428	7.111266366	7.251597614	6.873837524	3.215104516	3.967940683	5.359186714	2.596695722	2.434899495	0.863097151	3.623764182	5.296317791	3.421081165	3.32577978
SD_QD_2023_07_100_ultra_bin_12_167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.316386083	1.285637242	2.761343611	1.241544852	1.594741733	3.693218169	1.335387798	1.230542483	0	0	0	0	0	0	0	0	5.947209611	8.659736059	8.808539985	7.402560787	3.851796263	4.168108949	7.297793653	6.990651574	6.218096684	3.886073471	2.08491434	5.670511542	9.876210256	6.394384557	4.576571717	5.80292495	4.407490178	4.371826834	5.822144429	5.946156201	5.468106084	6.196959903	5.746956775	6.71281494	5.761538536	3.907394818	8.783058884	2.653404562	5.686706837	3.873653029	8.475237451	11.24884657	8.102342472	7.152377801	6.864917628	15.15811249	14.00535358	13.64184889	8.249769792	5.492019748	16.44567176	16.84991547	10.26972303	11.35525342	13.12189295	8.478346025	5.706166659	5.3216834	7.922692842	2.713858721	3.054634486	6.508124004	7.330878005	11.97808002	12.58450108	4.928775708	7.514719465	5.017446173	4.187821189	4.754553262	3.953397978	2.578527101	11.73155377	11.04326997	10.01342225	8.870124808	13.47420473	17.28113618	10.17285584	12.3770703	7.243659524	11.44836256	20.41427726	10.65845354	15.60007882	13.42730912	23.83063881	26.14419509	10.19765561	10.44157581	15.475245	14.48873121	23.56100431	15.24398243	7.958360302	14.99006454	17.66920931	13.19651573	5.670203729	15.02248551	8.599399407	17.95560511	12.79661549	13.06041797	8.813331332	11.52178524	5.545158162	4.824876604	9.876621716	5.944329637	8.719777362	6.675271478	4.841769669	8.52619989	7.44409291	5.790244202
SD_QD_2023_07_20_normal_bin_4_207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.603573245	2.913001311	3.468593916	1.780403854	1.618994887	1.169398879	0	2.470309364	2.971344882	2.864734851	1.051641411	1.927867485	2.523216819	2.119566612	1.749402145	2.517311767	2.110047738	2.960266144	6.6950261	1.97845144	2.060207805	2.148722348	2.328903541	2.241539222	1.211005323	2.35670121	8.305323359	0	5.206939597	1.750214783	4.161668256	3.106954771	4.763214999	4.145944379	2.13522795	10.4701101	9.879009177	3.83032964	3.29236785	0.98388143	17.66818333	23.02329211	8.170402599	4.489099367	3.517931851	5.98767303	3.12887263	3.946132642	4.280939154	0	0	0	1.742201853	5.738914386	5.568221005	2.43622737	0	0	1.020358065	3.163468115	0	12.2430201	3.361691093	10.1920154	8.337364242	7.858838037	5.987601646	5.963087721	7.956850162	10.33493853	1.602876744	9.961517104	5.360482657	4.521326221	6.91679421	2.403563366	3.968013248	4.83642359	4.28539329	0	1.270369965	1.981402719	2.886441741	3.151292801	9.889826909	1.7030741	1.422359656	5.664825001	0	1.374333234	2.37695951	4.390098062	1.124025485	2.432790534	2.102579315	0.950049109	0.837119327	0	1.389220903	4.738126095	7.809176759	4.153970024	3.144298804	4.401114167	1.912559966	3.364440225
SD_QD_2023_07_40_normal_bin_12_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.740487803	2.680726575	1.51986349	2.061528578	1.728432909	0	2.47059455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.114092251	2.465685253	2.449898727	1.690754705	1.950782364	0.889924987	1.014874414	3.064673785	1.907108034	1.318830758	0.99328321	2.148026792	2.580623656	1.710532549	1.481512104	2.785903044	1.992443153	3.040986075	3.997065096	2.542548704	2.428986803	2.488425235	2.346543166	3.996817166	3.108833348	2.562495537	5.633180431	4.408552498	6.242053634	4.588022127	6.108768406	6.674438038	5.531557348	4.988362716	10.17506511	15.7435711	10.91892231	6.956078209	4.504238698	3.083505663	8.411436508	11.19878704	7.921900807	4.622146825	14.33651796	4.716046184	2.837950335	3.017947586	5.503097753	1.349924738	1.774861271	1.673817638	2.236221306	6.883832508	5.273810419	1.6854199	4.661969042	1.898101839	2.5772261	1.79839858	2.021040343	4.996609472	5.505160177	9.427214156	6.870327016	6.673491997	6.617144577	7.643579837	6.575104147	5.251079006	3.982074076	7.401646283	9.43868427	7.491842957	7.879933814	8.874716407	9.698778	17.68660511	5.684816652	7.057184393	10.54703491	7.561561041	12.17362039	8.972384071	6.21580577	9.303884965	10.20879405	6.249810046	3.204747033	10.46274554	6.336235642	6.064380432	9.140682606	7.02710006	5.054266046	8.078895889	4.584537213	2.877817564	7.391048806	3.990889531	6.250688478	3.431558853	3.888344169	4.189950086	5.675385543	4.626460424
SD_QD_2023_07_40_ultra_bin_1_231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.62491581	38.18850522	39.73555766	43.60276767	24.24346199	17.38063293	25.65036486	36.91166566	39.92272182	20.75686498	17.43398261	29.70791904	44.59622848	28.08746318	26.71567791	28.89475823	19.21430519	17.87028999	27.12124723	26.17661278	30.67659624	30.20291735	26.33268501	28.6890736	15.59681336	17.49631247	47.64263867	12.0659984	24.20602959	15.88329648	16.4729064	25.28940457	24.9256853	16.08873266	26.30717661	41.24165578	44.87500055	36.0580047	26.08347088	24.61452369	64.70767638	52.67111479	24.41562418	28.32582864	44.91959895	51.46577438	30.8960424	33.81286572	36.01260616	10.87782977	14.22510751	7.068554691	32.5826981	40.13535943	76.08586743	17.1785838	20.60717974	12.29151881	9.98334686	12.14001109	11.28693685	3.747053438	24.39736945	6.135039044	8.807927099	7.88653808	23.19645694	21.58186423	7.361871418	6.275645129	22.08529343	5.784602493	22.776327	11.8142489	23.60029762	21.21748072	33.88392081	25.73199186	16.56353614	17.06542755	29.29120968	21.35403831	27.05271506	21.35085153	8.086664372	17.74815411	21.19371386	19.26884423	8.703267929	23.40611568	11.1969388	51.33959626	22.34545535	22.20879347	13.94049949	17.78569154	14.26380571	18.57820086	11.38490114	7.989855316	8.686618888	8.070299652	16.44205912	6.053267133	9.452954213	11.31884823
SD_QD_2023_07_40_ultra_bin_10_124	0	0	0	0	0	0	0	0	5.776137901	1.236557905	3.73682349	1.359447915	1.502261765	2.279449996	13.9874224	0	1.251645642	1.105523148	2.240486778	3.591284219	25.70202456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.61680953	4.216615803	5.62551882	1.428535278	5.664050024	2.368918576	1.060759018	0.97651742	1.42905704	1.318792319	1.146215958	0	1.786752635	4.403973093	0.98388461	0	30.3640237	13.94417904	12.1308122	10.97016245	15.46636715	52.34613371	17.74105781	34.6041407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.533554448	6.237888745	6.738842943	4.528688384	0.93185161	0	2.350334667	5.771807379	5.665582261	3.910162901	0	1.870213069	6.212070589	4.731483759	5.045236895	6.725600685	5.405888056	5.20547748	7.707966634	4.68058051	6.35036012	5.586980213	5.856855937	5.771924746	6.01892098	2.56604363	8.357786586	1.622814671	4.629789204	4.237846905	4.211683857	8.613410534	12.552939	4.690706402	6.248111233	8.824483236	7.717709752	15.02046602	9.485002907	6.471991813	10.17301509	13.93979661	10.38861863	5.177167821	5.419958553	5.955894768	7.235090954	6.867817044	7.646138176	2.821019384	3.642733976	1.901003095	5.620555705	8.487390882	5.432014287	4.59678594	3.262991565	6.214181206	5.964728016	4.71529137	6.402239277	0.934534292	6.471189728	3.432337685	4.919127875	3.265095012	7.449666441	8.227859459	3.34667823	3.261673389	5.984139837	3.426241003	8.228423906	5.478215791	9.038085511	9.201133716	12.57149197	8.129467789	6.171919758	5.18820314	10.95007034	7.598068989	12.17250917	9.869571221	4.060243538	7.609620096	10.47973667	7.268855195	3.211240642	10.72125163	5.562513794	18.41526215	9.503310395	9.5645754	6.83606037	8.873114994	3.387859511	5.049452753	7.764803873	3.339369014	4.424828283	2.216856621	5.263027144	3.503313686	5.150253518	4.74742717
